SEASON,SEASON_TYPE,TEAM_ABB,TEAM_NAME,GP,W,L,W_PCT,MIN,EFG_PCT,FTA_RATE,TM_TOV_PCT,OREB_PCT,OPP_EFG_PCT,OPP_FTA_RATE,OPP_TOV_PCT,OPP_OREB_PCT
2019-20,Pre+Season,CHI,Chicago Bulls,2,0,2,.000,5,25.0,0.400,18.2,44.4,78.6,0.857,9.1,0.0
2019-20,Pre+Season,CLE,Cleveland Cavaliers,1,0,1,.000,3,16.7,0.333,0.0,0.0,75.0,0.667,0.0,100
2019-20,Pre+Season,GSW,Golden State Warriors,1,0,1,.000,0,0.0,0.000,0.0,0.0,150.0,0.000,0.0,0.0
2019-20,Pre+Season,WAS,Washington Wizards,5,0,5,.000,17,21.9,0.219,17.1,35.7,68.5,0.741,12.2,14.3
2019-20,Regular+Season,MIL,Milwaukee Bucks,24,17,7,.708,74,47.1,0.410,13.2,38.1,44.6,0.554,13.3,25.0
2019-20,Regular+Season,UTA,Utah Jazz,41,28,13,.683,145,49.6,0.533,9.1,26.7,46.2,0.425,10.1,27.5
2019-20,Regular+Season,TOR,Toronto Raptors,37,25,12,.676,131,56.8,0.646,12.1,29.3,49.1,0.380,16.4,31.2
2019-20,Regular+Season,LAL,Los Angeles Lakers,30,20,10,.667,114,48.5,0.488,8.5,29.9,46.6,0.514,17.0,27.3
2019-20,Regular+Season,OKC,Oklahoma City Thunder,45,30,15,.667,191,55.6,0.569,12.1,31.6,48.2,0.337,16.2,30.1
2019-20,Regular+Season,DEN,Denver Nuggets,45,29,16,.644,176,51.5,0.500,10.0,35.8,48.4,0.413,12.5,29.9
2019-20,Regular+Season,IND,Indiana Pacers,36,22,14,.611,152,51.4,0.367,15.1,32.2,42.5,0.382,14.3,37.0
2019-20,Regular+Season,POR,Portland Trail Blazers,37,22,15,.595,134,55.3,0.382,6.2,25.0,49.6,0.354,13.9,39.2
2019-20,Regular+Season,HOU,Houston Rockets,32,19,13,.594,112,50.2,0.505,11.5,33.3,41.1,0.385,13.5,35.4
2019-20,Regular+Season,LAC,LA Clippers,32,19,13,.594,127,56.6,0.516,13.8,35.2,48.3,0.388,10.4,39.5
2019-20,Regular+Season,PHI,Philadelphia 76ers,44,26,18,.591,135,48.9,0.561,14.7,29.7,49.5,0.647,12.2,25.6
2019-20,Regular+Season,BOS,Boston Celtics,42,23,19,.548,144,51.1,0.445,13.0,35.6,47.6,0.534,11.7,30.1
2019-20,Regular+Season,BKN,Brooklyn Nets,40,20,20,.500,175,48.4,0.450,12.8,39.6,46.9,0.374,11.1,32.5
2019-20,Regular+Season,CHA,Charlotte Hornets,34,17,17,.500,148,59.1,0.531,13.4,28.9,50.6,0.340,10.4,34.4
2019-20,Regular+Season,MIA,Miami Heat,36,18,18,.500,153,44.2,0.533,9.1,30.1,51.7,0.371,10.2,32.1
2019-20,Regular+Season,SAC,Sacramento Kings,39,19,20,.487,142,48.9,0.330,9.2,30.7,50.4,0.590,12.3,34.3
2019-20,Regular+Season,CLE,Cleveland Cavaliers,29,13,16,.448,132,47.6,0.361,15.6,43.2,46.2,0.344,6.5,32.9
2019-20,Regular+Season,MEM,Memphis Grizzlies,30,13,17,.433,97,47.3,0.390,15.2,35.4,53.4,0.580,8.9,28.7
2019-20,Regular+Season,PHX,Phoenix Suns,37,16,21,.432,130,48.9,0.580,11.6,26.1,50.4,0.628,10.3,26.6
2019-20,Regular+Season,DAL,Dallas Mavericks,41,17,24,.415,163,44.9,0.470,11.6,31.1,48.8,0.404,9.0,29.5
2019-20,Regular+Season,NYK,New York Knicks,34,14,20,.412,137,46.5,0.395,11.7,39.6,47.0,0.523,12.8,26.8
2019-20,Regular+Season,ORL,Orlando Magic,34,14,20,.412,122,46.1,0.343,14.9,26.7,50.9,0.366,12.2,24.2
2019-20,Regular+Season,SAS,San Antonio Spurs,45,18,27,.400,175,49.4,0.376,9.1,25.6,49.2,0.437,11.3,33.3
2019-20,Regular+Season,WAS,Washington Wizards,35,14,21,.400,103,41.5,0.451,9.6,31.1,54.6,0.615,12.5,33.0
2019-20,Regular+Season,ATL,Atlanta Hawks,34,13,21,.382,129,41.4,0.404,13.0,33.5,45.5,0.468,12.8,34.4
2019-20,Regular+Season,CHI,Chicago Bulls,38,13,25,.342,119,48.2,0.432,13.0,31.7,55.0,0.565,12.3,43.1
2019-20,Regular+Season,DET,Detroit Pistons,30,10,20,.333,121,42.1,0.263,13.0,25.9,48.9,0.431,8.3,35.4
2019-20,Regular+Season,MIN,Minnesota Timberwolves,33,11,22,.333,112,43.6,0.537,10.3,36.7,52.5,0.458,10.4,28.2
2019-20,Regular+Season,NOP,New Orleans Pelicans,41,13,28,.317,143,42.3,0.431,8.5,26.2,50.8,0.548,8.7,29.5
2019-20,Regular+Season,GSW,Golden State Warriors,27,8,19,.296,100,48.6,0.387,12.1,27.5,56.3,0.603,8.4,29.1
2019-20,Playoffs,MIA,Miami Heat,14,11,3,.786,50,61.3,0.573,12.5,40.5,36.1,0.380,11.6,41.8
2019-20,Playoffs,OKC,Oklahoma City Thunder,4,3,1,.750,22,42.5,0.425,18.4,39.3,40.0,0.150,23.5,21.4
2019-20,Playoffs,TOR,Toronto Raptors,6,4,2,.667,29,37.8,0.388,13.3,33.3,46.7,0.217,16.7,25.0
2019-20,Playoffs,LAL,Los Angeles Lakers,10,6,4,.600,26,37.0,0.420,13.0,40.5,54.7,0.563,12.2,4.8
2019-20,Playoffs,DEN,Denver Nuggets,11,6,5,.545,39,59.7,0.299,8.9,24.3,46.4,0.732,17.1,30.6
2019-20,Playoffs,DAL,Dallas Mavericks,2,1,1,.500,13,54.3,0.130,16.0,30.8,61.4,0.409,3.8,16.7
2019-20,Playoffs,POR,Portland Trail Blazers,2,1,1,.500,5,77.8,0.000,25.0,0.0,37.5,0.750,0.0,0.0
2019-20,Playoffs,BOS,Boston Celtics,13,6,7,.462,52,43.1,0.450,16.0,35.3,45.8,0.482,10.7,30.2
2019-20,Playoffs,LAC,LA Clippers,5,2,3,.400,20,56.3,0.594,2.5,16.7,57.4,0.235,15.0,26.3
2019-20,Playoffs,UTA,Utah Jazz,4,1,3,.250,20,56.0,0.840,21.4,28.6,68.3,0.146,7.3,38.9
2019-20,Playoffs,HOU,Houston Rockets,5,1,4,.200,22,40.0,0.150,23.5,21.4,45.1,0.415,18.0,39.3
2019-20,Playoffs,MIL,Milwaukee Bucks,5,1,4,.200,18,40.0,0.520,3.4,27.8,57.6,0.303,18.9,52.9
2019-20,Playoffs,BKN,Brooklyn Nets,1,0,1,.000,2,25.0,0.000,20.0,0.0,66.7,1.000,14.3,0.0
2019-20,Playoffs,IND,Indiana Pacers,1,0,1,.000,4,50.0,0.200,14.3,0.0,20.0,1.200,28.6,75.0
2019-20,Playoffs,PHI,Philadelphia 76ers,3,0,3,.000,7,12.5,0.750,16.7,22.2,50.0,1.667,11.8,33.3
2019-20,All+Star,Team LeBron,Team LeBron,1,1,0,1.000,0,36.7,0.667,400.0,9.1,17.9,1.000,600.0,14.3
2019-20,All+Star,Team Giannis,Team Giannis,1,0,1,.000,0,17.9,1.000,600.0,14.3,36.7,0.667,400.0,9.1
2019-20,PlayIn,POR,Portland Trail Blazers,1,1,0,1.000,5,80.0,0.900,0.0,42.9,28.6,0.286,37.5,66.7
2019-20,PlayIn,MEM,Memphis Grizzlies,1,0,1,.000,5,28.6,0.286,37.5,66.7,80.0,0.900,0.0,42.9
2019-20,IST,TOR,Toronto Raptors,1,1,0,1.000,8,60.7,0.714,11.1,42.9,53.6,0.143,12.5,12.5
2019-20,IST,NOP,New Orleans Pelicans,1,0,1,.000,8,53.6,0.143,12.5,12.5,60.7,0.714,11.1,42.9
2020-21,Pre+Season,BKN,Brooklyn Nets,1,1,0,1.000,5,35.7,1.143,18.2,33.3,8.3,0.167,25.0,45.5
2020-21,Pre+Season,CHI,Chicago Bulls,1,1,0,1.000,4,40.9,0.273,9.1,28.6,18.8,0.250,33.3,28.6
2020-21,Pre+Season,HOU,Houston Rockets,1,1,0,1.000,0,150.0,0.000,0.0,0.0,0.0,0.000,0.0,0.0
2020-21,Pre+Season,LAL,Los Angeles Lakers,3,3,0,1.000,14,66.7,0.500,3.4,10.0,38.0,0.240,21.4,47.1
2020-21,Pre+Season,PHI,Philadelphia 76ers,1,1,0,1.000,2,66.7,2.000,12.5,0.0,0.0,1.000,16.7,20.0
2020-21,Pre+Season,SAC,Sacramento Kings,1,1,0,1.000,5,50.0,0.111,25.0,0.0,50.0,0.200,9.1,16.7
2020-21,Pre+Season,TOR,Toronto Raptors,1,1,0,1.000,1,0.0,4.000,0.0,0.0,33.3,0.000,0.0,50.0
2020-21,Pre+Season,ATL,Atlanta Hawks,3,2,1,.667,10,59.4,0.813,20.7,27.3,42.9,0.714,17.9,38.9
2020-21,Pre+Season,CLE,Cleveland Cavaliers,3,2,1,.667,13,65.2,0.391,17.2,30.0,54.0,0.320,7.1,28.6
2020-21,Pre+Season,DET,Detroit Pistons,2,1,1,.500,5,11.1,0.556,14.3,0.0,11.1,0.222,21.4,0.0
2020-21,Pre+Season,GSW,Golden State Warriors,2,1,1,.500,10,39.5,0.474,13.0,30.8,40.6,0.438,26.1,18.2
2020-21,Pre+Season,MEM,Memphis Grizzlies,2,1,1,.500,6,46.2,0.615,27.8,40.0,75.0,0.417,23.5,50.0
2020-21,Pre+Season,MIN,Minnesota Timberwolves,2,1,1,.500,10,50.0,0.273,4.3,33.3,18.8,0.625,9.1,15.4
2020-21,Pre+Season,NYK,New York Knicks,2,1,1,.500,5,64.3,0.857,10.0,25.0,22.2,0.111,33.3,28.6
2020-21,Pre+Season,OKC,Oklahoma City Thunder,2,1,1,.500,7,19.2,0.154,35.3,36.4,28.1,0.188,6.3,16.7
2020-21,Pre+Season,ORL,Orlando Magic,4,2,2,.500,12,56.5,0.609,10.0,28.6,47.9,0.500,9.4,23.5
2020-21,Pre+Season,WAS,Washington Wizards,2,1,1,.500,9,10.5,0.211,25.0,29.4,17.9,0.857,14.3,15.4
2020-21,Pre+Season,CHA,Charlotte Hornets,3,1,2,.333,7,50.0,0.211,5.3,33.3,60.0,0.467,10.5,12.5
2020-21,Pre+Season,DAL,Dallas Mavericks,1,0,1,.000,8,13.3,0.400,5.6,15.4,47.2,0.333,5.0,30.0
2020-21,Pre+Season,DEN,Denver Nuggets,1,0,1,.000,5,28.6,0.857,27.3,33.3,27.8,0.778,16.7,42.9
2020-21,Pre+Season,IND,Indiana Pacers,3,0,3,.000,11,39.1,0.217,7.7,23.5,84.2,0.789,10.3,16.7
2020-21,Pre+Season,LAC,LA Clippers,1,0,1,.000,4,62.5,0.250,57.1,50.0,83.3,1.000,0.0,0.0
2020-21,Pre+Season,PHX,Phoenix Suns,2,0,2,.000,10,33.3,0.238,9.5,46.7,61.1,0.333,4.8,12.5
2020-21,Pre+Season,SAS,San Antonio Spurs,2,0,2,.000,2,0.0,0.000,0.0,0.0,41.7,0.000,33.3,50.0
2020-21,Regular+Season,PHI,Philadelphia 76ers,34,25,9,.735,136,50.5,0.623,17.7,38.5,44.6,0.386,15.6,34.4
2020-21,Regular+Season,PHX,Phoenix Suns,37,25,12,.676,160,48.5,0.413,8.5,32.4,50.2,0.480,11.4,30.5
2020-21,Regular+Season,BKN,Brooklyn Nets,40,27,13,.675,144,53.9,0.568,11.6,25.4,52.2,0.470,12.3,29.4
2020-21,Regular+Season,POR,Portland Trail Blazers,37,24,13,.649,137,55.7,0.358,7.3,33.8,45.5,0.457,12.8,26.2
2020-21,Regular+Season,LAL,Los Angeles Lakers,35,21,14,.600,140,51.9,0.272,11.4,33.8,48.6,0.336,13.1,25.2
2020-21,Regular+Season,CHA,Charlotte Hornets,31,18,13,.581,105,56.7,0.422,11.6,35.5,46.7,0.470,13.4,27.4
2020-21,Regular+Season,DEN,Denver Nuggets,31,18,13,.581,145,56.6,0.383,11.5,26.9,49.4,0.393,13.0,31.7
2020-21,Regular+Season,UTA,Utah Jazz,30,17,13,.567,90,53.2,0.398,10.4,33.3,49.7,0.437,12.2,33.7
2020-21,Regular+Season,NYK,New York Knicks,36,20,16,.556,162,49.6,0.438,10.9,25.1,44.4,0.453,14.7,24.7
2020-21,Regular+Season,DAL,Dallas Mavericks,33,18,15,.545,101,53.1,0.417,8.8,27.5,52.4,0.417,7.8,33.0
2020-21,Regular+Season,OKC,Oklahoma City Thunder,30,16,14,.533,105,47.7,0.457,15.7,27.9,48.4,0.380,11.5,27.2
2020-21,Regular+Season,MIA,Miami Heat,34,18,16,.529,121,42.3,0.445,12.9,30.5,46.1,0.291,13.0,32.6
2020-21,Regular+Season,SAC,Sacramento Kings,42,22,20,.524,148,51.3,0.431,12.0,28.3,51.7,0.593,12.9,34.6
2020-21,Regular+Season,ATL,Atlanta Hawks,36,18,18,.500,129,55.5,0.424,10.1,22.9,55.5,0.379,11.4,23.5
2020-21,Regular+Season,GSW,Golden State Warriors,32,16,16,.500,112,51.8,0.276,12.4,35.4,55.0,0.485,11.3,32.8
2020-21,Regular+Season,IND,Indiana Pacers,40,20,20,.500,168,51.1,0.309,14.8,20.1,48.3,0.423,14.0,28.0
2020-21,Regular+Season,MEM,Memphis Grizzlies,38,19,19,.500,141,47.6,0.500,12.4,31.1,56.0,0.313,14.7,30.6
2020-21,Regular+Season,WAS,Washington Wizards,39,19,20,.487,169,51.1,0.452,10.6,29.1,48.7,0.438,9.4,23.4
2020-21,Regular+Season,LAC,LA Clippers,34,16,18,.471,86,51.0,0.479,10.7,32.6,46.9,0.631,9.1,37.1
2020-21,Regular+Season,MIL,Milwaukee Bucks,28,13,15,.464,98,53.0,0.401,14.9,23.0,51.8,0.266,9.9,27.4
2020-21,Regular+Season,MIN,Minnesota Timberwolves,39,18,21,.462,142,49.4,0.429,14.0,27.6,57.0,0.434,10.7,30.3
2020-21,Regular+Season,NOP,New Orleans Pelicans,39,17,22,.436,158,47.5,0.548,12.7,34.6,48.1,0.334,11.8,26.0
2020-21,Regular+Season,ORL,Orlando Magic,30,13,17,.433,97,50.6,0.392,13.9,28.6,46.2,0.446,10.7,30.6
2020-21,Regular+Season,CLE,Cleveland Cavaliers,26,11,15,.423,106,49.7,0.544,16.9,24.8,54.5,0.385,15.1,29.5
2020-21,Regular+Season,SAS,San Antonio Spurs,38,16,22,.421,168,48.2,0.433,10.5,25.0,51.3,0.354,11.1,31.0
2020-21,Regular+Season,CHI,Chicago Bulls,35,14,21,.400,125,51.1,0.452,14.3,31.5,52.1,0.530,11.2,23.9
2020-21,Regular+Season,BOS,Boston Celtics,43,17,26,.395,151,47.1,0.522,11.1,26.7,51.3,0.507,12.7,30.0
2020-21,Regular+Season,HOU,Houston Rockets,24,7,17,.292,80,41.6,0.595,13.5,28.7,50.7,0.513,10.6,34.4
2020-21,Regular+Season,TOR,Toronto Raptors,39,11,28,.282,116,46.8,0.426,11.4,25.2,57.0,0.814,16.2,28.6
2020-21,Regular+Season,DET,Detroit Pistons,32,7,25,.219,122,47.1,0.558,13.6,37.9,54.3,0.597,9.1,32.8
2020-21,Playoffs,BOS,Boston Celtics,1,1,0,1.000,0,100,0.000,0.0,0.0,0.0,0.000,0.0,0.0
2020-21,Playoffs,LAL,Los Angeles Lakers,1,1,0,1.000,3,116.7,1.000,16.7,0.0,25.0,0.000,0.0,0.0
2020-21,Playoffs,MIL,Milwaukee Bucks,9,7,2,.778,44,48.2,0.518,5.6,37.5,37.0,0.315,11.9,27.5
2020-21,Playoffs,DAL,Dallas Mavericks,4,3,1,.750,12,50.0,0.429,12.0,30.8,42.9,0.214,25.0,10.0
2020-21,Playoffs,DEN,Denver Nuggets,4,3,1,.750,15,68.0,0.680,6.3,40.0,48.1,0.148,10.3,29.4
2020-21,Playoffs,ATL,Atlanta Hawks,9,6,3,.667,31,56.9,0.627,12.9,25.9,50.0,0.534,4.2,23.7
2020-21,Playoffs,UTA,Utah Jazz,7,4,3,.571,10,67.6,0.647,0.0,25.0,40.0,0.350,9.1,41.7
2020-21,Playoffs,NYK,New York Knicks,2,1,1,.500,8,68.8,0.125,0.0,12.5,62.5,0.417,6.7,0.0
2020-21,Playoffs,PHX,Phoenix Suns,8,4,4,.500,22,38.3,0.500,17.4,14.3,50.0,0.571,4.3,37.9
2020-21,Playoffs,WAS,Washington Wizards,2,1,1,.500,6,50.0,0.182,15.4,28.6,37.5,1.500,21.4,57.1
2020-21,Playoffs,MEM,Memphis Grizzlies,3,1,2,.333,6,35.7,0.143,8.3,44.4,75.0,1.125,0.0,25.0
2020-21,Playoffs,PHI,Philadelphia 76ers,7,2,5,.286,22,35.7,1.029,11.1,28.6,58.1,0.595,16.1,20.0
2020-21,Playoffs,LAC,LA Clippers,11,3,8,.273,28,40.2,0.488,13.0,25.8,52.1,0.447,13.6,25.9
2020-21,Playoffs,BKN,Brooklyn Nets,4,1,3,.250,21,36.1,0.222,7.7,24.0,48.6,0.351,7.5,31.8
2020-21,Playoffs,MIA,Miami Heat,1,0,1,.000,10,43.3,0.333,15.8,18.2,36.7,1.067,10.0,35.7
2020-21,Playoffs,POR,Portland Trail Blazers,3,0,3,.000,15,48.1,0.074,11.1,29.4,68.0,0.680,6.3,40.0
2020-21,PlayIn,LAL,Los Angeles Lakers,1,1,0,1.000,5,38.9,0.444,9.1,28.6,50.0,0.400,40.0,0.0
2020-21,PlayIn,MEM,Memphis Grizzlies,2,2,0,1.000,10,68.4,0.474,9.1,44.4,50.0,0.533,15.8,50.0
2020-21,PlayIn,GSW,Golden State Warriors,2,0,2,.000,12,66.7,0.467,26.1,42.9,52.2,0.304,8.3,35.7
2020-21,PlayIn,SAS,San Antonio Spurs,1,0,1,.000,3,0.0,0.600,16.7,33.3,90.0,1.200,11.1,50.0
2021-22,Pre+Season,BKN,Brooklyn Nets,2,2,0,1.000,9,38.2,0.588,13.6,27.3,23.5,0.412,14.3,26.7
2021-22,Pre+Season,CHI,Chicago Bulls,2,2,0,1.000,8,64.3,0.500,12.5,66.7,40.9,0.636,31.3,30.0
2021-22,Pre+Season,DAL,Dallas Mavericks,1,1,0,1.000,1,83.3,0.000,0.0,100,0.0,0.000,0.0,0.0
2021-22,Pre+Season,GSW,Golden State Warriors,3,3,0,1.000,10,60.0,0.200,16.0,9.1,47.2,0.167,18.2,18.2
2021-22,Pre+Season,IND,Indiana Pacers,1,1,0,1.000,5,75.0,0.250,20.0,0.0,64.3,0.286,20.0,33.3
2021-22,Pre+Season,MIA,Miami Heat,3,3,0,1.000,8,52.6,0.421,11.8,81.8,53.6,0.000,18.8,25.0
2021-22,Pre+Season,NYK,New York Knicks,2,2,0,1.000,2,137.5,1.500,0.0,0.0,35.7,0.000,0.0,0.0
2021-22,Pre+Season,SAC,Sacramento Kings,1,1,0,1.000,1,100,0.000,0.0,0.0,0.0,0.000,0.0,0.0
2021-22,Pre+Season,UTA,Utah Jazz,1,1,0,1.000,5,35.0,0.500,8.3,25.0,0.0,0.000,10.0,0.0
2021-22,Pre+Season,BOS,Boston Celtics,3,2,1,.667,13,60.4,0.375,17.9,53.8,46.2,0.115,8.7,52.9
2021-22,Pre+Season,MIN,Minnesota Timberwolves,3,2,1,.667,15,35.2,0.333,6.7,21.1,37.9,0.276,20.0,35.0
2021-22,Pre+Season,ATL,Atlanta Hawks,2,1,1,.500,8,58.3,0.000,15.8,22.2,18.2,0.909,23.8,27.3
2021-22,Pre+Season,CLE,Cleveland Cavaliers,2,1,1,.500,8,37.5,1.417,10.5,33.3,52.9,0.176,17.6,55.6
2021-22,Pre+Season,DET,Detroit Pistons,2,1,1,.500,4,27.8,0.444,0.0,42.9,83.3,1.667,25.0,0.0
2021-22,Pre+Season,HOU,Houston Rockets,2,1,1,.500,6,66.7,1.111,16.7,37.5,43.8,0.750,14.3,0.0
2021-22,Pre+Season,LAC,LA Clippers,2,1,1,.500,5,57.1,1.000,0.0,25.0,54.2,0.250,8.3,42.9
2021-22,Pre+Season,OKC,Oklahoma City Thunder,2,1,1,.500,10,33.3,0.000,15.0,26.7,53.1,0.125,15.8,18.2
2021-22,Pre+Season,SAS,San Antonio Spurs,2,1,1,.500,9,55.6,0.000,22.2,40.0,68.8,0.500,11.8,75.0
2021-22,Pre+Season,TOR,Toronto Raptors,2,1,1,.500,8,46.7,0.400,6.3,45.5,40.0,0.267,22.2,30.0
2021-22,Pre+Season,ORL,Orlando Magic,3,1,2,.333,13,47.9,0.208,13.0,53.3,44.4,0.185,15.4,50.0
2021-22,Pre+Season,DEN,Denver Nuggets,5,1,4,.200,29,50.9,0.132,18.0,30.3,43.8,0.268,7.0,24.3
2021-22,Pre+Season,CHA,Charlotte Hornets,1,0,1,.000,2,0.0,0.000,0.0,40.0,33.3,0.167,33.3,100
2021-22,Pre+Season,LAL,Los Angeles Lakers,3,0,3,.000,6,20.0,0.300,16.7,22.2,66.7,0.083,18.8,0.0
2021-22,Pre+Season,MEM,Memphis Grizzlies,3,0,3,.000,13,38.2,0.118,35.7,25.0,71.7,0.261,14.3,12.5
2021-22,Pre+Season,MIL,Milwaukee Bucks,2,0,2,.000,10,10.5,0.368,8.7,15.8,45.0,0.450,12.5,30.8
2021-22,Pre+Season,NOP,New Orleans Pelicans,1,0,1,.000,1,66.7,0.000,25.0,0.0,0.0,2.000,0.0,0.0
2021-22,Pre+Season,PHI,Philadelphia 76ers,1,0,1,.000,4,50.0,2.500,28.6,0.0,31.3,0.500,0.0,50.0
2021-22,Pre+Season,WAS,Washington Wizards,3,0,3,.000,12,31.8,0.182,11.1,5.9,64.3,1.000,7.4,37.5
2021-22,Regular+Season,PHX,Phoenix Suns,42,33,9,.786,130,64.9,0.578,10.4,32.0,41.3,0.476,11.2,29.9
2021-22,Regular+Season,MEM,Memphis Grizzlies,32,21,11,.656,126,46.6,0.459,12.6,39.6,45.3,0.374,14.3,37.0
2021-22,Regular+Season,WAS,Washington Wizards,40,25,15,.625,160,53.8,0.368,13.4,30.4,41.6,0.367,9.4,28.6
2021-22,Regular+Season,CHI,Chicago Bulls,41,25,16,.610,141,51.8,0.549,9.2,29.6,44.8,0.533,9.2,31.9
2021-22,Regular+Season,MIA,Miami Heat,38,23,15,.605,134,48.8,0.483,14.4,27.4,45.8,0.470,15.0,27.9
2021-22,Regular+Season,MIL,Milwaukee Bucks,41,24,17,.585,122,54.8,0.466,12.8,34.1,47.6,0.463,12.7,26.3
2021-22,Regular+Season,DAL,Dallas Mavericks,38,22,16,.579,128,51.4,0.332,11.6,33.1,57.5,0.412,11.6,32.4
2021-22,Regular+Season,TOR,Toronto Raptors,45,26,19,.578,181,47.3,0.402,8.7,42.9,45.3,0.332,13.3,33.0
2021-22,Regular+Season,DEN,Denver Nuggets,40,23,17,.575,160,46.4,0.479,10.6,30.5,51.1,0.370,11.3,25.3
2021-22,Regular+Season,LAC,LA Clippers,42,24,18,.571,149,59.1,0.488,10.0,29.3,50.8,0.392,11.7,35.2
