SEASON,SEASON_TYPE,TEAM_ABB,TEAM_NAME,GP,W,L,W_PCT,MIN,EFG_PCT,FTA_RATE,TM_TOV_PCT,OREB_PCT,OPP_EFG_PCT,OPP_FTA_RATE,OPP_TOV_PCT,OPP_OREB_PCT
2021-22,Regular+Season,GSW,Golden State Warriors,42,23,19,.548,148,47.7,0.301,12.3,30.4,45.9,0.432,15.8,32.1
2021-22,Regular+Season,PHI,Philadelphia 76ers,45,24,21,.533,178,50.2,0.484,10.5,27.9,49.0,0.362,11.3,28.7
2021-22,Regular+Season,MIN,Minnesota Timberwolves,38,20,18,.526,127,48.8,0.443,11.5,29.3,48.4,0.400,13.3,37.1
2021-22,Regular+Season,BKN,Brooklyn Nets,42,22,20,.524,163,47.4,0.457,8.9,33.1,46.7,0.411,12.3,28.8
2021-22,Regular+Season,CHA,Charlotte Hornets,37,19,18,.514,163,49.3,0.327,8.4,25.6,52.4,0.485,12.9,34.4
2021-22,Regular+Season,CLE,Cleveland Cavaliers,46,22,24,.478,156,48.3,0.489,11.1,37.5,44.9,0.423,12.9,37.3
2021-22,Regular+Season,ATL,Atlanta Hawks,38,18,20,.474,131,48.9,0.395,10.2,32.1,53.1,0.462,7.5,29.5
2021-22,Regular+Season,LAL,Los Angeles Lakers,47,21,26,.447,209,50.7,0.366,13.2,31.0,51.9,0.365,12.4,28.8
2021-22,Regular+Season,NOP,New Orleans Pelicans,32,14,18,.438,115,50.0,0.527,12.3,30.6,56.3,0.442,7.8,28.8
2021-22,Regular+Season,SAC,Sacramento Kings,40,17,23,.425,156,49.8,0.502,13.4,32.9,53.4,0.418,13.6,30.5
2021-22,Regular+Season,UTA,Utah Jazz,40,17,23,.425,142,48.6,0.435,10.7,30.0,51.5,0.458,13.7,30.7
2021-22,Regular+Season,POR,Portland Trail Blazers,33,14,19,.424,105,44.6,0.426,12.3,43.0,52.7,0.524,15.5,25.7
2021-22,Regular+Season,OKC,Oklahoma City Thunder,38,16,22,.421,147,50.6,0.457,11.1,25.3,48.8,0.395,11.7,38.3
2021-22,Regular+Season,HOU,Houston Rockets,31,13,18,.419,118,51.6,0.476,19.4,32.2,48.4,0.480,9.6,39.3
2021-22,Regular+Season,DET,Detroit Pistons,44,18,26,.409,147,43.9,0.338,15.6,32.9,46.4,0.431,8.8,36.9
2021-22,Regular+Season,NYK,New York Knicks,44,18,26,.409,154,42.6,0.307,11.6,29.5,52.1,0.527,7.4,26.6
2021-22,Regular+Season,ORL,Orlando Magic,33,13,20,.394,126,43.7,0.528,13.6,29.0,44.5,0.367,8.1,26.1
2021-22,Regular+Season,SAS,San Antonio Spurs,39,15,24,.385,147,41.2,0.381,11.7,31.1,44.7,0.496,12.7,37.6
2021-22,Regular+Season,BOS,Boston Celtics,35,13,22,.371,166,44.6,0.398,11.3,23.7,49.3,0.437,13.0,30.4
2021-22,Regular+Season,IND,Indiana Pacers,45,11,34,.244,184,39.7,0.348,12.8,34.9,52.0,0.452,12.2,34.6
2021-22,Playoffs,PHI,Philadelphia 76ers,2,2,0,1.000,11,58.3,0.111,16.7,44.4,54.2,0.333,5.6,10.0
2021-22,Playoffs,PHX,Phoenix Suns,4,3,1,.750,10,70.0,0.800,9.5,60.0,70.0,0.200,15.0,0.0
2021-22,Playoffs,GSW,Golden State Warriors,9,6,3,.667,34,59.5,0.466,10.8,36.7,49.1,0.389,13.0,20.0
2021-22,Playoffs,MIL,Milwaukee Bucks,5,3,2,.600,16,38.3,0.400,18.8,52.4,30.9,0.294,9.1,44.0
2021-22,Playoffs,BOS,Boston Celtics,12,7,5,.583,33,38.0,0.480,14.1,30.6,48.1,0.340,11.3,26.5
2021-22,Playoffs,MIA,Miami Heat,7,4,3,.571,18,51.6,0.281,5.7,26.3,50.0,0.591,15.6,14.3
2021-22,Playoffs,CHI,Chicago Bulls,2,1,1,.500,6,36.7,0.000,7.7,40.0,36.4,0.727,23.1,62.5
2021-22,Playoffs,MEM,Memphis Grizzlies,8,4,4,.500,33,45.8,0.366,5.9,44.4,44.6,0.482,8.6,23.1
2021-22,Playoffs,DAL,Dallas Mavericks,7,3,4,.429,21,62.9,0.355,2.6,11.8,50.0,0.588,7.5,30.4
2021-22,Playoffs,MIN,Minnesota Timberwolves,5,2,3,.400,18,40.0,0.400,5.6,13.6,42.5,0.375,8.8,57.1
2021-22,Playoffs,UTA,Utah Jazz,5,2,3,.400,20,47.0,0.576,7.9,30.4,62.9,0.355,2.6,11.8
2021-22,Playoffs,ATL,Atlanta Hawks,3,1,2,.333,9,42.3,0.462,7.1,25.0,47.4,0.000,5.6,33.3
2021-22,Playoffs,DEN,Denver Nuggets,3,1,2,.333,14,59.4,0.625,25.0,14.3,60.9,0.478,6.7,30.0
2021-22,Playoffs,NOP,New Orleans Pelicans,3,1,2,.333,10,70.0,0.200,15.0,0.0,70.0,0.733,10.0,60.0
2021-22,Playoffs,BKN,Brooklyn Nets,4,0,4,.000,10,34.6,0.308,5.9,0.0,55.9,0.412,9.5,33.3
2021-22,Playoffs,TOR,Toronto Raptors,1,0,1,.000,10,54.2,0.333,5.6,10.0,50.0,0.125,18.8,44.4
2021-22,All+Star,Team LeBron,Team LeBron,1,1,0,1.000,12,54.8,0.095,100,36.4,36.8,0.263,100,38.5
2021-22,All+Star,Team Durant,Team Durant,1,0,1,.000,12,36.8,0.263,100,38.5,54.8,0.095,100,36.4
2022-23,Pre+Season,Adelaide 36ers,Adelaide 36ers,1,1,0,1.000,0,150.0,0.000,0.0,0.0,0.0,0.000,0.0,0.0
2022-23,Pre+Season,DEN,Denver Nuggets,1,1,0,1.000,5,78.6,1.143,7.7,0.0,54.5,0.000,25.0,33.3
2022-23,Pre+Season,IND,Indiana Pacers,1,1,0,1.000,4,108.3,0.000,0.0,0.0,35.7,0.000,28.6,40.0
2022-23,Pre+Season,MIA,Miami Heat,1,1,0,1.000,3,41.7,0.667,12.5,40.0,42.9,0.000,0.0,20.0
2022-23,Pre+Season,MIN,Minnesota Timberwolves,2,2,0,1.000,6,50.0,0.889,18.8,14.3,20.8,0.000,21.4,30.0
2022-23,Pre+Season,NOP,New Orleans Pelicans,3,3,0,1.000,9,55.0,0.500,16.7,41.7,46.9,0.375,15.0,18.2
2022-23,Pre+Season,ORL,Orlando Magic,4,4,0,1.000,16,81.6,1.158,23.7,22.2,43.3,0.067,19.4,15.8
2022-23,Pre+Season,PHI,Philadelphia 76ers,2,2,0,1.000,8,50.0,0.667,13.6,22.2,50.0,0.200,31.6,40.0
2022-23,Pre+Season,SAC,Sacramento Kings,1,1,0,1.000,2,133.3,0.000,40.0,0.0,37.5,0.000,0.0,66.7
2022-23,Pre+Season,TOR,Toronto Raptors,2,2,0,1.000,17,50.0,0.529,2.8,42.9,34.8,0.333,11.8,43.5
2022-23,Pre+Season,GSW,Golden State Warriors,3,2,1,.667,11,50.0,0.538,33.3,28.6,36.7,0.133,39.1,20.0
2022-23,Pre+Season,DAL,Dallas Mavericks,2,1,1,.500,5,68.2,0.000,7.7,20.0,50.0,1.667,8.3,0.0
2022-23,Pre+Season,LAC,LA Clippers,2,1,1,.500,9,42.1,0.158,20.0,42.9,42.3,0.231,29.4,40.0
2022-23,Pre+Season,OKC,Oklahoma City Thunder,2,1,1,.500,9,37.5,1.250,5.3,10.0,47.7,0.045,14.3,38.5
2022-23,Pre+Season,CLE,Cleveland Cavaliers,3,1,2,.333,10,44.0,0.000,20.0,33.3,66.7,0.667,24.0,28.6
2022-23,Pre+Season,LAL,Los Angeles Lakers,3,1,2,.333,12,38.9,0.556,31.0,38.5,18.8,1.375,13.8,21.4
2022-23,Pre+Season,MEM,Memphis Grizzlies,3,1,2,.333,11,63.6,0.227,11.5,30.0,50.0,0.722,20.7,16.7
2022-23,Pre+Season,WAS,Washington Wizards,3,1,2,.333,9,57.1,0.071,31.6,14.3,59.1,0.455,31.6,20.0
2022-23,Pre+Season,PHX,Phoenix Suns,4,1,3,.250,13,39.6,0.417,11.1,37.5,71.1,0.842,18.8,27.3
2022-23,Pre+Season,ATL,Atlanta Hawks,2,0,2,.000,3,50.0,0.667,0.0,0.0,62.5,0.500,0.0,40.0
2022-23,Pre+Season,BOS,Boston Celtics,2,0,2,.000,17,34.8,0.333,11.8,43.5,50.0,0.529,2.8,42.9
2022-23,Pre+Season,CHA,Charlotte Hornets,2,0,2,.000,7,28.6,0.714,35.7,14.3,73.1,0.462,16.7,20.0
2022-23,Pre+Season,CHI,Chicago Bulls,1,0,1,.000,4,60.0,0.200,18.2,40.0,55.0,0.600,16.7,50.0
2022-23,Pre+Season,DET,Detroit Pistons,1,0,1,.000,2,0.0,0.667,20.0,0.0,66.7,0.000,40.0,0.0
2022-23,Pre+Season,MIL,Milwaukee Bucks,1,0,1,.000,3,20.0,0.400,25.0,0.0,80.0,0.800,12.5,100
2022-23,Pre+Season,NYK,New York Knicks,1,0,1,.000,4,35.7,0.000,28.6,40.0,108.3,0.000,0.0,0.0
2022-23,Pre+Season,POR,Portland Trail Blazers,1,0,1,.000,4,20.0,0.600,33.3,60.0,61.1,0.333,22.2,66.7
2022-23,Pre+Season,SAS,San Antonio Spurs,2,0,2,.000,9,31.6,0.105,25.0,28.6,54.2,1.250,10.0,22.2
2022-23,PlayIn,LAL,Los Angeles Lakers,1,1,0,1.000,10,50.0,0.200,28.6,33.3,14.3,0.214,40.0,25.0
2022-23,PlayIn,MIA,Miami Heat,1,1,0,1.000,4,70.0,1.200,11.1,0.0,35.7,0.286,11.1,0.0
2022-23,PlayIn,OKC,Oklahoma City Thunder,1,1,0,1.000,5,33.3,1.333,8.3,66.7,50.0,0.444,15.4,20.0
2022-23,PlayIn,CHI,Chicago Bulls,2,1,1,.500,9,43.3,0.533,5.6,22.2,47.1,0.765,5.3,46.2
2022-23,PlayIn,MIN,Minnesota Timberwolves,1,0,1,.000,10,14.3,0.214,40.0,25.0,50.0,0.200,28.6,33.3
2022-23,PlayIn,NOP,New Orleans Pelicans,1,0,1,.000,5,50.0,0.444,15.4,20.0,33.3,1.333,8.3,66.7
2022-23,PlayIn,TOR,Toronto Raptors,1,0,1,.000,5,37.5,0.583,0.0,60.0,50.0,0.750,0.0,50.0
2023-24,Regular+Season,LAL,Los Angeles Lakers,33,24,9,.727,144,52.2,0.652,11.1,32.0,50.2,0.230,11.1,33.5
2023-24,Regular+Season,DAL,Dallas Mavericks,32,23,9,.719,106,57.3,0.415,7.2,30.3,51.2,0.419,12.4,29.7
2023-24,Regular+Season,DEN,Denver Nuggets,40,26,14,.650,135,59.1,0.513,12.5,37.1,44.6,0.419,10.8,25.2
2023-24,Regular+Season,BOS,Boston Celtics,33,21,12,.636,127,52.4,0.524,10.0,33.6,47.2,0.327,10.9,33.6
2023-24,Regular+Season,OKC,Oklahoma City Thunder,38,24,14,.632,131,59.2,0.484,11.6,32.2,51.7,0.433,12.5,38.1
2023-24,Regular+Season,CHI,Chicago Bulls,44,27,17,.614,210,54.8,0.429,10.8,30.2,43.8,0.422,15.9,33.6
2023-24,Regular+Season,ORL,Orlando Magic,35,21,14,.600,133,43.2,0.445,13.1,39.7,44.6,0.453,11.6,33.3
2023-24,Regular+Season,MIN,Minnesota Timberwolves,36,21,15,.583,146,50.2,0.502,13.9,31.5,52.8,0.498,9.6,27.3
2023-24,Regular+Season,MIL,Milwaukee Bucks,40,23,17,.575,147,52.3,0.559,10.6,31.9,48.8,0.413,14.2,29.6
2023-24,Regular+Season,LAC,LA Clippers,40,22,18,.550,126,51.2,0.521,11.6,36.5,48.6,0.377,14.9,39.7
2023-24,Regular+Season,MIA,Miami Heat,42,22,20,.524,150,42.8,0.383,10.7,29.3,53.3,0.454,13.2,27.1
2023-24,Regular+Season,NYK,New York Knicks,33,17,16,.515,110,49.3,0.477,8.5,41.5,48.3,0.438,13.7,25.0
2023-24,Regular+Season,SAC,Sacramento Kings,39,20,19,.513,170,50.5,0.409,12.7,34.8,49.3,0.367,13.5,29.1
2023-24,Regular+Season,GSW,Golden State Warriors,48,24,24,.500,159,52.9,0.287,9.5,34.1,52.6,0.521,14.6,38.7
2023-24,Regular+Season,PHI,Philadelphia 76ers,36,18,18,.500,133,51.1,0.472,10.8,31.7,50.4,0.549,13.7,35.3
2023-24,Regular+Season,PHX,Phoenix Suns,41,20,21,.488,145,46.7,0.407,10.7,28.3,44.5,0.395,12.9,43.3
2023-24,Regular+Season,IND,Indiana Pacers,37,18,19,.486,128,55.3,0.346,11.8,32.3,56.0,0.558,12.7,34.4
2023-24,Regular+Season,UTA,Utah Jazz,33,16,17,.485,131,53.8,0.384,16.0,42.4,46.4,0.362,9.8,34.4
2023-24,Regular+Season,NOP,New Orleans Pelicans,29,14,15,.483,94,49.7,0.442,16.0,32.3,50.7,0.592,9.9,34.8
2023-24,Regular+Season,CLE,Cleveland Cavaliers,42,20,22,.476,154,49.8,0.444,14.7,29.8,47.7,0.410,9.5,33.1
2023-24,Regular+Season,POR,Portland Trail Blazers,37,17,20,.459,153,50.4,0.372,18.6,43.2,44.7,0.435,11.9,32.1
2023-24,Regular+Season,ATL,Atlanta Hawks,47,21,26,.447,176,43.0,0.481,10.2,32.4,55.6,0.438,11.7,34.3
2023-24,Regular+Season,BKN,Brooklyn Nets,35,15,20,.429,161,49.8,0.397,10.1,29.1,50.2,0.385,10.1,36.5
2023-24,Regular+Season,CHA,Charlotte Hornets,35,15,20,.429,125,53.5,0.422,12.1,28.1,51.8,0.447,13.1,37.2
2023-24,Regular+Season,HOU,Houston Rockets,40,17,23,.425,148,48.3,0.422,7.7,36.8,57.5,0.498,14.2,40.0
2023-24,Regular+Season,MEM,Memphis Grizzlies,36,15,21,.417,130,42.9,0.420,16.5,37.1,46.8,0.379,13.4,41.1
2023-24,Regular+Season,TOR,Toronto Raptors,42,17,25,.405,153,50.6,0.451,12.6,34.9,51.6,0.444,9.3,26.6
2023-24,Regular+Season,SAS,San Antonio Spurs,41,13,28,.317,155,45.4,0.494,15.1,36.3,52.4,0.385,10.4,28.4
2023-24,Regular+Season,WAS,Washington Wizards,37,9,28,.243,115,40.3,0.238,14.2,30.6,53.6,0.556,9.3,43.5
2023-24,Regular+Season,DET,Detroit Pistons,35,8,27,.229,114,41.6,0.291,13.9,31.6,56.6,0.622,9.4,28.6
2023-24,Playoffs,BOS,Boston Celtics,6,6,0,1.000,24,54.3,0.348,11.5,36.0,41.9,0.270,20.0,20.8
2023-24,Playoffs,NYK,New York Knicks,8,6,2,.750,38,53.7,0.552,10.7,40.5,42.6,0.541,16.9,46.3
2023-24,Playoffs,DEN,Denver Nuggets,5,3,2,.600,13,72.2,0.278,9.5,33.3,60.7,0.214,0.0,46.2
2023-24,Playoffs,OKC,Oklahoma City Thunder,5,3,2,.600,21,52.9,0.343,15.2,28.6,43.4,0.526,17.8,43.3
2023-24,Playoffs,MIN,Minnesota Timberwolves,7,4,3,.571,25,59.0,0.538,14.0,36.4,57.1,0.371,23.9,47.6
2023-24,Playoffs,DAL,Dallas Mavericks,11,6,5,.545,45,52.1,0.549,14.4,40.8,58.1,0.456,11.4,27.8
2023-24,Playoffs,LAC,LA Clippers,2,1,1,.500,7,94.4,0.889,0.0,0.0,59.1,1.000,6.3,57.1
2023-24,Playoffs,ORL,Orlando Magic,2,1,1,.500,10,52.6,0.632,4.8,46.2,53.8,0.462,16.7,28.6
2023-24,Playoffs,CLE,Cleveland Cavaliers,3,1,2,.333,11,50.0,0.429,15.0,25.0,54.3,0.565,4.0,46.7
2023-24,Playoffs,IND,Indiana Pacers,7,2,5,.286,40,43.5,0.362,19.0,44.4,56.2,0.431,11.0,32.4
2023-24,Playoffs,PHI,Philadelphia 76ers,5,1,4,.200,26,40.7,0.535,14.9,46.7,50.0,0.542,10.7,41.9
2023-24,Playoffs,LAL,Los Angeles Lakers,3,0,3,.000,9,61.8,0.118,0.0,14.3,73.3,0.267,6.3,40.0
2023-24,Playoffs,MIL,Milwaukee Bucks,1,0,1,.000,10,53.6,0.286,5.9,12.5,36.4,0.273,6.3,62.5
2023-24,Playoffs,NOP,New Orleans Pelicans,2,0,2,.000,6,29.2,0.000,30.8,44.4,43.8,0.375,28.6,0.0
2023-24,Playoffs,PHX,Phoenix Suns,1,0,1,.000,3,50.0,1.000,37.5,75.0,100,0.833,10.0,0.0
2023-24,PlayIn,LAL,Los Angeles Lakers,1,1,0,1.000,5,56.3,1.000,9.1,50.0,77.8,0.222,9.1,50.0
2023-24,PlayIn,PHI,Philadelphia 76ers,1,1,0,1.000,5,45.0,1.000,0.0,50.0,72.7,0.091,16.7,40.0
2023-24,PlayIn,MIA,Miami Heat,1,0,1,.000,5,72.7,0.091,16.7,40.0,45.0,1.000,0.0,50.0
2023-24,PlayIn,NOP,New Orleans Pelicans,1,0,1,.000,5,77.8,0.222,9.1,50.0,56.3,1.000,9.1,50.0
2023-24,IST,BKN,Brooklyn Nets,2,2,0,1.000,8,83.3,0.583,12.5,16.7,39.5,0.211,0.0,38.5
2023-24,IST,DAL,Dallas Mavericks,1,1,0,1.000,3,56.3,0.500,0.0,25.0,50.0,0.000,16.7,0.0
2023-24,IST,IND,Indiana Pacers,6,6,0,1.000,21,74.4,0.439,11.8,35.3,44.6,0.714,16.7,26.3
2023-24,IST,LAL,Los Angeles Lakers,2,2,0,1.000,10,47.4,0.526,5.0,50.0,41.2,0.176,10.5,20.0
2023-24,IST,MIN,Minnesota Timberwolves,3,3,0,1.000,10,53.1,0.688,18.2,50.0,45.2,0.143,4.8,23.1
2023-24,IST,ORL,Orlando Magic,1,1,0,1.000,5,35.0,0.700,9.1,42.9,68.8,0.375,10.0,0.0
2023-24,IST,POR,Portland Trail Blazers,1,1,0,1.000,6,75.0,1.125,25.0,50.0,40.9,0.182,28.6,42.9
2023-24,IST,SAC,Sacramento Kings,3,3,0,1.000,7,50.0,0.533,6.3,36.4,40.0,0.400,28.6,37.5
2023-24,IST,MIL,Milwaukee Bucks,4,3,1,.750,18,56.7,0.867,12.2,29.4,52.7,0.216,7.3,30.4
2023-24,IST,NOP,New Orleans Pelicans,3,2,1,.667,9,62.5,0.667,28.6,33.3,35.3,0.588,5.6,42.9
2023-24,IST,ATL,Atlanta Hawks,2,1,1,.500,10,78.6,0.643,13.0,0.0,72.2,0.000,23.8,28.6
2023-24,IST,BOS,Boston Celtics,2,1,1,.500,10,53.6,0.429,10.5,12.5,59.4,0.625,0.0,20.0
2023-24,IST,CHA,Charlotte Hornets,2,1,1,.500,8,53.8,0.231,15.4,57.1,35.3,0.412,6.3,46.2
2023-24,IST,CLE,Cleveland Cavaliers,2,1,1,.500,15,41.3,0.652,18.8,43.8,48.3,0.300,9.4,29.4
2023-24,IST,DEN,Denver Nuggets,2,1,1,.500,9,44.4,0.444,10.0,50.0,46.4,0.571,15.0,22.2
2023-24,IST,GSW,Golden State Warriors,4,2,2,.500,15,50.0,0.720,18.4,29.4,40.4,0.654,17.1,36.8
2023-24,IST,NYK,New York Knicks,2,1,1,.500,7,50.0,0.467,0.0,18.2,31.8,0.909,11.8,0.0
2023-24,IST,UTA,Utah Jazz,2,1,1,.500,7,41.7,0.333,15.4,37.5,30.8,0.385,13.3,40.0
2023-24,IST,HOU,Houston Rockets,3,1,2,.333,12,47.4,0.579,16.0,28.6,46.0,0.440,13.3,26.7
2023-24,IST,LAC,LA Clippers,3,1,2,.333,11,33.3,0.333,4.8,26.7,55.9,0.529,18.2,50.0
2023-24,IST,MIA,Miami Heat,3,1,2,.333,11,42.5,0.500,7.7,14.3,58.8,0.706,8.3,20.0
2023-24,IST,PHX,Phoenix Suns,3,1,2,.333,13,45.2,0.333,11.5,25.0,45.7,0.522,4.2,46.7
2023-24,IST,CHI,Chicago Bulls,2,0,2,.000,10,52.4,0.238,5.0,30.8,55.9,0.529,15.0,40.0
2023-24,IST,DET,Detroit Pistons,2,0,2,.000,5,35.0,0.000,20.0,28.6,68.8,0.750,15.4,25.0
2023-24,IST,MEM,Memphis Grizzlies,2,0,2,.000,11,30.0,0.150,22.7,40.0,59.4,0.688,24.0,44.4
2023-24,IST,OKC,Oklahoma City Thunder,3,0,3,.000,11,50.0,0.471,9.5,33.3,59.4,0.813,9.5,50.0
2023-24,IST,PHI,Philadelphia 76ers,2,0,2,.000,13,40.0,0.200,8.7,37.5,60.0,0.700,16.7,44.4
2023-24,IST,SAS,San Antonio Spurs,3,0,3,.000,3,0.0,0.750,0.0,25.0,87.5,2.750,9.1,0.0
2023-24,IST,TOR,Toronto Raptors,2,0,2,.000,8,35.7,0.571,0.0,20.0,60.7,0.500,5.6,12.5
2023-24,IST,WAS,Washington Wizards,2,0,2,.000,9,44.4,0.167,10.5,38.5,62.5,0.500,5.3,60.0
2024-25,Pre+Season,GSW,Golden State Warriors,2,2,0,1.000,9,70.8,0.667,17.6,33.3,36.8,0.105,6.3,38.5
2024-25,Pre+Season,WAS,Washington Wizards,1,1,0,1.000,5,70.0,0.200,0.0,25.0,50.0,0.750,18.2,40.0
2024-25,Pre+Season,MEM,Memphis Grizzlies,4,3,1,.750,13,52.2,0.826,9.7,37.5,50.0,0.600,16.1,7.1
2024-25,Pre+Season,MIA,Miami Heat,4,3,1,.750,16,50.0,0.467,19.5,40.0,43.8,0.667,27.8,31.6
2024-25,Pre+Season,NYK,New York Knicks,4,3,1,.750,13,47.6,0.571,22.6,30.8,65.0,0.600,7.1,18.2
2024-25,Pre+Season,UTA,Utah Jazz,4,3,1,.750,9,55.0,1.500,10.5,20.0,56.3,0.000,13.6,58.3
2024-25,Pre+Season,BOS,Boston Celtics,3,2,1,.667,8,61.5,0.846,8.3,0.0,45.8,0.917,15.0,20.0
2024-25,Pre+Season,LAL,Los Angeles Lakers,3,2,1,.667,14,66.7,0.381,18.8,18.2,50.0,0.400,11.4,27.8
2024-25,Pre+Season,OKC,Oklahoma City Thunder,3,2,1,.667,12,41.7,0.611,14.3,8.3,37.0,0.435,16.0,38.9
2024-25,Pre+Season,PHX,Phoenix Suns,3,2,1,.667,14,58.1,0.323,11.1,25.0,50.0,0.286,13.8,14.3
2024-25,Pre+Season,TOR,Toronto Raptors,3,2,1,.667,5,50.0,1.143,15.4,25.0,60.0,0.700,0.0,40.0
2024-25,Pre+Season,CHI,Chicago Bulls,5,3,2,.600,29,47.5,0.417,13.9,30.0,43.9,0.509,17.1,46.2
2024-25,Pre+Season,ATL,Atlanta Hawks,2,1,1,.500,10,47.5,0.250,18.2,35.7,41.7,1.333,16.0,0.0
2024-25,Pre+Season,HOU,Houston Rockets,2,1,1,.500,6,45.8,0.750,7.7,50.0,37.5,0.167,7.7,12.5
2024-25,Pre+Season,LAC,LA Clippers,2,1,1,.500,10,45.0,0.100,5.6,33.3,67.9,0.429,15.8,37.5
2024-25,Pre+Season,MIL,Milwaukee Bucks,2,1,1,.500,7,40.0,0.267,22.2,45.5,60.0,0.700,26.3,0.0
2024-25,Pre+Season,NOP,New Orleans Pelicans,2,1,1,.500,9,56.3,0.813,17.4,16.7,36.1,0.444,13.6,33.3
2024-25,Pre+Season,SAS,San Antonio Spurs,4,2,2,.500,9,62.5,0.300,17.4,45.5,58.8,0.588,4.3,20.0
2024-25,Pre+Season,DEN,Denver Nuggets,3,1,2,.333,8,45.0,1.000,16.7,11.1,71.4,0.286,10.0,0.0
