SEASON,SEASON_TYPE,TEAM_ABB,TEAM_NAME,GP,W,L,W_PCT,MIN,EFG_PCT,FTA_RATE,TM_TOV_PCT,OREB_PCT,OPP_EFG_PCT,OPP_FTA_RATE,OPP_TOV_PCT,OPP_OREB_PCT
2024-25,Pre+Season,IND,Indiana Pacers,3,1,2,.333,11,52.6,0.632,4.3,36.4,63.2,0.526,25.0,50.0
2024-25,Pre+Season,CHA,Charlotte Hornets,4,1,3,.250,18,51.7,0.586,23.8,30.0,45.6,0.441,14.6,39.1
2024-25,Pre+Season,MIN,Minnesota Timberwolves,4,1,3,.250,11,45.0,0.250,8.3,25.0,55.9,0.529,20.0,20.0
2024-25,Pre+Season,BKN,Brooklyn Nets,1,0,1,.000,1,70.0,0.000,0.0,100,100,4.000,25.0,0.0
2024-25,Pre+Season,CLE,Cleveland Cavaliers,2,0,2,.000,13,38.9,0.481,18.8,52.6,45.3,0.344,14.7,47.6
2024-25,Pre+Season,DAL,Dallas Mavericks,2,0,2,.000,5,25.0,0.875,8.3,28.6,37.5,0.750,0.0,50.0
2024-25,Pre+Season,ORL,Orlando Magic,2,0,2,.000,6,42.3,0.385,0.0,12.5,65.4,0.538,12.5,22.2
2024-25,Pre+Season,PHI,Philadelphia 76ers,1,0,1,.000,4,0.0,0.000,50.0,0.0,55.6,0.000,0.0,20.0
2024-25,Pre+Season,POR,Portland Trail Blazers,1,0,1,.000,4,66.7,0.667,10.0,33.3,55.0,0.000,10.0,20.0
2024-25,Pre+Season,SAC,Sacramento Kings,2,0,2,.000,9,43.2,0.000,15.8,50.0,72.2,1.556,16.7,33.3
2024-25,Regular+Season,BOS,Boston Celtics,35,24,11,.686,139,58.1,0.423,10.7,33.1,50.7,0.507,12.4,35.2
2024-25,Regular+Season,CLE,Cleveland Cavaliers,38,26,12,.684,135,52.5,0.570,11.8,41.1,43.8,0.468,10.9,34.4
2024-25,Regular+Season,OKC,Oklahoma City Thunder,24,16,8,.667,66,54.1,0.555,8.8,28.4,46.6,0.558,17.1,39.2
2024-25,Regular+Season,IND,Indiana Pacers,38,24,14,.632,169,55.7,0.496,10.3,26.0,45.5,0.477,13.6,29.1
2024-25,Regular+Season,NYK,New York Knicks,31,19,12,.613,160,51.8,0.294,9.8,32.5,49.6,0.438,16.5,35.4
2024-25,Regular+Season,HOU,Houston Rockets,44,26,18,.591,157,43.8,0.553,12.7,38.4,47.4,0.547,14.8,35.0
2024-25,Regular+Season,LAL,Los Angeles Lakers,39,23,16,.590,119,57.8,0.452,11.4,27.0,55.6,0.337,12.7,26.4
2024-25,Regular+Season,MIL,Milwaukee Bucks,41,24,17,.585,159,47.8,0.452,13.1,22.9,45.5,0.379,14.5,23.2
2024-25,Regular+Season,DEN,Denver Nuggets,37,21,16,.568,146,60.3,0.488,11.7,35.7,52.0,0.391,13.0,32.4
2024-25,Regular+Season,GSW,Golden State Warriors,45,25,20,.556,145,46.1,0.537,12.5,39.9,53.0,0.494,11.0,22.3
2024-25,Regular+Season,PHX,Phoenix Suns,40,21,19,.525,141,50.4,0.531,11.6,35.8,52.8,0.474,9.6,37.3
2024-25,Regular+Season,ORL,Orlando Magic,35,18,17,.514,120,46.1,0.550,9.1,24.4,46.1,0.482,17.6,32.6
2024-25,Regular+Season,LAC,LA Clippers,37,19,18,.514,139,49.3,0.599,17.6,34.8,50.2,0.533,13.2,29.8
2024-25,Regular+Season,MEM,Memphis Grizzlies,37,19,18,.514,132,49.6,0.435,11.9,31.9,46.7,0.436,17.1,44.1
2024-25,Regular+Season,ATL,Atlanta Hawks,41,21,20,.512,160,51.8,0.509,12.4,36.1,52.2,0.391,13.7,28.4
2024-25,Regular+Season,CHI,Chicago Bulls,34,17,17,.500,118,54.0,0.418,14.5,36.8,49.5,0.236,12.8,26.4
2024-25,Regular+Season,DAL,Dallas Mavericks,40,20,20,.500,142,50.0,0.490,12.7,34.2,51.4,0.402,13.3,37.8
2024-25,Regular+Season,DET,Detroit Pistons,44,21,23,.477,150,52.9,0.527,16.4,32.2,54.8,0.463,13.0,34.8
2024-25,Regular+Season,SAS,San Antonio Spurs,37,17,20,.459,138,50.6,0.332,15.6,30.1,48.0,0.349,14.3,37.7
2024-25,Regular+Season,POR,Portland Trail Blazers,33,15,18,.455,122,50.2,0.414,13.1,37.0,57.3,0.560,9.8,23.5
2024-25,Regular+Season,SAC,Sacramento Kings,42,19,23,.452,179,52.0,0.391,8.9,31.5,51.8,0.452,12.8,31.8
2024-25,Regular+Season,WAS,Washington Wizards,29,13,16,.448,85,50.7,0.327,10.4,19.8,50.3,0.500,9.9,30.3
2024-25,Regular+Season,BKN,Brooklyn Nets,38,17,21,.447,145,50.2,0.368,18.0,35.4,47.0,0.574,9.4,37.5
2024-25,Regular+Season,MIN,Minnesota Timberwolves,46,20,26,.435,177,48.5,0.442,14.3,34.6,51.1,0.479,10.1,30.1
2024-25,Regular+Season,PHI,Philadelphia 76ers,36,15,21,.417,133,45.5,0.565,11.6,28.4,54.3,0.470,15.1,39.3
2024-25,Regular+Season,NOP,New Orleans Pelicans,34,14,20,.412,130,50.7,0.426,10.9,28.7,47.4,0.563,14.4,34.0
2024-25,Regular+Season,CHA,Charlotte Hornets,38,14,24,.368,152,46.4,0.447,17.2,40.7,48.5,0.538,9.9,34.3
2024-25,Regular+Season,MIA,Miami Heat,42,14,28,.333,195,45.8,0.277,11.8,26.4,55.5,0.302,14.9,32.2
2024-25,Regular+Season,TOR,Toronto Raptors,32,10,22,.313,127,49.3,0.365,14.0,33.8,49.4,0.468,8.4,37.1
2024-25,Regular+Season,UTA,Utah Jazz,33,8,25,.242,134,46.7,0.446,16.8,42.8,57.3,0.440,9.1,37.6
2024-25,Playoffs,IND,Indiana Pacers,11,9,2,.818,39,53.2,0.397,5.0,43.5,50.9,0.586,19.0,38.9
2024-25,Playoffs,MIN,Minnesota Timberwolves,5,4,1,.800,17,69.4,0.452,13.5,43.8,50.0,0.385,14.3,16.7
2024-25,Playoffs,GSW,Golden State Warriors,4,3,1,.750,10,40.5,0.333,5.6,50.0,57.1,0.357,20.0,33.3
2024-25,Playoffs,NYK,New York Knicks,11,7,4,.636,49,50.6,0.518,12.8,34.0,44.5,0.402,16.8,32.7
2024-25,Playoffs,OKC,Oklahoma City Thunder,10,6,4,.600,36,50.8,0.661,8.2,24.3,45.4,0.431,10.5,37.0
2024-25,Playoffs,DEN,Denver Nuggets,8,4,4,.500,35,45.2,0.452,13.0,46.5,54.1,0.246,12.7,29.4
2024-25,Playoffs,LAC,LA Clippers,4,2,2,.500,19,64.8,0.148,20.0,23.1,45.3,0.500,20.0,56.5
2024-25,Playoffs,ORL,Orlando Magic,2,1,1,.500,6,25.0,0.250,0.0,33.3,44.4,0.667,9.1,40.0
2024-25,Playoffs,DET,Detroit Pistons,5,2,3,.400,22,61.3,0.452,22.7,26.7,57.9,0.474,8.0,28.0
2024-25,Playoffs,CLE,Cleveland Cavaliers,4,1,3,.250,8,73.1,0.462,10.0,20.0,67.6,0.235,6.7,55.6
2024-25,Playoffs,BOS,Boston Celtics,5,1,4,.200,21,23.4,0.406,14.3,38.5,42.1,0.237,5.4,33.3
2024-25,Playoffs,HOU,Houston Rockets,3,0,3,.000,7,44.4,0.222,9.1,16.7,50.0,0.294,0.0,60.0
2024-25,Playoffs,LAL,Los Angeles Lakers,3,0,3,.000,11,43.8,0.063,11.8,16.7,75.0,0.389,5.0,28.6
2024-25,Playoffs,MEM,Memphis Grizzlies,2,0,2,.000,7,45.8,0.167,25.0,22.2,50.0,1.556,5.9,0.0
2024-25,Playoffs,MIA,Miami Heat,1,0,1,.000,4,42.9,0.000,14.3,25.0,71.4,0.429,0.0,0.0
2024-25,Playoffs,MIL,Milwaukee Bucks,2,0,2,.000,12,62.5,0.150,18.2,38.5,50.0,0.200,0.0,42.9
2024-25,PlayIn,GSW,Golden State Warriors,1,1,0,1.000,5,57.1,0.571,25.0,0.0,35.7,1.000,25.0,42.9
2024-25,PlayIn,MIA,Miami Heat,1,1,0,1.000,7,78.6,0.143,6.7,33.3,45.5,0.000,15.4,0.0
2024-25,PlayIn,ATL,Atlanta Hawks,1,0,1,.000,7,45.5,0.000,15.4,0.0,78.6,0.143,6.7,33.3
2024-25,PlayIn,MEM,Memphis Grizzlies,1,0,1,.000,5,35.7,1.000,25.0,42.9,57.1,0.571,25.0,0.0
2024-25,IST,DET,Detroit Pistons,2,2,0,1.000,8,64.3,1.714,40.0,25.0,34.4,0.313,11.1,36.4
2024-25,IST,HOU,Houston Rockets,2,2,0,1.000,12,38.1,0.190,4.2,14.3,27.3,0.318,25.0,47.1
2024-25,IST,MIL,Milwaukee Bucks,3,3,0,1.000,15,65.0,0.900,17.1,9.1,36.5,0.577,0.0,14.3
2024-25,IST,NYK,New York Knicks,2,2,0,1.000,7,53.6,0.643,0.0,25.0,50.0,0.636,23.1,62.5
2024-25,IST,OKC,Oklahoma City Thunder,1,1,0,1.000,5,50.0,0.556,0.0,14.3,58.3,0.500,22.2,0.0
2024-25,IST,BOS,Boston Celtics,4,3,1,.750,10,94.7,0.421,14.8,33.3,47.1,0.294,5.9,36.4
2024-25,IST,DAL,Dallas Mavericks,3,2,1,.667,12,52.2,0.565,10.3,28.6,45.8,0.333,7.4,23.5
2024-25,IST,MIN,Minnesota Timberwolves,3,2,1,.667,24,42.7,0.268,17.0,38.5,44.4,0.111,10.9,25.0
2024-25,IST,GSW,Golden State Warriors,5,3,2,.600,12,50.0,0.650,21.9,33.3,47.1,0.588,14.8,9.1
2024-25,IST,ATL,Atlanta Hawks,2,1,1,.500,10,40.0,0.200,5.0,23.1,75.0,0.571,21.7,28.6
2024-25,IST,BKN,Brooklyn Nets,2,1,1,.500,8,53.8,0.385,13.3,42.9,38.9,0.333,11.1,46.2
2024-25,IST,CLE,Cleveland Cavaliers,2,1,1,.500,2,25.0,1.750,0.0,50.0,90.0,0.400,0.0,0.0
2024-25,IST,DEN,Denver Nuggets,4,2,2,.500,11,41.2,0.706,14.3,38.5,47.5,0.400,7.7,18.2
2024-25,IST,LAL,Los Angeles Lakers,2,1,1,.500,10,60.7,0.500,15.8,12.5,50.0,0.389,5.0,25.0
2024-25,IST,NOP,New Orleans Pelicans,2,1,1,.500,4,75.0,0.375,0.0,0.0,100,9.000,44.4,33.3
2024-25,IST,ORL,Orlando Magic,2,1,1,.500,6,50.0,0.917,0.0,20.0,58.3,1.833,20.0,0.0
2024-25,IST,PHI,Philadelphia 76ers,2,1,1,.500,6,83.3,1.833,20.0,0.0,54.5,0.545,21.4,50.0
2024-25,IST,TOR,Toronto Raptors,2,1,1,.500,4,25.0,1.500,0.0,0.0,25.0,1.500,25.0,66.7
2024-25,IST,CHA,Charlotte Hornets,3,0,3,.000,14,44.0,0.600,24.1,61.1,69.0,0.952,9.4,22.2
2024-25,IST,CHI,Chicago Bulls,2,0,2,.000,2,0.0,0.000,0.0,0.0,83.3,0.833,12.5,100
2024-25,IST,IND,Indiana Pacers,1,0,1,.000,1,0.0,2.000,50.0,100,100,4.000,0.0,0.0
2024-25,IST,LAC,LA Clippers,1,0,1,.000,5,43.8,0.125,33.3,40.0,31.3,0.250,20.0,33.3
2024-25,IST,MEM,Memphis Grizzlies,3,0,3,.000,4,31.3,0.000,0.0,16.7,60.0,0.600,0.0,71.4
2024-25,IST,MIA,Miami Heat,2,0,2,.000,11,47.7,0.227,8.3,38.5,80.0,1.200,37.5,0.0
2024-25,IST,SAC,Sacramento Kings,1,0,1,.000,10,50.0,0.105,11.1,36.4,66.7,0.222,10.0,37.5
2024-25,IST,SAS,San Antonio Spurs,1,0,1,.000,5,50.0,0.222,10.0,40.0,62.5,0.500,10.0,25.0
2024-25,IST,WAS,Washington Wizards,1,0,1,.000,1,0.0,0.000,0.0,0.0,100,0.333,0.0,0.0
2025-26,Pre+Season,HOU,Houston Rockets,2,2,0,1.000,4,60.0,0.200,10.0,40.0,50.0,0.400,28.6,33.3
2025-26,Pre+Season,IND,Indiana Pacers,1,1,0,1.000,6,28.6,0.357,7.7,41.7,59.1,0.455,0.0,33.3
2025-26,Pre+Season,NYK,New York Knicks,2,2,0,1.000,9,50.0,0.125,6.3,36.4,20.8,0.167,7.1,10.0
2025-26,Pre+Season,OKC,Oklahoma City Thunder,3,3,0,1.000,14,54.3,0.522,10.0,20.0,28.3,0.435,17.2,30.0
2025-26,Pre+Season,ORL,Orlando Magic,1,1,0,1.000,4,62.5,0.375,22.2,100,41.7,0.333,14.3,25.0
2025-26,Pre+Season,SAS,San Antonio Spurs,2,2,0,1.000,15,56.5,0.522,18.8,41.7,37.5,0.071,13.3,21.1
2025-26,Pre+Season,CHI,Chicago Bulls,4,3,1,.750,16,46.3,0.325,5.7,46.4,46.3,0.407,17.6,28.6
2025-26,Pre+Season,MIL,Milwaukee Bucks,4,3,1,.750,18,63.6,0.545,22.9,9.1,27.6,0.552,17.6,36.0
2025-26,Pre+Season,ATL,Atlanta Hawks,3,2,1,.667,12,37.0,0.556,3.7,38.1,54.0,0.200,20.8,76.9
2025-26,Pre+Season,DEN,Denver Nuggets,3,2,1,.667,14,47.9,0.458,12.9,23.5,28.6,0.250,14.8,36.4
2025-26,Pre+Season,GSW,Golden State Warriors,3,2,1,.667,9,58.8,0.765,9.5,62.5,43.3,0.800,19.0,50.0
2025-26,Pre+Season,PHX,Phoenix Suns,3,2,1,.667,14,47.8,0.435,12.9,20.0,54.8,0.524,27.3,25.0
2025-26,Pre+Season,TOR,Toronto Raptors,5,3,2,.600,17,43.5,0.258,18.9,31.6,62.5,0.900,23.8,16.7
2025-26,Pre+Season,BOS,Boston Celtics,2,1,1,.500,5,71.4,0.857,31.3,25.0,61.1,0.222,21.4,0.0
2025-26,Pre+Season,LAC,LA Clippers,2,1,1,.500,8,38.5,0.692,12.5,44.4,52.6,0.158,6.3,54.5
2025-26,Pre+Season,NOP,New Orleans Pelicans,2,1,1,.500,4,41.7,0.667,14.3,50.0,38.9,0.222,0.0,33.3
2025-26,Pre+Season,SAC,Sacramento Kings,2,1,1,.500,10,55.0,0.500,10.0,54.5,47.1,0.706,18.2,54.5
2025-26,Pre+Season,UTA,Utah Jazz,2,1,1,.500,14,39.3,0.321,9.7,26.3,53.8,0.308,12.1,23.1
2025-26,Pre+Season,BKN,Brooklyn Nets,3,1,2,.333,18,56.0,0.600,26.8,21.4,53.6,0.500,12.8,17.6
2025-26,Pre+Season,CHA,Charlotte Hornets,3,1,2,.333,4,25.0,1.250,12.5,40.0,64.3,0.857,10.0,50.0
2025-26,Pre+Season,POR,Portland Trail Blazers,4,1,3,.250,15,40.7,0.593,18.9,33.3,58.3,1.000,13.9,36.4
2025-26,Pre+Season,CLE,Cleveland Cavaliers,2,0,2,.000,9,36.8,0.368,13.6,25.0,52.4,0.476,9.1,42.9
2025-26,Pre+Season,DAL,Dallas Mavericks,1,0,1,.000,0,0.0,0.000,0.0,0.0,0.0,0.000,0.0,0.0
2025-26,Pre+Season,DET,Detroit Pistons,1,0,1,.000,5,20.0,0.500,18.2,37.5,80.0,1.200,27.3,0.0
2025-26,Pre+Season,LAL,Los Angeles Lakers,2,0,2,.000,6,40.9,0.364,16.7,57.1,61.5,0.385,0.0,57.1
2025-26,Pre+Season,Melbourne United,Melbourne United,1,0,1,.000,1,0.0,0.000,0.0,50.0,0.0,1.000,0.0,50.0
2025-26,Pre+Season,MEM,Memphis Grizzlies,1,0,1,.000,2,50.0,1.500,0.0,0.0,58.3,0.833,0.0,50.0
2025-26,Pre+Season,MIA,Miami Heat,4,0,4,.000,21,43.4,0.211,24.4,52.0,42.3,0.538,13.3,44.4
2025-26,Pre+Season,MIN,Minnesota Timberwolves,3,0,3,.000,17,42.3,0.269,9.7,27.8,47.4,0.179,5.9,44.4
2025-26,Pre+Season,WAS,Washington Wizards,1,0,1,.000,2,33.3,1.333,0.0,50.0,20.0,0.000,20.0,25.0
2025-26,Regular+Season,LAL,Los Angeles Lakers,13,13,0,1.000,30,61.3,0.660,9.9,34.6,39.8,0.306,12.7,36.1
2025-26,Regular+Season,OKC,Oklahoma City Thunder,15,11,4,.733,79,51.3,0.538,2.8,36.7,48.8,0.425,16.8,32.9
2025-26,Regular+Season,DET,Detroit Pistons,23,16,7,.696,85,48.2,0.494,12.3,42.3,42.9,0.536,13.9,27.6
2025-26,Regular+Season,SAS,San Antonio Spurs,19,13,6,.684,70,55.9,0.617,11.3,43.4,48.8,0.444,9.7,35.0
2025-26,Regular+Season,TOR,Toronto Raptors,19,13,6,.684,66,42.5,0.317,7.9,33.7,43.8,0.295,13.0,38.7
2025-26,Regular+Season,ORL,Orlando Magic,21,13,8,.619,93,41.9,0.411,7.1,37.4,49.7,0.503,13.4,32.7
2025-26,Regular+Season,CHI,Chicago Bulls,22,13,9,.591,93,52.5,0.472,11.9,30.5,50.0,0.326,7.5,30.8
2025-26,Regular+Season,PHI,Philadelphia 76ers,23,13,10,.565,111,51.0,0.361,11.9,32.5,45.1,0.256,16.0,37.6
2025-26,Regular+Season,MIA,Miami Heat,16,9,7,.563,45,49.3,0.600,10.2,19.5,44.7,0.368,13.4,50.0
2025-26,Regular+Season,MIN,Minnesota Timberwolves,16,9,7,.563,67,58.5,0.518,17.6,29.0,44.6,0.843,12.1,31.0
2025-26,Regular+Season,PHX,Phoenix Suns,16,9,7,.563,61,60.2,0.631,10.9,35.8,47.1,0.648,13.8,32.8
2025-26,Regular+Season,UTA,Utah Jazz,16,9,7,.563,73,51.2,0.488,13.9,34.2,42.6,0.519,12.7,37.9
2025-26,Regular+Season,POR,Portland Trail Blazers,24,13,11,.542,98,59.2,0.776,17.3,31.1,52.9,0.503,11.6,32.1
2025-26,Regular+Season,NYK,New York Knicks,15,8,7,.533,46,54.1,0.329,10.8,32.7,50.0,0.537,10.7,32.0
2025-26,Regular+Season,MIL,Milwaukee Bucks,20,10,10,.500,77,53.8,0.371,14.6,35.4,51.2,0.488,11.3,28.0
2025-26,Regular+Season,WAS,Washington Wizards,12,6,6,.500,51,41.9,0.293,14.5,32.4,44.2,0.495,9.6,42.6
2025-26,Regular+Season,DEN,Denver Nuggets,17,8,9,.471,81,48.4,0.640,14.0,34.6,53.6,0.414,10.5,37.1
2025-26,Regular+Season,SAC,Sacramento Kings,15,7,8,.467,65,41.9,0.514,10.7,27.6,50.9,0.570,21.1,40.6
2025-26,Regular+Season,ATL,Atlanta Hawks,20,9,11,.450,76,53.5,0.469,11.4,25.0,55.7,0.426,17.9,43.2
2025-26,Regular+Season,BOS,Boston Celtics,18,8,10,.444,45,62.8,0.608,16.8,27.9,52.4,0.720,10.4,42.0
2025-26,Regular+Season,DAL,Dallas Mavericks,28,12,16,.429,120,44.3,0.530,11.5,29.3,43.7,0.512,9.1,27.2
2025-26,Regular+Season,HOU,Houston Rockets,17,7,10,.412,95,45.1,0.437,13.8,46.0,54.1,0.630,12.3,30.8
2025-26,Regular+Season,MEM,Memphis Grizzlies,22,9,13,.409,80,45.7,0.384,14.5,36.3,50.7,0.307,10.9,26.4
2025-26,Regular+Season,GSW,Golden State Warriors,20,8,12,.400,70,57.6,0.282,13.7,31.1,61.1,0.429,12.2,40.0
2025-26,Regular+Season,CLE,Cleveland Cavaliers,21,8,13,.381,69,44.1,0.430,11.0,41.6,48.4,0.472,13.7,29.6
2025-26,Regular+Season,CHA,Charlotte Hornets,15,4,11,.267,67,49.2,0.283,13.0,33.8,52.9,0.242,8.3,26.9
2025-26,Regular+Season,NOP,New Orleans Pelicans,19,5,14,.263,80,42.2,0.477,13.6,33.7,59.3,0.548,13.8,32.8
2025-26,Regular+Season,BKN,Brooklyn Nets,13,3,10,.231,31,42.3,0.212,11.1,29.4,55.0,0.560,9.7,37.9
2025-26,Regular+Season,LAC,LA Clippers,13,3,10,.231,52,47.0,0.622,16.4,30.8,56.8,0.625,8.5,32.7
2025-26,Regular+Season,IND,Indiana Pacers,16,3,13,.188,64,43.4,0.475,12.9,27.5,45.5,0.568,10.7,30.1
2025-26,IST,LAL,Los Angeles Lakers,1,1,0,1.000,0,0.0,0.000,0.0,0.0,0.0,0.000,0.0,0.0
2025-26,IST,MIA,Miami Heat,1,1,0,1.000,1,50.0,0.000,0.0,0.0,33.3,0.333,0.0,33.3
2025-26,IST,ORL,Orlando Magic,3,3,0,1.000,11,50.0,0.333,12.5,53.3,42.1,0.263,9.5,14.3
2025-26,IST,POR,Portland Trail Blazers,2,2,0,1.000,10,70.6,0.647,13.6,57.1,44.4,0.278,25.0,54.5
2025-26,IST,TOR,Toronto Raptors,3,3,0,1.000,9,46.9,0.438,5.3,22.2,23.1,0.231,25.0,36.4
2025-26,IST,LAC,LA Clippers,3,2,1,.667,17,51.9,0.519,13.5,25.0,50.0,0.609,11.4,25.0
2025-26,IST,MEM,Memphis Grizzlies,3,2,1,.667,10,71.4,0.643,14.3,16.7,32.5,0.050,13.0,26.7
2025-26,IST,NYK,New York Knicks,3,2,1,.667,9,50.0,0.385,12.5,12.5,34.6,0.462,13.3,30.0
2025-26,IST,OKC,Oklahoma City Thunder,3,2,1,.667,14,42.3,1.038,2.8,33.3,51.9,0.615,18.2,36.8
2025-26,IST,SAS,San Antonio Spurs,5,3,2,.600,19,43.8,0.550,10.9,42.9,54.8,0.613,12.5,38.9
2025-26,IST,ATL,Atlanta Hawks,2,1,1,.500,5,70.0,0.500,0.0,40.0,75.0,0.125,25.0,0.0
2025-26,IST,BOS,Boston Celtics,4,2,2,.500,9,50.0,1.000,10.5,18.2,47.2,0.556,10.0,50.0
2025-26,IST,BKN,Brooklyn Nets,2,1,1,.500,6,33.3,0.000,0.0,12.5,59.1,0.455,16.7,50.0
2025-26,IST,CHA,Charlotte Hornets,2,1,1,.500,9,61.8,0.176,9.5,12.5,70.0,0.000,6.3,0.0
2025-26,IST,CHI,Chicago Bulls,2,1,1,.500,3,40.0,0.400,16.7,33.3,37.5,0.125,0.0,0.0
2025-26,IST,DAL,Dallas Mavericks,2,1,1,.500,17,61.4,0.591,19.4,20.0,38.7,0.452,11.4,33.3
2025-26,IST,PHX,Phoenix Suns,2,1,1,.500,9,71.4,0.214,17.6,16.7,53.6,1.071,18.2,44.4
2025-26,IST,DEN,Denver Nuggets,3,1,2,.333,15,47.5,0.850,23.3,54.5,53.4,0.552,11.8,50.0
2025-26,IST,DET,Detroit Pistons,3,1,2,.333,11,57.5,0.700,17.4,50.0,50.0,0.524,9.1,50.0
2025-26,IST,GSW,Golden State Warriors,3,1,2,.333,14,52.1,0.292,19.4,26.7,53.7,0.481,18.9,40.0
2025-26,IST,HOU,Houston Rockets,3,1,2,.333,12,50.0,0.750,14.3,42.9,61.8,0.765,18.5,33.3
2025-26,IST,MIL,Milwaukee Bucks,3,1,2,.333,13,66.7,0.143,9.1,18.2,55.0,0.350,8.0,18.2
2025-26,IST,CLE,Cleveland Cavaliers,2,0,2,.000,7,45.5,0.091,28.6,28.6,70.0,0.467,0.0,28.6
2025-26,IST,IND,Indiana Pacers,1,0,1,.000,5,37.5,0.250,20.0,33.3,33.3,0.444,0.0,33.3
2025-26,IST,MIN,Minnesota Timberwolves,2,0,2,.000,9,50.0,0.600,33.3,54.5,57.7,0.923,10.5,28.6
2025-26,IST,NOP,New Orleans Pelicans,3,0,3,.000,18,31.9,0.278,10.3,30.8,76.0,0.720,19.0,10.0
2025-26,IST,PHI,Philadelphia 76ers,2,0,2,.000,2,83.3,0.000,0.0,0.0,100,1.333,16.7,0.0
