SEASON,SEASON_TYPE,TEAM_ABB,TEAM_NAME,GP,G,FREQ_WHOLE_NUM,D_FGM,D_FGA,D_FG_PCT,NORMAL_FG_PCT,PCT_PLUSMINUS
2015-16,Regular+Season,ATL,Atlanta Hawks,82,82,100%,37.1,86.0,43.2,45.0,-1.8
2015-16,Regular+Season,LAC,LA Clippers,82,82,100%,36.8,84.7,43.4,45.1,-1.7
2015-16,Regular+Season,GSW,Golden State Warriors,82,82,100%,38.9,89.4,43.5,44.9,-1.5
2015-16,Regular+Season,OKC,Oklahoma City Thunder,82,82,100%,38.4,87.7,43.8,45.1,-1.3
2015-16,Regular+Season,SAS,San Antonio Spurs,82,82,100%,35.7,81.8,43.6,44.9,-1.3
2015-16,Regular+Season,IND,Indiana Pacers,82,82,100%,37.4,84.9,44.0,45.1,-1.1
2015-16,Regular+Season,CHI,Chicago Bulls,82,82,100%,39.4,89.4,44.1,45.1,-1.0
2015-16,Regular+Season,BOS,Boston Celtics,81,81,100%,37.6,85.1,44.2,45.1,-0.9
2015-16,Regular+Season,MIA,Miami Heat,82,82,100%,37.2,84.3,44.2,44.9,-0.8
2015-16,Regular+Season,NYK,New York Knicks,82,82,100%,38.0,85.8,44.3,45.1,-0.8
2015-16,Regular+Season,CHA,Charlotte Hornets,82,82,100%,37.8,85.0,44.4,45.1,-0.7
2015-16,Regular+Season,TOR,Toronto Raptors,81,81,100%,36.4,81.9,44.4,45.0,-0.6
2015-16,Regular+Season,UTA,Utah Jazz,82,82,100%,35.6,79.9,44.6,45.1,-0.5
2015-16,Regular+Season,DAL,Dallas Mavericks,82,82,100%,38.3,84.9,45.1,45.3,-0.2
2015-16,Regular+Season,CLE,Cleveland Cavaliers,82,82,100%,36.8,82.1,44.8,45.0,-0.2
2015-16,Regular+Season,POR,Portland Trail Blazers,82,82,100%,38.3,84.6,45.3,45.2,0.1
2015-16,Regular+Season,MEM,Memphis Grizzlies,82,82,100%,35.9,78.7,45.6,45.2,0.5
2015-16,Regular+Season,MIL,Milwaukee Bucks,82,82,100%,37.8,83.1,45.4,44.9,0.5
2015-16,Regular+Season,HOU,Houston Rockets,82,82,100%,39.0,85.1,45.9,45.2,0.7
2015-16,Regular+Season,DEN,Denver Nuggets,82,82,100%,38.8,84.2,46.1,45.2,0.9
2015-16,Regular+Season,ORL,Orlando Magic,81,81,100%,38.4,83.5,46.1,45.1,1.0
2015-16,Regular+Season,DET,Detroit Pistons,82,82,100%,38.8,84.2,46.1,45.1,1.0
2015-16,Regular+Season,WAS,Washington Wizards,82,82,100%,38.7,83.8,46.2,45.0,1.2
2015-16,Regular+Season,SAC,Sacramento Kings,81,81,100%,40.6,87.8,46.2,45.1,1.2
2015-16,Regular+Season,PHI,Philadelphia 76ers,82,82,100%,39.7,85.4,46.4,45.1,1.4
2015-16,Regular+Season,PHX,Phoenix Suns,82,82,100%,39.1,83.8,46.7,45.2,1.5
2015-16,Regular+Season,NOP,New Orleans Pelicans,82,82,100%,39.2,83.9,46.8,45.2,1.6
2015-16,Regular+Season,MIN,Minnesota Timberwolves,82,82,100%,39.9,84.8,47.1,45.0,2.0
2015-16,Regular+Season,LAL,Los Angeles Lakers,82,82,100%,40.5,85.6,47.3,45.3,2.0
2015-16,Regular+Season,BKN,Brooklyn Nets,82,82,100%,40.8,85.2,47.9,45.0,2.9
2015-16,Playoffs,IND,Indiana Pacers,7,7,100%,32.4,82.4,39.3,44.5,-5.2
2015-16,Playoffs,LAC,LA Clippers,6,6,100%,35.3,86.3,40.9,44.6,-3.7
2015-16,Playoffs,ATL,Atlanta Hawks,10,10,100%,36.4,88.0,41.4,44.6,-3.2
2015-16,Playoffs,BOS,Boston Celtics,6,6,100%,37.0,87.2,42.4,45.5,-3.1
2015-16,Playoffs,GSW,Golden State Warriors,24,24,100%,37.3,86.9,42.9,45.9,-3.0
2015-16,Playoffs,SAS,San Antonio Spurs,10,10,100%,34.9,81.3,42.9,45.8,-2.9
2015-16,Playoffs,MIA,Miami Heat,14,14,100%,34.0,81.9,41.5,44.0,-2.5
2015-16,Playoffs,OKC,Oklahoma City Thunder,18,18,100%,37.9,85.1,44.6,47.1,-2.5
2015-16,Playoffs,POR,Portland Trail Blazers,11,11,100%,39.7,87.2,45.6,47.1,-1.5
2015-16,Playoffs,CLE,Cleveland Cavaliers,21,21,100%,35.3,79.5,44.4,45.8,-1.4
2015-16,Playoffs,CHA,Charlotte Hornets,7,7,100%,37.9,81.1,46.7,46.9,-0.2
2015-16,Playoffs,DET,Detroit Pistons,4,4,100%,38.5,83.5,46.1,46.2,-0.1
2015-16,Playoffs,TOR,Toronto Raptors,20,20,100%,35.6,77.3,46.1,46.0,0.1
2015-16,Playoffs,MEM,Memphis Grizzlies,4,4,100%,37.0,76.3,48.5,48.2,0.3
2015-16,Playoffs,HOU,Houston Rockets,5,5,100%,40.8,84.4,48.3,48.0,0.3
2015-16,Playoffs,DAL,Dallas Mavericks,5,5,100%,39.4,82.8,47.6,47.2,0.4
2016-17,Regular+Season,GSW,Golden State Warriors,82,82,100%,38.8,89.2,43.5,45.6,-2.1
2016-17,Regular+Season,MEM,Memphis Grizzlies,82,82,100%,34.9,78.8,44.3,45.8,-1.5
2016-17,Regular+Season,UTA,Utah Jazz,82,82,100%,36.3,81.9,44.3,45.7,-1.4
2016-17,Regular+Season,SAS,San Antonio Spurs,81,81,100%,36.9,83.3,44.3,45.7,-1.4
2016-17,Regular+Season,ATL,Atlanta Hawks,82,82,100%,38.7,87.2,44.4,45.6,-1.2
2016-17,Regular+Season,NOP,New Orleans Pelicans,82,82,100%,40.1,89.0,45.0,45.8,-0.7
2016-17,Regular+Season,IND,Indiana Pacers,81,81,100%,37.8,84.2,44.9,45.5,-0.6
2016-17,Regular+Season,MIA,Miami Heat,82,82,100%,37.9,84.2,45.0,45.6,-0.6
2016-17,Regular+Season,TOR,Toronto Raptors,81,81,100%,37.2,82.8,44.9,45.6,-0.6
2016-17,Regular+Season,BOS,Boston Celtics,82,82,100%,38.6,85.8,45.0,45.6,-0.6
2016-17,Regular+Season,LAC,LA Clippers,82,82,100%,38.6,85.3,45.2,45.7,-0.5
2016-17,Regular+Season,POR,Portland Trail Blazers,82,82,100%,39.1,86.1,45.4,45.8,-0.3
2016-17,Regular+Season,NYK,New York Knicks,82,82,100%,39.7,87.3,45.5,45.6,-0.2
2016-17,Regular+Season,CHI,Chicago Bulls,82,82,100%,39.5,86.6,45.6,45.7,-0.1
2016-17,Regular+Season,CHA,Charlotte Hornets,82,82,100%,39.5,86.5,45.6,45.7,0.0
2016-17,Regular+Season,OKC,Oklahoma City Thunder,82,82,100%,39.1,85.2,45.9,45.8,0.1
2016-17,Regular+Season,BKN,Brooklyn Nets,81,81,100%,41.6,90.8,45.8,45.7,0.2
2016-17,Regular+Season,MIL,Milwaukee Bucks,82,82,100%,37.9,82.8,45.8,45.6,0.2
2016-17,Regular+Season,CLE,Cleveland Cavaliers,82,82,100%,40.6,88.8,45.8,45.5,0.2
2016-17,Regular+Season,PHI,Philadelphia 76ers,82,82,100%,39.6,85.9,46.1,45.6,0.4
2016-17,Regular+Season,SAC,Sacramento Kings,82,82,100%,38.4,83.2,46.2,45.8,0.4
2016-17,Regular+Season,DET,Detroit Pistons,82,82,100%,38.3,83.3,46.0,45.6,0.4
2016-17,Regular+Season,HOU,Houston Rockets,82,82,100%,41.1,88.8,46.3,45.7,0.6
2016-17,Regular+Season,PHX,Phoenix Suns,80,80,100%,40.2,86.2,46.6,45.8,0.9
2016-17,Regular+Season,ORL,Orlando Magic,82,82,100%,40.2,86.2,46.7,45.6,1.0
2016-17,Regular+Season,DAL,Dallas Mavericks,81,81,100%,37.0,79.0,46.8,45.8,1.0
2016-17,Regular+Season,WAS,Washington Wizards,82,82,100%,39.6,85.0,46.6,45.5,1.1
2016-17,Regular+Season,MIN,Minnesota Timberwolves,82,82,100%,39.6,83.3,47.5,45.7,1.8
2016-17,Regular+Season,DEN,Denver Nuggets,81,81,100%,42.0,88.2,47.6,45.7,2.0
2016-17,Regular+Season,LAL,Los Angeles Lakers,82,82,100%,41.5,86.0,48.3,45.8,2.5
2016-17,Playoffs,GSW,Golden State Warriors,17,17,100%,38.3,89.2,42.9,46.6,-3.7
2016-17,Playoffs,MIL,Milwaukee Bucks,6,6,100%,32.3,73.8,43.8,46.2,-2.4
2016-17,Playoffs,ATL,Atlanta Hawks,6,6,100%,39.3,86.7,45.4,47.2,-1.8
2016-17,Playoffs,CLE,Cleveland Cavaliers,18,18,100%,40.2,88.0,45.7,47.0,-1.3
2016-17,Playoffs,POR,Portland Trail Blazers,4,4,100%,42.3,87.3,48.4,49.4,-1.0
2016-17,Playoffs,TOR,Toronto Raptors,10,10,100%,36.7,78.7,46.6,47.3,-0.6
2016-17,Playoffs,HOU,Houston Rockets,11,11,100%,40.7,89.5,45.5,46.0,-0.5
2016-17,Playoffs,UTA,Utah Jazz,11,11,100%,37.9,79.5,47.7,48.2,-0.5
2016-17,Playoffs,OKC,Oklahoma City Thunder,5,5,100%,38.2,83.8,45.6,45.9,-0.3
2016-17,Playoffs,CHI,Chicago Bulls,6,6,100%,38.5,84.0,45.8,45.5,0.3
2016-17,Playoffs,SAS,San Antonio Spurs,16,16,100%,38.1,82.4,46.2,46.0,0.3
2016-17,Playoffs,WAS,Washington Wizards,13,13,100%,38.3,83.5,45.9,45.3,0.5
2016-17,Playoffs,IND,Indiana Pacers,4,4,100%,40.0,82.8,48.3,47.4,0.9
2016-17,Playoffs,BOS,Boston Celtics,18,18,100%,39.7,83.8,47.3,46.3,1.0
2016-17,Playoffs,LAC,LA Clippers,7,7,100%,36.1,75.7,47.7,46.4,1.3
2016-17,Playoffs,MEM,Memphis Grizzlies,6,6,100%,37.2,77.2,48.2,46.8,1.4
2017-18,Regular+Season,PHI,Philadelphia 76ers,81,81,100%,38.0,87.6,43.4,45.9,-2.6
2017-18,Regular+Season,BOS,Boston Celtics,79,79,100%,37.4,85.2,43.9,45.9,-2.0
2017-18,Regular+Season,POR,Portland Trail Blazers,82,82,100%,38.4,85.9,44.7,46.0,-1.3
2017-18,Regular+Season,GSW,Golden State Warriors,82,82,100%,40.2,90.0,44.7,45.8,-1.2
2017-18,Regular+Season,UTA,Utah Jazz,82,82,100%,37.3,83.0,44.9,46.0,-1.1
2017-18,Regular+Season,MIA,Miami Heat,81,81,100%,37.7,83.8,45.0,45.9,-0.9
2017-18,Regular+Season,TOR,Toronto Raptors,82,82,100%,38.4,85.6,44.9,45.8,-0.9
2017-18,Regular+Season,SAS,San Antonio Spurs,82,82,100%,38.2,84.3,45.3,46.0,-0.7
2017-18,Regular+Season,NOP,New Orleans Pelicans,82,82,100%,41.7,91.9,45.4,45.9,-0.5
2017-18,Regular+Season,OKC,Oklahoma City Thunder,80,80,100%,38.5,84.2,45.8,46.0,-0.3
2017-18,Regular+Season,LAL,Los Angeles Lakers,82,82,100%,41.0,89.9,45.7,46.0,-0.3
2017-18,Regular+Season,NYK,New York Knicks,81,81,100%,39.5,86.3,45.7,45.9,-0.2
2017-18,Regular+Season,LAC,LA Clippers,82,82,100%,40.2,87.7,45.9,46.0,-0.1
2017-18,Regular+Season,DET,Detroit Pistons,82,82,100%,39.1,85.2,45.9,46.0,-0.1
2017-18,Regular+Season,MEM,Memphis Grizzlies,82,82,100%,37.1,80.3,46.2,46.0,0.2
2017-18,Regular+Season,HOU,Houston Rockets,82,82,100%,39.5,85.5,46.2,46.0,0.3
2017-18,Regular+Season,WAS,Washington Wizards,82,82,100%,39.0,84.3,46.2,45.9,0.3
2017-18,Regular+Season,ORL,Orlando Magic,81,81,100%,40.8,87.4,46.6,45.9,0.7
2017-18,Regular+Season,IND,Indiana Pacers,82,82,100%,39.4,84.8,46.4,45.8,0.7
2017-18,Regular+Season,BKN,Brooklyn Nets,80,80,100%,41.7,89.3,46.7,46.0,0.7
2017-18,Regular+Season,DAL,Dallas Mavericks,82,82,100%,39.3,83.8,46.9,46.1,0.8
2017-18,Regular+Season,CHA,Charlotte Hornets,81,81,100%,41.1,87.7,46.9,46.0,0.9
2017-18,Regular+Season,PHX,Phoenix Suns,82,82,100%,41.8,88.7,47.1,46.1,1.0
2017-18,Regular+Season,SAC,Sacramento Kings,82,82,100%,38.7,82.4,47.0,46.0,1.0
2017-18,Regular+Season,ATL,Atlanta Hawks,81,81,100%,40.7,86.7,46.9,46.0,1.0
2017-18,Regular+Season,MIL,Milwaukee Bucks,81,81,100%,39.2,83.8,46.8,45.8,1.0
2017-18,Regular+Season,CHI,Chicago Bulls,82,82,100%,41.0,86.8,47.2,46.0,1.2
2017-18,Regular+Season,CLE,Cleveland Cavaliers,82,82,100%,41.8,88.3,47.4,45.9,1.5
2017-18,Regular+Season,MIN,Minnesota Timberwolves,82,82,100%,40.2,84.6,47.5,45.9,1.6
2017-18,Regular+Season,DEN,Denver Nuggets,82,82,100%,41.3,86.7,47.6,46.0,1.7
2017-18,Playoffs,GSW,Golden State Warriors,21,21,100%,37.0,87.4,42.3,46.6,-4.2
2017-18,Playoffs,IND,Indiana Pacers,7,7,100%,33.0,76.1,43.3,47.1,-3.8
2017-18,Playoffs,SAS,San Antonio Spurs,5,5,100%,39.6,82.8,47.8,49.8,-2.0
2017-18,Playoffs,MIA,Miami Heat,5,5,100%,39.2,87.4,44.9,46.8,-1.9
2017-18,Playoffs,NOP,New Orleans Pelicans,9,9,100%,42.3,92.3,45.8,47.8,-1.9
2017-18,Playoffs,UTA,Utah Jazz,11,11,100%,37.9,86.6,43.8,45.4,-1.7
2017-18,Playoffs,HOU,Houston Rockets,17,17,100%,38.5,82.7,46.5,48.1,-1.5
2017-18,Playoffs,BOS,Boston Celtics,19,19,100%,37.5,81.4,46.1,47.3,-1.2
2017-18,Playoffs,MIN,Minnesota Timberwolves,5,5,100%,39.2,88.0,44.5,45.6,-1.1
2017-18,Playoffs,OKC,Oklahoma City Thunder,6,6,100%,38.2,84.0,45.4,46.1,-0.7
2017-18,Playoffs,PHI,Philadelphia 76ers,10,10,100%,37.1,83.3,44.5,45.1,-0.6
2017-18,Playoffs,MIL,Milwaukee Bucks,7,7,100%,37.0,83.6,44.3,44.8,-0.5
2017-18,Playoffs,CLE,Cleveland Cavaliers,22,22,100%,38.3,82.0,46.7,47.0,-0.2
2017-18,Playoffs,WAS,Washington Wizards,6,6,100%,39.2,82.8,47.3,47.2,0.1
2017-18,Playoffs,TOR,Toronto Raptors,10,10,100%,41.8,86.0,48.6,46.9,1.7
2017-18,Playoffs,POR,Portland Trail Blazers,4,4,100%,43.8,84.0,52.1,48.3,3.8
2018-19,Regular+Season,MIL,Milwaukee Bucks,82,82,100%,40.5,93.5,43.3,45.7,-2.3
2018-19,Regular+Season,MIA,Miami Heat,82,82,100%,38.3,86.8,44.1,45.8,-1.7
2018-19,Regular+Season,GSW,Golden State Warriors,82,82,100%,40.4,91.1,44.4,45.9,-1.5
2018-19,Regular+Season,MEM,Memphis Grizzlies,82,82,100%,37.6,83.3,45.1,46.1,-1.0
2018-19,Regular+Season,UTA,Utah Jazz,80,80,100%,40.0,88.7,45.1,45.9,-0.9
2018-19,Regular+Season,BOS,Boston Celtics,82,82,100%,39.5,88.1,44.8,45.7,-0.9
2018-19,Regular+Season,LAL,Los Angeles Lakers,82,82,100%,41.9,92.8,45.2,46.0,-0.9
2018-19,Regular+Season,TOR,Toronto Raptors,82,82,100%,40.3,89.7,44.9,45.7,-0.8
2018-19,Regular+Season,IND,Indiana Pacers,82,82,100%,38.7,86.1,45.0,45.7,-0.7
2018-19,Regular+Season,POR,Portland Trail Blazers,82,82,100%,41.1,90.0,45.7,46.0,-0.4
2018-19,Regular+Season,LAC,LA Clippers,82,82,100%,41.7,91.3,45.7,46.0,-0.3
2018-19,Regular+Season,BKN,Brooklyn Nets,82,82,100%,42.2,92.5,45.6,45.8,-0.2
2018-19,Regular+Season,DEN,Denver Nuggets,82,82,100%,39.6,86.4,45.8,46.0,-0.2
2018-19,Regular+Season,DAL,Dallas Mavericks,82,82,100%,40.9,89.2,45.9,46.1,-0.2
2018-19,Regular+Season,ORL,Orlando Magic,80,80,100%,40.1,87.8,45.7,45.8,-0.1
2018-19,Regular+Season,PHI,Philadelphia 76ers,79,79,100%,41.7,91.4,45.6,45.7,-0.1
2018-19,Regular+Season,OKC,Oklahoma City Thunder,81,81,100%,40.8,88.8,46.0,46.0,-0.1
2018-19,Regular+Season,SAS,San Antonio Spurs,82,82,100%,41.5,89.7,46.3,45.9,0.4
2018-19,Regular+Season,HOU,Houston Rockets,81,81,100%,40.4,86.7,46.6,46.1,0.5
2018-19,Regular+Season,SAC,Sacramento Kings,82,82,100%,42.3,90.6,46.6,46.0,0.6
2018-19,Regular+Season,MIN,Minnesota Timberwolves,82,82,100%,42.1,90.1,46.7,46.1,0.7
2018-19,Regular+Season,NOP,New Orleans Pelicans,82,82,100%,43.3,92.8,46.6,45.9,0.7
2018-19,Regular+Season,NYK,New York Knicks,81,81,100%,41.9,89.6,46.7,45.9,0.8
2018-19,Regular+Season,DET,Detroit Pistons,82,82,100%,39.9,85.0,46.9,45.9,1.1
2018-19,Regular+Season,CHA,Charlotte Hornets,81,81,100%,41.9,89.1,47.0,45.8,1.2
2018-19,Regular+Season,ATL,Atlanta Hawks,82,82,100%,42.8,90.5,47.3,45.9,1.4
2018-19,Regular+Season,CHI,Chicago Bulls,80,80,100%,42.3,89.3,47.4,45.8,1.6
2018-19,Regular+Season,PHX,Phoenix Suns,82,82,100%,42.5,88.2,48.2,46.1,2.1
2018-19,Regular+Season,WAS,Washington Wizards,81,81,100%,43.5,90.6,48.0,45.7,2.2
2018-19,Regular+Season,CLE,Cleveland Cavaliers,82,82,100%,43.2,87.2,49.5,45.8,3.7
2018-19,Playoffs,BOS,Boston Celtics,9,9,100%,36.9,87.6,42.1,47.2,-5.1
2018-19,Playoffs,MIL,Milwaukee Bucks,15,15,100%,36.5,90.0,40.6,45.6,-5.1
2018-19,Playoffs,TOR,Toronto Raptors,24,24,100%,35.3,83.2,42.4,47.1,-4.6
2018-19,Playoffs,HOU,Houston Rockets,11,11,100%,38.0,86.5,43.9,47.8,-3.9
2018-19,Playoffs,PHI,Philadelphia 76ers,12,12,100%,37.1,86.4,42.9,45.8,-2.9
2018-19,Playoffs,DEN,Denver Nuggets,14,14,100%,39.9,89.0,44.9,46.9,-2.1
2018-19,Playoffs,POR,Portland Trail Blazers,16,16,100%,39.9,89.6,44.6,46.6,-2.0
2018-19,Playoffs,IND,Indiana Pacers,4,4,100%,35.5,80.0,44.4,46.1,-1.7
