SEASON,SEASON_TYPE,TEAM_ABB,GP,WIN,LOSE,MIN,PTS_OFF_TOV,PTS_2ND_CHANCE,PTS_FB,PTS_PAINT,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT
2015-16,pre-season,CHA,8,7,1,48.0,15.9,8.8,9.9,30.3,15.8,8.3,15.5,37.0
2015-16,pre-season,BOS,7,6,1,48.0,18.7,17.3,15.4,48.9,14.9,10.7,10.6,36.3
2015-16,pre-season,MEM,7,6,1,48.0,16.1,11.6,7.7,32.6,21.0,7.1,16.3,30.6
2015-16,pre-season,ORL,8,6,2,49.3,20.3,15.1,14.0,40.8,16.4,10.8,9.8,30.5
2015-16,pre-season,IND,7,5,2,48.0,19.3,12.6,14.1,37.4,13.0,13.0,11.7,36.9
2015-16,pre-season,OKC,6,5,1,48.0,18.3,17.2,16.0,46.3,20.3,12.5,12.0,40.3
2015-16,pre-season,SAC,6,5,1,48.8,20.5,12.2,14.7,42.0,19.0,8.5,14.7,34.7
2015-16,pre-season,TOR,7,5,2,48.0,20.1,12.9,10.7,40.0,14.9,9.7,10.6,35.4
2015-16,pre-season,ATL,7,4,3,48.0,16.6,6.4,17.9,34.6,19.4,9.7,14.3,32.9
2015-16,pre-season,CHI,8,4,4,48.0,12.4,16.0,12.5,35.5,19.3,9.9,15.6,36.5
2015-16,pre-season,DEN,7,4,3,48.0,20.7,15.3,15.3,42.6,18.4,12.9,15.7,38.3
2015-16,pre-season,MIA,8,4,4,48.6,17.6,10.1,12.3,38.0,16.9,13.6,13.3,34.3
2015-16,pre-season,NYK,6,4,2,48.0,18.8,10.0,15.3,34.3,12.8,15.3,12.0,41.0
2015-16,pre-season,PHX,6,4,2,48.8,22.8,11.8,16.2,41.7,19.5,17.8,13.2,44.7
2015-16,pre-season,WAS,7,4,3,48.0,20.6,13.4,21.7,47.4,18.0,9.4,14.1,38.9
2015-16,pre-season,DET,8,3,5,48.0,20.8,11.6,15.6,40.5,16.8,12.4,8.9,32.5
2015-16,pre-season,GSW,7,3,4,46.0,18.0,11.4,17.9,39.4,20.6,18.0,12.3,38.0
2015-16,pre-season,HOU,8,3,5,48.6,18.8,16.8,19.0,46.3,18.9,12.9,17.5,45.0
2015-16,pre-season,LAC,6,3,3,48.0,17.7,8.7,14.8,32.3,18.3,10.3,15.0,39.3
2015-16,pre-season,LAL,8,3,5,46.8,21.1,13.8,12.3,39.8,17.9,11.5,12.4,42.0
2015-16,pre-season,NOP,7,3,4,48.7,16.6,11.4,14.6,33.7,14.4,14.6,13.1,42.3
2015-16,pre-season,POR,7,3,4,49.4,17.9,13.0,14.4,37.7,19.7,9.9,17.6,37.1
2015-16,pre-season,UTA,7,3,4,49.4,18.7,9.6,14.3,43.1,19.4,16.4,12.0,38.9
2015-16,pre-season,BKN,6,2,4,48.0,19.7,12.7,9.5,35.3,19.3,13.5,11.3,40.3
2015-16,pre-season,MIL,6,2,4,48.0,15.0,13.5,13.3,42.7,20.2,13.8,14.5,31.0
2015-16,pre-season,MIN,7,2,5,48.0,18.6,9.7,12.0,32.6,15.3,13.4,15.7,42.0
2015-16,pre-season,PHI,7,2,5,48.0,23.4,9.6,15.1,39.1,20.7,9.9,16.1,43.1
2015-16,pre-season,SAS,6,2,4,48.0,16.0,10.8,13.7,34.7,19.5,7.5,21.5,36.3
2015-16,pre-season,CLE,7,1,6,48.0,15.1,9.9,9.6,31.7,24.4,11.4,12.1,39.7
2015-16,pre-season,-,2,1,1,48.0,12.0,16.5,4.0,32.0,28.0,15.0,18.0,40.0
2015-16,pre-season,-,2,0,2,48.0,14.0,11.0,6.5,31.0,28.0,12.0,22.0,43.0
2015-16,pre-season,DAL,7,0,7,48.0,19.4,9.6,16.3,36.0,16.3,15.4,15.7,40.0
2015-16,pre-season,-,1,0,1,48.0,12.0,14.0,2.0,24.0,25.0,13.0,13.0,50.0
2015-16,pre-season,-,2,0,2,48.0,25.5,11.0,13.5,30.0,23.5,18.5,10.0,48.0
2015-16,pre-season,-,1,0,1,48.0,8.0,7.0,9.0,26.0,26.0,17.0,17.0,56.0
2015-16,pre-season,-,1,0,1,48.0,11.0,13.0,13.0,40.0,29.0,22.0,22.0,70.0
2015-16,regular-season,GSW,82,73,9,48.5,17.1,12.2,20.9,44.6,16.6,13.8,14.5,45.1
2015-16,regular-season,SAS,82,67,15,48.1,16.1,11.8,10.4,43.6,13.5,10.6,12.1,40.1
2015-16,regular-season,CLE,82,57,25,48.4,16.3,13.2,11.8,41.0,15.5,11.2,11.2,40.8
2015-16,regular-season,TOR,82,56,26,48.2,16.7,12.3,11.0,42.1,14.2,11.6,11.0,40.1
2015-16,regular-season,OKC,82,55,27,48.4,15.1,15.8,17.3,47.7,17.6,13.9,13.2,45.2
2015-16,regular-season,LAC,82,53,29,48.4,16.9,10.6,12.9,37.7,14.5,13.8,12.4,41.3
2015-16,regular-season,ATL,82,48,34,48.4,18.5,10.7,14.8,43.4,16.0,13.1,11.9,40.9
2015-16,regular-season,BOS,82,48,34,48.2,18.8,14.3,16.3,45.9,14.8,14.2,10.8,43.0
2015-16,regular-season,CHA,82,48,34,48.4,15.9,11.4,11.1,37.6,14.1,11.4,12.4,40.0
2015-16,regular-season,MIA,82,48,34,48.4,14.8,12.7,11.1,46.4,15.6,13.0,10.7,42.0
2015-16,regular-season,IND,82,45,37,48.5,18.9,12.9,13.4,40.9,16.3,13.0,12.2,41.6
2015-16,regular-season,DET,82,44,38,48.5,15.4,14.9,11.1,43.5,14.6,10.7,10.4,44.4
2015-16,regular-season,POR,82,44,38,48.3,14.8,14.1,10.7,39.1,16.3,12.4,11.1,40.9
2015-16,regular-season,CHI,82,42,40,48.5,13.3,13.6,10.2,41.0,16.0,14.3,13.8,44.4
2015-16,regular-season,DAL,82,42,40,48.8,16.0,10.6,11.2,38.0,14.8,13.4,16.0,40.9
2015-16,regular-season,MEM,82,42,40,48.4,17.9,12.9,12.6,44.0,15.1,11.8,14.6,38.5
2015-16,regular-season,HOU,82,41,41,48.4,18.9,13.9,18.1,45.7,19.5,14.7,14.4,44.6
2015-16,regular-season,WAS,82,41,41,48.2,17.5,10.6,18.6,42.4,15.7,11.7,12.7,41.2
2015-16,regular-season,UTA,82,40,42,48.7,15.6,13.5,9.3,41.8,16.0,11.5,11.7,39.6
2015-16,regular-season,ORL,82,35,47,48.5,17.8,12.6,12.3,43.6,16.0,11.4,13.2,43.5
2015-16,regular-season,DEN,82,33,49,48.4,15.7,13.3,14.2,45.9,16.8,12.1,13.0,43.1
2015-16,regular-season,MIL,82,33,49,48.4,18.5,12.1,13.8,50.6,17.7,14.1,13.0,44.0
2015-16,regular-season,SAC,82,33,49,48.3,17.5,13.0,17.3,49.5,18.6,13.6,15.0,43.6
2015-16,regular-season,NYK,82,32,50,48.3,11.8,13.1,8.4,35.8,15.4,12.7,12.8,43.1
2015-16,regular-season,NOP,82,30,52,48.2,15.0,11.5,12.4,41.4,14.9,11.3,11.7,43.2
2015-16,regular-season,MIN,82,29,53,48.5,16.4,13.0,13.6,44.1,17.8,13.2,13.4,46.1
2015-16,regular-season,PHX,82,23,59,48.1,16.5,14.0,14.4,41.4,20.2,12.6,17.3,43.8
2015-16,regular-season,BKN,82,21,61,48.2,15.0,12.6,11.5,46.2,18.3,12.1,14.5,47.9
2015-16,regular-season,LAL,82,17,65,48.1,13.6,13.0,12.2,38.1,16.5,14.3,17.0,47.8
2015-16,regular-season,PHI,82,10,72,48.3,16.5,11.7,12.2,43.2,20.0,14.7,16.7,45.6
2015-16,playoffs,CLE,21,16,5,48.0,17.5,14.3,13.6,38.7,13.5,10.6,8.4,36.9
2015-16,playoffs,GSW,24,15,9,48.2,17.9,12.0,14.7,40.2,16.0,15.5,15.2,42.3
2015-16,playoffs,OKC,18,11,7,48.0,15.1,15.3,16.7,42.3,14.8,11.2,13.7,40.8
2015-16,playoffs,TOR,20,10,10,48.8,15.7,13.1,9.2,37.7,15.0,12.0,11.4,39.1
2015-16,playoffs,MIA,14,7,7,49.1,11.0,12.6,8.5,43.1,14.6,11.1,7.6,40.9
2015-16,playoffs,SAS,10,6,4,48.0,16.6,10.8,14.4,40.2,12.4,12.7,13.1,39.0
2015-16,playoffs,POR,11,5,6,48.5,12.3,14.5,14.3,36.2,14.1,13.7,11.8,43.1
2015-16,playoffs,ATL,10,4,6,48.5,14.0,11.6,12.1,43.2,16.5,13.6,11.6,36.0
2015-16,playoffs,CHA,7,3,4,48.0,12.9,9.0,5.9,41.1,9.7,13.6,9.4,43.4
2015-16,playoffs,IND,7,3,4,48.0,16.3,11.6,13.6,34.0,16.9,16.0,9.6,37.1
2015-16,playoffs,BOS,6,2,4,48.8,14.7,13.2,11.2,41.3,14.3,11.5,15.2,44.7
2015-16,playoffs,LAC,6,2,4,48.0,13.0,14.3,9.2,42.3,10.3,13.7,13.7,36.7
2015-16,playoffs,DAL,5,1,4,48.0,11.2,10.2,9.0,39.6,16.6,16.6,17.4,42.0
2015-16,playoffs,HOU,5,1,4,48.0,15.0,13.8,11.6,42.4,23.6,11.4,19.0,43.2
2015-16,playoffs,DET,4,0,4,48.0,8.8,9.0,7.5,39.0,16.8,13.0,10.5,33.5
2015-16,playoffs,MEM,4,0,4,48.0,11.8,11.8,8.3,35.5,19.3,9.5,14.5,37.5
2015-16,all-star,-,1,1,0,48.0,25.0,31.0,44.0,88.0,19.0,31.0,30.0,96.0
2015-16,all-star,-,1,0,1,48.0,19.0,31.0,30.0,96.0,25.0,31.0,44.0,88.0
2016-17,pre-season,GSW,7,6,1,48.7,20.1,12.6,21.0,38.3,20.7,15.9,16.1,39.4
2016-17,pre-season,ATL,7,5,2,48.0,16.1,10.3,10.6,42.3,18.9,9.7,14.1,34.9
2016-17,pre-season,BOS,7,5,2,48.0,23.1,13.0,13.6,38.0,19.6,13.7,13.7,42.0
2016-17,pre-season,HOU,7,5,2,49.4,22.0,13.7,18.3,47.7,18.4,11.7,13.9,43.4
2016-17,pre-season,MIN,7,5,2,48.0,21.1,15.9,15.3,40.3,20.4,11.4,12.4,40.0
2016-17,pre-season,DEN,8,4,4,48.6,18.5,16.9,13.5,46.8,17.1,11.4,12.5,39.8
2016-17,pre-season,MEM,6,4,2,49.7,27.0,14.8,18.2,39.3,16.3,12.8,14.2,41.7
2016-17,pre-season,MIA,8,4,4,48.0,18.4,10.9,11.8,46.5,16.9,14.9,11.3,39.5
2016-17,pre-season,NYK,6,4,2,48.0,23.3,16.0,14.5,43.3,22.5,12.3,13.8,41.7
2016-17,pre-season,PHX,6,4,2,48.0,24.3,17.3,20.3,46.3,19.0,14.2,14.8,38.7
2016-17,pre-season,POR,7,4,3,48.7,15.7,8.9,10.1,39.4,20.4,11.6,13.3,40.6
2016-17,pre-season,SAS,6,4,2,48.0,20.3,9.8,16.0,36.7,18.5,11.5,17.0,42.3
2016-17,pre-season,TOR,7,4,3,48.0,24.1,14.3,18.1,43.4,14.4,11.7,10.1,35.4
2016-17,pre-season,WAS,7,4,3,49.4,21.3,14.3,11.9,47.1,15.3,9.9,15.0,41.4
2016-17,pre-season,CHA,7,3,4,48.7,15.0,11.0,10.1,36.9,20.0,14.0,12.3,36.0
2016-17,pre-season,CHI,7,3,4,48.7,17.1,15.3,12.9,42.9,18.6,11.4,16.1,38.6
2016-17,pre-season,DET,6,3,3,48.0,19.2,9.8,14.5,41.0,18.2,9.7,7.7,36.0
2016-17,pre-season,IND,6,3,3,48.0,22.0,11.8,20.5,47.3,14.8,8.2,14.8,42.0
2016-17,pre-season,LAC,6,3,3,48.0,16.5,7.7,9.2,33.7,22.0,9.3,16.7,41.3
2016-17,pre-season,MIL,6,3,3,48.0,15.2,8.5,11.5,42.0,20.3,11.0,16.0,39.3
2016-17,pre-season,OKC,6,3,3,48.8,22.5,14.2,14.0,45.3,21.8,15.8,12.0,36.7
2016-17,pre-season,SAC,6,3,3,48.0,22.2,10.8,17.5,45.3,23.0,11.0,17.5,36.0
2016-17,pre-season,UTA,6,3,3,48.0,20.0,9.2,12.0,42.0,18.8,9.8,12.7,40.0
2016-17,pre-season,CLE,6,2,4,48.0,18.7,7.3,13.7,34.3,16.3,14.0,15.3,45.7
2016-17,pre-season,DAL,7,2,5,48.0,15.6,10.3,12.1,32.0,17.6,12.4,17.4,38.9
2016-17,pre-season,LAL,8,2,6,48.6,21.4,12.0,19.0,39.0,20.5,13.5,16.0,45.3
2016-17,pre-season,ORL,7,2,5,48.7,15.6,12.7,13.0,41.4,21.7,11.4,13.6,43.1
2016-17,pre-season,PHI,7,2,5,49.4,13.7,15.0,11.4,36.3,21.6,10.7,17.4,44.3
2016-17,pre-season,BKN,6,1,5,48.0,24.2,7.3,13.2,38.3,22.2,14.2,15.2,46.3
2016-17,pre-season,-,1,1,0,53.0,19.0,19.0,11.0,42.0,37.0,18.0,10.0,60.0
2016-17,pre-season,NOP,6,1,5,48.8,16.5,9.8,14.7,41.3,20.5,14.5,13.5,46.3
2016-17,pre-season,-,1,0,1,48.0,22.0,8.0,3.0,26.0,31.0,5.0,12.0,40.0
2016-17,pre-season,-,1,0,1,48.0,11.0,17.0,11.0,22.0,26.0,14.0,13.0,58.0
2016-17,pre-season,-,1,0,1,48.0,17.0,18.0,4.0,26.0,37.0,12.0,28.0,78.0
2016-17,pre-season,-,1,0,1,48.0,9.0,4.0,19.0,52.0,34.0,15.0,22.0,64.0
2016-17,regular-season,GSW,82,67,15,48.2,19.3,12.6,22.6,46.6,16.7,14.0,14.4,45.4
2016-17,regular-season,SAS,82,61,21,48.3,17.3,13.0,12.1,39.6,14.7,12.4,12.6,40.8
2016-17,regular-season,HOU,82,55,27,48.2,18.7,14.3,16.7,46.7,17.5,13.8,14.3,49.0
2016-17,regular-season,BOS,82,53,29,48.2,16.4,11.2,12.4,41.8,15.2,13.9,12.2,43.2
2016-17,regular-season,CLE,82,51,31,48.5,14.6,11.5,12.9,39.5,16.6,13.7,13.3,44.5
2016-17,regular-season,LAC,82,51,31,48.2,15.3,11.3,13.9,39.9,15.2,12.7,14.3,42.7
2016-17,regular-season,TOR,82,51,31,48.2,17.4,13.5,12.2,43.8,14.9,13.1,11.5,41.7
2016-17,regular-season,UTA,82,51,31,48.2,14.7,11.0,8.1,42.8,15.2,10.7,10.5,41.0
2016-17,regular-season,WAS,82,49,33,48.4,17.7,13.0,15.9,45.0,16.4,13.8,12.1,43.9
2016-17,regular-season,OKC,82,47,35,48.3,15.6,14.8,16.9,49.9,16.9,12.2,11.1,47.5
2016-17,regular-season,ATL,82,43,39,48.5,16.3,13.5,12.1,42.7,17.4,13.2,12.8,39.1
2016-17,regular-season,MEM,82,43,39,48.5,16.1,13.0,10.2,40.5,14.8,11.5,14.6,37.8
2016-17,regular-season,IND,82,42,40,48.4,16.6,11.4,10.6,41.9,16.2,12.9,10.6,39.7
2016-17,regular-season,MIL,82,42,40,48.2,17.3,11.1,13.8,48.6,16.2,12.7,11.7,43.7
2016-17,regular-season,CHI,82,41,41,48.2,15.6,15.1,13.8,43.3,15.5,11.9,13.7,45.2
2016-17,regular-season,MIA,82,41,41,48.2,15.9,13.6,11.1,45.1,13.9,12.8,10.3,44.5
2016-17,regular-season,POR,82,41,41,48.6,14.6,12.6,11.3,42.4,15.7,12.6,12.7,42.9
2016-17,regular-season,DEN,82,40,42,48.2,14.0,15.1,14.2,49.8,18.0,12.2,14.3,47.4
2016-17,regular-season,DET,82,37,45,48.3,14.9,13.7,12.0,43.1,12.7,10.1,10.7,41.2
2016-17,regular-season,CHA,82,36,46,48.4,14.9,11.8,9.4,39.9,13.1,11.4,12.9,40.5
2016-17,regular-season,NOP,82,34,48,48.5,14.6,10.8,15.0,44.1,15.6,12.4,13.6,44.1
2016-17,regular-season,DAL,82,33,49,48.2,15.7,9.8,7.8,32.8,14.0,11.6,13.6,39.5
2016-17,regular-season,SAC,82,32,50,48.5,16.3,11.0,10.7,43.0,17.4,12.5,14.7,40.7
2016-17,regular-season,MIN,82,31,51,48.3,16.7,14.8,12.8,45.7,17.2,13.4,13.9,46.2
2016-17,regular-season,NYK,82,31,51,48.4,14.4,14.9,10.9,40.4,16.5,14.7,14.0,46.1
2016-17,regular-season,ORL,82,29,53,48.3,15.0,12.5,14.0,42.2,15.9,13.3,13.0,46.6
2016-17,regular-season,PHI,82,28,54,48.4,17.3,13.3,12.9,44.3,18.5,13.4,15.3,45.1
2016-17,regular-season,LAL,82,26,56,48.1,17.4,13.5,15.2,47.7,18.0,13.3,16.2,47.4
2016-17,regular-season,PHX,82,24,58,48.4,17.7,14.9,19.4,47.5,18.1,13.5,16.0,44.0
2016-17,regular-season,BKN,82,20,62,48.2,15.0,11.5,14.0,45.9,19.1,14.3,14.0,45.0
2016-17,playoffs,GSW,17,16,1,48.0,18.0,12.2,21.0,44.4,17.4,12.5,13.5,45.1
2016-17,playoffs,CLE,18,13,5,48.0,14.9,11.6,12.8,41.8,14.5,12.4,13.4,43.0
2016-17,playoffs,BOS,18,9,9,48.3,15.9,12.5,12.6,42.3,15.3,14.3,12.7,46.1
2016-17,playoffs,SAS,16,8,8,48.6,18.3,13.9,13.4,46.1,15.9,11.3,16.3,41.1
2016-17,playoffs,WAS,13,7,6,48.4,17.8,14.1,17.5,44.6,16.2,13.5,12.3,43.1
2016-17,playoffs,HOU,11,6,5,48.5,13.1,16.1,11.3,44.4,18.5,14.2,14.9,48.4
2016-17,playoffs,TOR,10,4,6,48.0,14.5,9.7,10.3,40.2,16.3,8.2,12.4,37.0
2016-17,playoffs,UTA,11,4,7,48.0,13.7,10.2,7.8,42.7,13.4,11.4,12.6,41.3
2016-17,playoffs,LAC,7,3,4,48.0,11.0,11.6,9.3,42.0,15.1,11.0,7.6,42.6
2016-17,playoffs,ATL,6,2,4,48.0,14.8,13.5,11.0,46.0,18.3,10.3,20.7,39.3
2016-17,playoffs,CHI,6,2,4,48.0,13.7,13.5,9.0,43.7,16.7,11.2,11.2,46.3
2016-17,playoffs,MEM,6,2,4,48.8,14.3,8.2,12.7,39.7,14.7,13.3,9.2,36.7
2016-17,playoffs,MIL,6,2,4,48.0,18.8,7.2,11.2,38.7,16.3,9.7,11.3,37.0
2016-17,playoffs,OKC,5,1,4,48.0,20.0,13.4,15.0,45.2,12.0,18.4,6.6,51.6
2016-17,playoffs,IND,4,0,4,48.0,15.5,12.3,8.0,42.0,13.3,12.5,4.5,39.0
2016-17,playoffs,POR,4,0,4,48.0,14.0,14.8,10.5,37.0,16.3,10.8,20.0,44.5
2016-17,all-star,-,1,1,0,48.0,25.0,23.0,106.0,120.0,30.0,14.0,107.0,106.0
2016-17,all-star,-,1,0,1,48.0,30.0,14.0,107.0,106.0,25.0,23.0,106.0,120.0
2017-18,pre-season,POR,6,5,1,48.0,23.2,3.7,5.3,41.3,17.0,3.0,9.2,34.7
2017-18,pre-season,UTA,5,5,0,48.0,26.6,2.2,10.2,50.8,22.4,2.4,12.6,33.2
2017-18,pre-season,BOS,4,4,0,48.0,21.3,6.3,5.8,36.5,15.3,6.3,5.5,42.5
2017-18,pre-season,DAL,6,4,2,48.0,16.5,4.2,7.5,32.0,14.8,4.7,7.0,35.3
2017-18,pre-season,HOU,5,4,1,48.0,25.2,1.6,12.0,36.4,14.4,2.2,8.0,41.2
2017-18,pre-season,WAS,5,4,1,47.2,20.0,4.2,5.0,46.0,19.6,4.4,7.6,41.2
2017-18,pre-season,BKN,4,3,1,48.0,22.8,4.0,9.3,42.0,17.0,1.8,7.8,38.5
2017-18,pre-season,CHI,6,3,3,47.2,17.2,3.0,6.7,34.3,15.2,1.7,8.7,38.0
2017-18,pre-season,DEN,5,3,2,48.0,23.4,7.2,7.6,43.2,17.8,8.0,13.2,47.2
2017-18,pre-season,IND,4,3,1,48.0,19.8,0.0,4.3,43.0,19.8,0.0,3.3,41.5
2017-18,pre-season,MEM,5,3,2,48.0,19.8,3.6,13.2,49.6,15.4,2.2,12.8,39.6
2017-18,pre-season,MIA,6,3,3,48.0,15.0,2.7,9.8,39.7,22.0,4.3,7.7,44.0
2017-18,pre-season,OKC,4,3,1,48.0,13.8,6.0,6.5,34.5,23.5,5.3,8.8,28.5
2017-18,pre-season,ORL,6,3,3,48.0,18.5,1.5,13.7,43.7,16.5,1.3,7.7,38.3
2017-18,pre-season,SAS,5,3,2,47.0,15.0,2.6,6.2,45.5,21.0,1.2,7.0,44.9
2017-18,pre-season,TOR,5,3,2,48.0,22.0,5.4,7.0,44.0,19.6,1.8,2.2,41.2
2017-18,pre-season,ATL,5,2,3,48.0,14.6,2.4,4.6,33.2,17.0,1.8,6.6,36.8
2017-18,pre-season,CHA,5,2,3,48.0,18.0,5.8,2.2,40.0,16.6,5.2,5.4,38.0
2017-18,pre-season,DET,5,2,3,48.0,19.4,0.0,1.6,43.2,13.6,0.4,3.8,41.6
2017-18,pre-season,GSW,4,2,2,48.0,21.8,8.3,11.3,47.0,21.5,6.8,8.8,43.0
2017-18,pre-season,LAC,5,2,3,48.0,22.0,1.8,5.2,40.8,20.0,5.4,6.2,40.4
2017-18,pre-season,LAL,6,2,4,48.0,19.2,4.2,13.3,47.7,21.7,6.5,7.7,41.3
2017-18,pre-season,MIN,3,2,1,48.0,23.7,10.0,9.0,46.7,20.7,6.0,8.0,44.0
2017-18,pre-season,PHI,5,2,3,48.0,19.2,2.6,9.2,45.2,20.0,3.4,6.6,42.4
2017-18,pre-season,PHX,5,2,3,48.0,16.2,3.6,18.2,37.2,23.0,4.4,10.0,42.0
2017-18,pre-season,CLE,5,1,4,48.0,17.2,0.0,8.2,34.4,22.2,0.0,8.4,38.8
2017-18,pre-season,MIL,4,1,3,48.0,17.8,3.3,3.3,39.0,19.8,4.3,4.0,41.5
2017-18,pre-season,NOP,4,1,3,46.9,13.5,2.5,6.8,42.0,19.8,4.5,7.3,39.5
2017-18,pre-season,SAC,6,1,5,48.0,16.8,1.2,7.3,33.7,16.2,2.3,10.7,41.7
2017-18,pre-season,-,1,0,1,48.0,16.0,0.0,14.0,32.0,9.0,0.0,23.0,42.0
2017-18,pre-season,-,1,0,1,44.2,15.0,13.0,7.0,44.0,15.0,14.0,15.0,72.0
2017-18,pre-season,-,3,0,3,48.0,20.3,0.0,7.0,34.0,29.0,0.0,9.3,46.0
2017-18,pre-season,-,1,0,1,48.0,19.0,13.0,10.0,28.0,12.0,13.0,4.0,36.0
2017-18,pre-season,NYK,5,0,5,48.0,18.2,1.8,6.8,40.4,24.4,1.4,6.0,38.4
2017-18,pre-season,-,1,0,1,48.0,11.0,0.0,4.0,30.0,41.0,0.0,21.0,62.0
2017-18,pre-season,SAC,1,0,1,48.0,10.0,12.0,0.0,24.0,21.0,11.0,10.0,64.0
