SEASON,SEASON_TYPE,TEAM_ABB,TEAM_NAME,GP,W,L,W_PCT,TRAVEL,DOUBLE_DRIBBLE,DISCONTINUED_DRIBBLE,OFF_THREE_SEC,FIVE_SEC,EIGHT_SEC,SHOT_CLOCK,INBOUND,BACKCOURT,OFF_GOALTENDING,PALMING,OFF_FOUL,DEF_THREE_SEC,CHARGE,DELAY_OF_GAME,DEF_GOALTENDING,LANE,JUMP_BALL,KICKED_BALL
2015-16,Pre+Season,ATL,Atlanta Hawks,7,4,3,.571,5,0,1,2,0,0,2,0,0,0,0,1,3,7,2,0,1,0,6
2015-16,Pre+Season,Bauru Paschoalotto/Bauru,Bauru Paschoalotto/Bauru,2,0,2,.000,5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
2015-16,Pre+Season,BOS,Boston Celtics,7,6,1,.857,9,0,1,4,0,0,5,0,0,1,0,0,3,5,1,0,0,0,6
2015-16,Pre+Season,BKN,Brooklyn Nets,6,2,4,.333,3,0,0,1,0,0,0,0,0,0,0,0,3,6,0,0,0,0,1
2015-16,Pre+Season,CHA,Charlotte Hornets,8,7,1,.875,10,0,0,0,0,0,1,0,0,0,3,0,1,0,1,3,0,0,7
2015-16,Pre+Season,CHI,Chicago Bulls,8,4,4,.500,7,1,1,2,0,0,3,0,1,1,0,0,3,4,1,0,1,0,7
2015-16,Pre+Season,CLE,Cleveland Cavaliers,7,1,6,.143,10,0,0,2,0,0,4,0,0,0,1,0,1,3,2,3,0,1,1
2015-16,Pre+Season,DAL,Dallas Mavericks,7,0,7,.000,6,1,0,1,0,0,7,0,2,1,1,0,3,1,1,0,0,0,5
2015-16,Pre+Season,DEN,Denver Nuggets,7,4,3,.571,8,0,2,5,0,0,3,0,2,2,0,0,5,6,2,4,0,0,3
2015-16,Pre+Season,DET,Detroit Pistons,8,3,5,.375,9,1,1,1,0,0,8,0,0,1,2,1,2,7,3,2,0,0,3
2015-16,Pre+Season,Flamengo Flamengo,Flamengo Flamengo,1,0,1,.000,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2015-16,Pre+Season,GSW,Golden State Warriors,7,3,4,.429,4,0,0,1,0,0,3,0,1,0,2,0,5,3,0,0,0,0,2
2015-16,Pre+Season,Haifa Maccabi Haifa,Haifa Maccabi Haifa,2,0,2,.000,4,0,0,0,0,0,2,0,0,0,0,0,1,1,1,0,0,0,0
2015-16,Pre+Season,HOU,Houston Rockets,8,3,5,.375,13,0,0,2,0,0,5,0,1,0,0,0,2,10,4,5,0,0,1
2015-16,Pre+Season,IND,Indiana Pacers,7,5,2,.714,3,0,1,0,0,0,4,0,0,0,0,0,1,4,1,2,0,0,7
2015-16,Pre+Season,Istanbul Fenerbahce Sports Club,Istanbul Fenerbahce Sports Club,2,1,1,.500,0,0,1,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,1
2015-16,Pre+Season,LAC,LA Clippers,6,3,3,.500,5,0,0,0,0,0,2,2,2,0,2,0,2,5,3,1,0,0,5
2015-16,Pre+Season,LAL,Los Angeles Lakers,8,3,5,.375,5,1,1,1,0,0,3,0,0,2,0,0,3,5,4,2,0,0,2
2015-16,Pre+Season,Madrid Real Madrid,Madrid Real Madrid,1,0,1,.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2015-16,Pre+Season,MEM,Memphis Grizzlies,7,6,1,.857,8,0,0,3,0,0,4,0,0,0,0,0,0,4,1,1,0,0,5
2015-16,Pre+Season,MIA,Miami Heat,8,4,4,.500,9,0,2,1,0,0,4,0,1,0,0,0,1,2,3,2,0,0,6
2015-16,Pre+Season,Milano Olimpia Milano,Milano Olimpia Milano,1,0,1,.000,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
2015-16,Pre+Season,MIL,Milwaukee Bucks,6,2,4,.333,7,0,0,2,0,0,3,0,0,1,0,1,1,4,5,1,0,0,2
2015-16,Pre+Season,MIN,Minnesota Timberwolves,7,2,5,.286,8,1,0,1,0,0,5,1,1,0,0,0,3,4,1,5,1,0,7
2015-16,Pre+Season,NOP,New Orleans Pelicans,7,3,4,.429,4,0,0,1,0,0,2,0,0,0,0,0,1,5,2,4,0,0,4
2015-16,Pre+Season,NYK,New York Knicks,6,4,2,.667,5,1,1,2,0,0,7,0,0,0,0,0,2,1,3,1,0,0,3
2015-16,Pre+Season,OKC,Oklahoma City Thunder,6,5,1,.833,12,1,1,2,0,0,4,0,1,1,1,0,2,2,1,2,0,0,1
2015-16,Pre+Season,ORL,Orlando Magic,8,6,2,.750,10,0,1,2,0,0,4,1,1,0,0,0,5,4,0,3,0,0,5
2015-16,Pre+Season,PHI,Philadelphia 76ers,7,2,5,.286,14,0,1,2,0,0,5,0,1,0,3,1,1,13,1,1,0,0,3
2015-16,Pre+Season,PHX,Phoenix Suns,6,4,2,.667,5,0,0,1,0,0,3,0,0,0,0,0,2,4,2,0,0,0,5
2015-16,Pre+Season,POR,Portland Trail Blazers,7,3,4,.429,4,1,0,1,0,0,6,0,2,1,0,0,11,4,2,1,0,0,3
2015-16,Pre+Season,SAC,Sacramento Kings,6,5,1,.833,11,1,0,0,0,0,4,0,0,1,0,0,1,3,4,0,0,0,4
2015-16,Pre+Season,SAS,San Antonio Spurs,6,2,4,.333,5,1,0,2,0,0,1,0,1,1,0,0,1,5,2,0,0,0,1
2015-16,Pre+Season,TOR,Toronto Raptors,7,5,2,.714,7,2,0,2,0,0,5,1,1,0,1,0,3,6,0,3,0,0,5
2015-16,Pre+Season,UTA,Utah Jazz,7,3,4,.429,4,0,0,0,0,0,9,0,2,2,0,0,4,4,2,1,0,0,2
2015-16,Pre+Season,WAS,Washington Wizards,7,4,3,.571,7,0,1,0,0,0,2,0,0,0,0,0,1,5,1,1,0,0,7
2015-16,Playoffs,ATL,Atlanta Hawks,10,4,6,.400,7,0,0,1,0,0,7,0,2,0,0,0,0,4,1,4,0,0,8
2015-16,Playoffs,BOS,Boston Celtics,6,2,4,.333,2,0,0,1,0,0,3,0,1,0,0,0,1,5,3,0,0,0,0
2015-16,Playoffs,CHA,Charlotte Hornets,7,3,4,.429,4,0,0,1,0,0,5,0,2,0,0,0,0,7,1,1,0,2,1
2015-16,Playoffs,CLE,Cleveland Cavaliers,21,16,5,.762,8,0,0,1,0,0,18,0,2,2,0,0,1,15,0,1,0,0,8
2015-16,Playoffs,DAL,Dallas Mavericks,5,1,4,.200,1,0,0,0,0,0,3,0,0,0,0,0,1,2,1,0,0,0,0
2015-16,Playoffs,DET,Detroit Pistons,4,0,4,.000,2,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,1,0,0
2015-16,Playoffs,GSW,Golden State Warriors,24,15,9,.625,6,2,0,1,0,0,9,0,4,3,0,1,3,3,2,3,1,0,15
2015-16,Playoffs,HOU,Houston Rockets,5,1,4,.200,4,0,0,1,0,0,1,0,1,1,0,1,0,8,0,3,0,0,2
2015-16,Playoffs,IND,Indiana Pacers,7,3,4,.429,2,0,0,2,0,0,5,0,2,0,1,0,0,6,1,1,0,0,2
2015-16,Playoffs,LAC,LA Clippers,6,2,4,.333,0,0,0,1,0,0,2,0,1,0,0,0,0,2,0,0,0,0,0
2015-16,Playoffs,MEM,Memphis Grizzlies,4,0,4,.000,0,0,0,0,0,0,2,0,1,0,0,0,1,0,2,1,0,0,4
2015-16,Playoffs,MIA,Miami Heat,14,7,7,.500,9,0,0,2,0,0,13,0,0,0,0,1,0,8,1,5,0,1,4
2015-16,Playoffs,OKC,Oklahoma City Thunder,18,11,7,.611,5,0,1,1,0,0,8,0,0,0,0,1,1,15,2,3,0,0,4
2015-16,Playoffs,POR,Portland Trail Blazers,11,5,6,.455,1,0,0,1,0,0,6,0,1,0,0,1,1,6,1,7,0,0,1
2015-16,Playoffs,SAS,San Antonio Spurs,10,6,4,.600,4,0,0,4,0,0,13,0,0,0,0,0,3,1,0,2,0,0,2
2015-16,Playoffs,TOR,Toronto Raptors,20,10,10,.500,9,2,0,1,0,0,17,0,1,3,0,0,4,18,2,6,0,0,6
2016-17,Pre+Season,ATL,Atlanta Hawks,7,5,2,.714,7,2,0,2,0,0,3,0,0,0,0,0,2,5,1,2,0,0,4
2016-17,Pre+Season,Barcelona FC Barcelona Lassa,Barcelona FC Barcelona Lassa,1,0,1,.000,5,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1
2016-17,Pre+Season,BOS,Boston Celtics,7,5,2,.714,6,0,2,0,0,0,4,0,1,0,1,0,0,4,0,1,0,0,5
2016-17,Pre+Season,BKN,Brooklyn Nets,6,1,5,.167,5,0,0,1,0,1,1,0,0,0,0,1,4,3,0,2,0,0,4
2016-17,Pre+Season,Buenos Aires San Lorenzo,Buenos Aires San Lorenzo,1,0,1,.000,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2016-17,Pre+Season,CHA,Charlotte Hornets,7,3,4,.429,8,0,0,2,0,0,3,0,1,1,0,0,4,2,2,0,0,0,3
2016-17,Pre+Season,CHI,Chicago Bulls,7,3,4,.429,6,0,0,3,0,0,2,0,0,0,0,0,4,5,0,2,1,0,1
2016-17,Pre+Season,CLE,Cleveland Cavaliers,6,2,4,.333,1,1,0,0,0,0,3,0,0,0,0,1,0,4,0,0,0,0,4
2016-17,Pre+Season,DAL,Dallas Mavericks,7,2,5,.286,4,0,1,0,0,0,3,0,0,0,1,0,8,5,1,2,0,0,2
2016-17,Pre+Season,DEN,Denver Nuggets,8,4,4,.500,11,0,1,1,0,0,1,1,2,2,0,0,2,6,2,0,2,0,6
2016-17,Pre+Season,DET,Detroit Pistons,6,3,3,.500,4,0,0,3,0,0,2,0,0,0,0,0,4,5,1,3,0,0,0
2016-17,Pre+Season,GSW,Golden State Warriors,7,6,1,.857,6,0,0,1,0,0,3,0,0,1,0,0,4,1,3,0,1,0,8
2016-17,Pre+Season,Haifa Maccabi Haifa,Haifa Maccabi Haifa,1,0,1,.000,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0
2016-17,Pre+Season,HOU,Houston Rockets,7,5,2,.714,9,0,0,0,0,0,1,0,0,0,0,0,4,2,1,4,0,0,4
2016-17,Pre+Season,IND,Indiana Pacers,6,3,3,.500,6,0,0,0,0,0,1,0,0,0,0,0,4,1,1,2,0,0,1
2016-17,Pre+Season,LAC,LA Clippers,6,3,3,.500,4,0,1,2,0,0,5,0,0,1,0,0,2,1,3,1,0,0,4
2016-17,Pre+Season,LAL,Los Angeles Lakers,8,2,6,.250,6,1,0,2,0,0,3,0,0,1,0,1,3,0,2,1,1,0,8
2016-17,Pre+Season,Madrid Real Madrid,Madrid Real Madrid,1,1,0,1.000,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1
2016-17,Pre+Season,MEM,Memphis Grizzlies,6,4,2,.667,4,0,2,1,0,0,3,0,0,0,0,0,0,5,0,3,0,0,4
2016-17,Pre+Season,MIA,Miami Heat,8,4,4,.500,8,0,1,1,0,0,7,0,1,1,0,0,0,7,3,4,0,0,3
2016-17,Pre+Season,MIL,Milwaukee Bucks,6,3,3,.500,6,0,0,4,0,1,4,0,0,0,2,0,5,7,1,3,0,0,2
2016-17,Pre+Season,MIN,Minnesota Timberwolves,7,5,2,.714,19,1,1,4,0,0,5,0,0,0,1,0,3,9,1,2,0,0,10
2016-17,Pre+Season,NOP,New Orleans Pelicans,6,1,5,.167,9,0,0,0,0,0,2,0,0,0,0,0,2,8,0,4,0,0,6
2016-17,Pre+Season,NYK,New York Knicks,6,4,2,.667,8,0,0,0,0,0,3,0,0,0,0,1,3,2,2,2,0,0,4
2016-17,Pre+Season,OKC,Oklahoma City Thunder,6,3,3,.500,13,0,0,1,0,0,4,1,0,1,1,0,4,4,1,0,0,0,1
2016-17,Pre+Season,ORL,Orlando Magic,7,2,5,.286,9,1,1,2,0,0,4,0,1,0,0,1,4,2,1,0,0,0,4
2016-17,Pre+Season,PHI,Philadelphia 76ers,7,2,5,.286,9,0,0,1,0,0,5,0,1,0,1,0,3,4,1,1,1,0,1
2016-17,Pre+Season,PHX,Phoenix Suns,6,4,2,.667,10,1,0,2,0,0,2,0,0,0,0,0,8,4,1,1,1,0,4
2016-17,Pre+Season,POR,Portland Trail Blazers,7,4,3,.571,6,0,2,2,0,0,2,0,2,1,1,0,1,1,2,3,0,0,5
2016-17,Pre+Season,SAC,Sacramento Kings,6,3,3,.500,8,1,0,0,0,0,4,0,1,0,0,0,3,3,1,0,0,0,1
2016-17,Pre+Season,SAS,San Antonio Spurs,6,4,2,.667,9,0,0,2,0,0,3,0,0,0,1,0,3,2,0,1,0,0,2
2016-17,Pre+Season,Shanghai Shanghai Sharks,Shanghai Shanghai Sharks,1,0,1,.000,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
2016-17,Pre+Season,TOR,Toronto Raptors,7,4,3,.571,4,0,0,2,0,0,2,0,1,1,1,0,7,3,1,1,0,0,6
2016-17,Pre+Season,UTA,Utah Jazz,6,3,3,.500,11,0,0,2,0,0,5,0,1,0,0,0,3,2,0,0,0,0,1
2016-17,Pre+Season,WAS,Washington Wizards,7,4,3,.571,5,0,0,0,0,0,3,1,1,0,0,0,2,2,0,0,0,1,4
2016-17,Regular+Season,ATL,Atlanta Hawks,82,43,39,.524,58,2,6,22,0,0,42,1,9,9,1,1,20,48,17,23,1,0,38
2016-17,Regular+Season,BOS,Boston Celtics,82,53,29,.646,62,1,4,11,0,0,50,2,6,1,1,0,23,35,18,14,2,1,24
2016-17,Regular+Season,BKN,Brooklyn Nets,82,20,62,.244,72,3,7,9,2,0,42,0,8,1,2,0,23,67,13,6,2,1,30
2016-17,Regular+Season,CHA,Charlotte Hornets,82,36,46,.439,53,0,0,8,0,0,39,0,2,2,0,3,13,33,7,11,3,0,43
2016-17,Regular+Season,CHI,Chicago Bulls,82,41,41,.500,66,2,2,18,0,1,43,2,13,4,0,1,21,40,21,11,2,1,34
2016-17,Regular+Season,CLE,Cleveland Cavaliers,82,51,31,.622,47,2,2,5,0,1,37,1,6,1,4,3,9,56,13,11,0,0,35
2016-17,Regular+Season,DAL,Dallas Mavericks,82,33,49,.402,47,4,2,3,0,1,44,1,8,2,3,0,13,21,12,17,4,0,34
2016-17,Regular+Season,DEN,Denver Nuggets,82,40,42,.488,82,1,1,13,0,1,35,0,7,6,3,3,21,52,18,17,0,0,21
2016-17,Regular+Season,DET,Detroit Pistons,82,37,45,.451,47,2,1,19,0,0,38,1,5,7,2,0,28,28,28,22,0,0,20
2016-17,Regular+Season,GSW,Golden State Warriors,82,67,15,.817,55,1,2,12,1,1,27,1,3,0,5,2,20,34,19,28,1,0,55
2016-17,Regular+Season,HOU,Houston Rockets,82,55,27,.671,83,3,4,7,0,0,50,0,5,4,3,4,17,54,8,18,4,1,27
2016-17,Regular+Season,IND,Indiana Pacers,82,42,40,.512,50,4,2,12,0,0,39,1,16,3,0,1,20,44,14,10,2,0,25
2016-17,Regular+Season,LAC,LA Clippers,82,51,31,.622,37,6,3,10,0,1,38,1,7,4,1,4,21,25,26,12,2,0,28
2016-17,Regular+Season,LAL,Los Angeles Lakers,82,26,56,.317,68,6,6,11,0,4,40,1,8,1,1,0,18,48,29,19,5,1,34
2016-17,Regular+Season,MEM,Memphis Grizzlies,82,43,39,.524,62,1,1,5,0,2,36,0,7,2,3,2,19,42,34,13,1,0,48
2016-17,Regular+Season,MIA,Miami Heat,82,41,41,.500,72,1,4,16,0,1,60,1,6,10,4,1,11,42,13,28,2,0,25
2016-17,Regular+Season,MIL,Milwaukee Bucks,82,42,40,.512,79,7,2,10,0,0,48,0,3,6,6,3,31,62,18,25,6,2,34
2016-17,Regular+Season,MIN,Minnesota Timberwolves,82,31,51,.378,83,1,5,9,0,0,48,2,8,7,0,0,11,56,10,27,1,3,85
2016-17,Regular+Season,NOP,New Orleans Pelicans,82,34,48,.415,59,3,6,6,1,1,39,2,5,9,4,2,19,45,18,10,1,0,58
2016-17,Regular+Season,NYK,New York Knicks,82,31,51,.378,69,3,1,9,0,1,54,1,11,9,3,5,22,24,22,10,1,0,24
2016-17,Regular+Season,OKC,Oklahoma City Thunder,82,47,35,.573,70,2,3,20,0,0,29,0,3,6,0,3,12,56,13,24,4,1,40
2016-17,Regular+Season,ORL,Orlando Magic,82,29,53,.354,67,8,1,14,0,0,34,2,5,5,2,0,17,32,12,30,2,1,35
2016-17,Regular+Season,PHI,Philadelphia 76ers,82,28,54,.341,112,6,1,10,0,1,50,2,12,3,5,1,16,80,15,21,2,0,27
2016-17,Regular+Season,PHX,Phoenix Suns,82,24,58,.293,50,2,4,14,1,0,39,1,9,7,1,2,29,69,19,23,6,0,39
2016-17,Regular+Season,POR,Portland Trail Blazers,82,41,41,.500,60,0,1,11,1,0,44,1,6,6,2,3,24,49,15,20,2,0,18
2016-17,Regular+Season,SAC,Sacramento Kings,82,32,50,.390,54,4,1,4,0,1,41,0,9,3,1,1,9,41,20,12,6,0,38
2016-17,Regular+Season,SAS,San Antonio Spurs,82,61,21,.744,68,2,3,8,0,0,41,0,12,6,2,2,11,29,15,15,0,1,22
2016-17,Regular+Season,TOR,Toronto Raptors,82,51,31,.622,46,2,6,10,1,0,65,0,7,3,0,0,21,52,21,18,4,1,37
2016-17,Regular+Season,UTA,Utah Jazz,82,51,31,.622,70,1,2,14,0,1,55,0,8,5,1,1,20,42,9,14,3,0,31
2016-17,Regular+Season,WAS,Washington Wizards,82,49,33,.598,46,2,5,8,0,1,57,0,2,4,3,1,22,42,19,5,1,0,36
2016-17,Playoffs,ATL,Atlanta Hawks,6,2,4,.333,5,0,0,0,0,0,3,0,1,1,0,0,1,5,4,2,0,0,2
2016-17,Playoffs,BOS,Boston Celtics,18,9,9,.500,17,0,2,3,0,1,7,0,1,1,1,0,4,7,3,6,0,1,11
2016-17,Playoffs,CHI,Chicago Bulls,6,2,4,.333,4,0,0,1,0,0,8,0,0,0,0,0,0,4,1,1,0,0,2
2016-17,Playoffs,CLE,Cleveland Cavaliers,18,13,5,.722,8,0,0,1,0,0,5,0,0,0,0,0,4,7,2,7,0,0,5
2016-17,Playoffs,GSW,Golden State Warriors,17,16,1,.941,5,3,0,1,0,0,0,0,2,0,0,1,3,7,5,2,0,0,6
2016-17,Playoffs,HOU,Houston Rockets,11,6,5,.545,5,0,1,0,0,0,10,0,0,0,0,1,0,4,3,3,0,1,2
2016-17,Playoffs,IND,Indiana Pacers,4,0,4,.000,1,0,0,1,0,0,4,0,0,0,0,0,3,4,1,1,0,0,2
2016-17,Playoffs,LAC,LA Clippers,7,3,4,.429,5,1,0,2,0,0,3,0,1,0,0,1,0,1,2,1,0,0,1
2016-17,Playoffs,MEM,Memphis Grizzlies,6,2,4,.333,0,0,0,0,0,0,5,0,0,0,0,0,0,1,3,0,0,0,2
2016-17,Playoffs,MIL,Milwaukee Bucks,6,2,4,.333,4,0,0,0,0,0,1,0,0,0,0,1,1,6,0,2,0,0,2
2016-17,Playoffs,OKC,Oklahoma City Thunder,5,1,4,.200,3,0,0,0,0,1,0,0,0,0,0,0,0,2,2,2,0,0,0
2016-17,Playoffs,POR,Portland Trail Blazers,4,0,4,.000,1,0,0,1,0,0,2,0,0,0,0,0,0,2,1,0,0,0,1
2016-17,Playoffs,SAS,San Antonio Spurs,16,8,8,.500,6,1,0,1,0,0,11,0,2,2,0,1,2,8,1,6,0,0,4
2016-17,Playoffs,TOR,Toronto Raptors,10,4,6,.400,3,1,0,2,0,0,7,0,1,1,0,0,3,5,1,5,0,0,3
2016-17,Playoffs,UTA,Utah Jazz,11,4,7,.364,4,0,1,0,0,0,14,0,0,0,0,0,1,3,1,0,0,0,5
2016-17,Playoffs,WAS,Washington Wizards,13,7,6,.538,7,0,1,3,0,0,9,0,1,0,0,0,0,14,3,5,0,0,5
2016-17,All+Star,East NBA All Stars East,East NBA All Stars East,1,0,1,.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-17,All+Star,West NBA All Stars West,West NBA All Stars West,1,1,0,1.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Pre+Season,ATL,Atlanta Hawks,5,2,3,.400,12,0,0,1,0,0,1,1,1,0,0,10,0,6,0,0,0,0,1
2017-18,Pre+Season,BOS,Boston Celtics,4,4,0,1.000,8,0,1,0,0,0,3,0,0,0,1,11,0,9,0,1,0,0,1
2017-18,Pre+Season,Brisbane Bullets,Brisbane Bullets,1,0,1,.000,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2017-18,Pre+Season,BKN,Brooklyn Nets,4,3,1,.750,11,0,0,1,0,0,2,0,1,0,0,7,0,2,0,0,0,0,1
2017-18,Pre+Season,CHA,Charlotte Hornets,5,2,3,.400,15,0,0,1,1,0,1,0,1,0,0,10,0,5,0,1,0,0,1
2017-18,Pre+Season,CHI,Chicago Bulls,6,3,3,.500,8,0,1,0,0,0,2,1,0,1,0,18,4,10,0,1,0,0,1
2017-18,Pre+Season,CLE,Cleveland Cavaliers,5,1,4,.200,7,0,0,0,0,0,2,1,0,1,0,22,1,9,0,0,1,0,3
2017-18,Pre+Season,DAL,Dallas Mavericks,6,4,2,.667,9,0,1,1,0,1,5,0,1,0,0,8,3,2,0,1,0,0,1
2017-18,Pre+Season,DEN,Denver Nuggets,5,3,2,.600,9,0,0,2,0,0,3,0,0,0,0,9,3,5,0,1,1,0,2
2017-18,Pre+Season,DET,Detroit Pistons,5,2,3,.400,9,0,0,1,0,0,2,0,0,1,0,3,1,2,0,0,0,0,0
2017-18,Pre+Season,GSW,Golden State Warriors,4,2,2,.500,10,0,0,4,0,0,0,0,0,0,0,7,1,4,0,1,0,0,4
2017-18,Pre+Season,Guangzhou Long-Lions,Guangzhou Long-Lions,1,0,1,.000,0,0,0,0,0,0,2,0,0,0,0,2,0,2,0,0,0,0,0
2017-18,Pre+Season,Haifa Maccabi Haifa,Haifa Maccabi Haifa,3,0,3,.000,7,1,0,2,0,0,1,0,0,0,0,4,0,1,0,0,0,0,1
2017-18,Pre+Season,HOU,Houston Rockets,5,4,1,.800,13,1,0,1,0,0,1,0,1,0,0,13,1,2,0,0,0,0,1
2017-18,Pre+Season,IND,Indiana Pacers,4,3,1,.750,5,0,0,0,0,0,1,0,0,0,0,5,1,3,0,3,0,0,2
