SEASON,SEASON_TYPE,TEAM_ABB,TEAM_NAME,GP,W,L,W_PCT,TRAVEL,DOUBLE_DRIBBLE,DISCONTINUED_DRIBBLE,OFF_THREE_SEC,FIVE_SEC,EIGHT_SEC,SHOT_CLOCK,INBOUND,BACKCOURT,OFF_GOALTENDING,PALMING,OFF_FOUL,DEF_THREE_SEC,CHARGE,DELAY_OF_GAME,DEF_GOALTENDING,LANE,JUMP_BALL,KICKED_BALL
2024-25,Pre+Season,CLE,Cleveland Cavaliers,4,0,4,.000,1,0,0,0,0,0,1,0,0,1,0,4,0,0,0,0,0,0,2
2024-25,Pre+Season,DAL,Dallas Mavericks,4,1,3,.250,1,0,0,0,0,0,2,1,0,1,0,7,0,1,1,1,1,0,0
2024-25,Pre+Season,DEN,Denver Nuggets,5,1,4,.200,4,0,0,0,0,0,3,1,0,1,0,14,1,3,1,0,1,0,1
2024-25,Pre+Season,DET,Detroit Pistons,5,3,2,.600,6,0,0,0,0,0,6,0,0,0,0,9,1,2,0,2,0,0,1
2024-25,Pre+Season,GSW,Golden State Warriors,6,6,0,1.000,3,0,0,0,0,0,4,0,0,0,0,16,1,2,0,0,0,0,0
2024-25,Pre+Season,HOU,Houston Rockets,4,3,1,.750,5,2,0,0,0,0,2,0,2,0,0,7,1,1,2,2,0,0,0
2024-25,Pre+Season,IND,Indiana Pacers,4,2,2,.500,4,0,1,0,0,0,0,0,0,1,0,7,0,2,0,3,0,0,2
2024-25,Pre+Season,LAC,LA Clippers,5,4,1,.800,1,0,0,0,1,0,7,0,1,0,0,9,2,4,3,1,1,0,0
2024-25,Pre+Season,LAL,Los Angeles Lakers,6,2,4,.333,5,0,1,0,1,0,3,0,0,0,1,12,0,4,3,2,0,0,2
2024-25,Pre+Season,MEM,Memphis Grizzlies,5,3,2,.600,6,0,0,1,0,0,0,0,1,0,0,14,3,6,1,4,0,0,2
2024-25,Pre+Season,MIA,Miami Heat,5,4,1,.800,1,0,0,0,0,1,5,0,0,0,0,9,0,3,3,2,0,0,7
2024-25,Pre+Season,MIL,Milwaukee Bucks,4,1,3,.250,3,0,0,0,0,0,3,0,2,0,2,9,0,1,1,3,0,0,1
2024-25,Pre+Season,MIN,Minnesota Timberwolves,5,2,3,.400,3,1,3,1,0,0,2,0,1,0,0,8,1,0,3,2,0,0,7
2024-25,Pre+Season,NOP,New Orleans Pelicans,3,1,2,.333,2,1,0,0,0,0,1,0,0,1,0,5,1,1,0,0,0,0,0
2024-25,Pre+Season,NYK,New York Knicks,5,4,1,.800,2,0,0,1,0,0,7,0,1,0,0,7,0,0,2,0,0,0,2
2024-25,Pre+Season,New Zealand Breakers,New Zealand Breakers,3,0,3,.000,1,0,0,0,0,0,3,0,0,0,0,7,2,1,1,1,0,0,2
2024-25,Pre+Season,OKC,Oklahoma City Thunder,5,4,1,.800,5,0,0,0,0,0,1,0,2,0,0,7,4,1,1,0,0,0,5
2024-25,Pre+Season,ORL,Orlando Magic,3,1,2,.333,4,0,1,0,0,0,3,0,0,0,0,3,0,0,0,1,1,0,0
2024-25,Pre+Season,PHI,Philadelphia 76ers,6,3,3,.500,4,0,0,0,0,0,4,0,0,0,0,17,3,3,1,1,0,0,4
2024-25,Pre+Season,PHX,Phoenix Suns,5,3,2,.600,4,0,0,1,0,0,2,0,2,0,1,3,1,0,0,2,0,0,0
2024-25,Pre+Season,POR,Portland Trail Blazers,4,3,1,.750,9,0,0,0,0,0,6,0,0,0,0,8,0,0,0,0,0,0,2
2024-25,Pre+Season,Ratiopharm Ulm,Ratiopharm Ulm,1,0,1,.000,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1
2024-25,Pre+Season,SAC,Sacramento Kings,5,0,5,.000,5,0,0,1,0,0,3,0,2,0,0,14,0,3,2,1,0,0,0
2024-25,Pre+Season,SAS,San Antonio Spurs,5,2,3,.400,7,0,0,0,0,0,2,0,1,0,0,7,1,4,0,0,0,0,2
2024-25,Pre+Season,TOR,Toronto Raptors,5,3,2,.600,3,0,0,0,0,0,4,0,1,1,0,9,0,0,1,2,0,0,2
2024-25,Pre+Season,UTA,Utah Jazz,6,4,2,.667,7,0,1,0,0,2,6,0,3,0,1,11,0,2,2,2,0,0,1
2024-25,Pre+Season,WAS,Washington Wizards,5,2,3,.400,9,0,0,0,0,0,1,0,0,0,1,17,2,3,1,0,0,0,1
2024-25,Regular+Season,ATL,Atlanta Hawks,82,40,42,.488,72,2,1,3,3,1,63,0,8,7,1,84,12,23,24,9,1,0,39
2024-25,Regular+Season,BOS,Boston Celtics,82,61,21,.744,40,1,0,3,2,0,40,0,12,3,1,114,7,23,21,15,1,0,20
2024-25,Regular+Season,BKN,Brooklyn Nets,82,26,56,.317,58,2,3,8,0,5,101,2,5,3,4,140,20,31,24,33,4,1,37
2024-25,Regular+Season,CHA,Charlotte Hornets,82,19,63,.232,66,4,2,1,2,3,47,0,6,4,0,137,14,17,19,25,0,0,26
2024-25,Regular+Season,CHI,Chicago Bulls,82,39,43,.476,72,4,1,3,3,3,54,2,13,5,2,84,3,27,18,12,1,0,28
2024-25,Regular+Season,CLE,Cleveland Cavaliers,82,64,18,.780,66,2,1,1,2,2,50,1,10,4,3,83,15,16,18,7,0,0,35
2024-25,Regular+Season,DAL,Dallas Mavericks,82,39,43,.476,51,2,2,4,1,0,59,2,6,1,3,115,11,34,10,26,0,0,33
2024-25,Regular+Season,DEN,Denver Nuggets,82,50,32,.610,43,2,0,0,0,0,58,1,7,6,0,109,3,37,19,17,1,0,29
2024-25,Regular+Season,DET,Detroit Pistons,82,44,38,.537,38,6,4,2,0,1,62,1,11,1,2,133,15,26,15,22,2,0,16
2024-25,Regular+Season,GSW,Golden State Warriors,82,48,34,.585,34,0,1,1,2,4,64,0,7,0,0,131,12,26,22,12,1,0,25
2024-25,Regular+Season,HOU,Houston Rockets,82,52,30,.634,58,1,0,7,5,3,62,1,4,4,3,129,4,45,25,21,4,0,33
2024-25,Regular+Season,IND,Indiana Pacers,82,50,32,.610,44,2,4,6,0,2,79,1,11,5,2,126,9,31,12,28,0,2,23
2024-25,Regular+Season,LAC,LA Clippers,82,50,32,.610,39,4,1,2,1,1,85,1,13,4,3,126,9,23,18,13,1,1,24
2024-25,Regular+Season,LAL,Los Angeles Lakers,82,50,32,.610,31,5,1,2,4,3,63,0,7,5,2,100,9,20,11,15,2,0,44
2024-25,Regular+Season,MEM,Memphis Grizzlies,82,48,34,.585,81,2,0,13,5,2,51,3,4,6,6,124,11,27,21,16,1,0,26
2024-25,Regular+Season,MIA,Miami Heat,82,37,45,.451,46,2,3,3,1,4,72,2,11,8,1,86,7,22,10,29,2,1,47
2024-25,Regular+Season,MIL,Milwaukee Bucks,82,48,34,.585,68,2,1,8,1,1,47,1,6,4,3,136,18,24,15,15,4,0,26
2024-25,Regular+Season,MIN,Minnesota Timberwolves,82,49,33,.598,55,1,6,4,2,4,53,1,9,3,0,113,8,33,28,20,3,0,52
2024-25,Regular+Season,NOP,New Orleans Pelicans,82,21,61,.256,32,3,1,4,1,2,55,0,11,5,0,101,6,26,19,38,3,1,41
2024-25,Regular+Season,NYK,New York Knicks,82,51,31,.622,47,1,1,5,3,4,82,0,2,3,3,109,8,26,28,10,1,1,49
2024-25,Regular+Season,OKC,Oklahoma City Thunder,82,68,14,.829,33,1,0,2,2,0,56,0,7,5,2,85,10,19,13,10,1,0,30
2024-25,Regular+Season,ORL,Orlando Magic,82,41,41,.500,49,2,0,2,4,4,84,0,8,7,3,125,6,35,22,23,1,0,35
2024-25,Regular+Season,PHI,Philadelphia 76ers,82,24,58,.293,59,4,2,6,4,3,57,3,14,2,2,127,10,40,14,21,2,1,24
2024-25,Regular+Season,PHX,Phoenix Suns,82,36,46,.439,39,1,0,0,1,2,64,0,12,2,2,120,11,18,10,18,2,1,18
2024-25,Regular+Season,POR,Portland Trail Blazers,82,36,46,.439,46,10,0,3,1,2,66,0,8,8,5,118,13,36,20,14,2,0,31
2024-25,Regular+Season,SAC,Sacramento Kings,82,40,42,.488,39,2,1,6,0,0,56,0,5,1,0,116,10,21,11,15,0,0,31
2024-25,Regular+Season,SAS,San Antonio Spurs,82,34,48,.415,58,3,2,2,2,1,48,1,8,5,0,90,11,29,10,30,1,0,33
2024-25,Regular+Season,TOR,Toronto Raptors,82,30,52,.366,58,1,1,6,3,0,50,1,13,2,0,111,9,27,11,15,2,1,40
2024-25,Regular+Season,UTA,Utah Jazz,82,17,65,.207,67,3,4,5,6,3,52,2,12,7,3,136,8,24,17,24,2,0,25
2024-25,Regular+Season,WAS,Washington Wizards,82,18,64,.220,63,1,1,2,4,1,48,0,11,7,5,123,15,21,10,24,2,0,37
2024-25,All+Star,-,-,2,1,1,.500,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2024-25,All+Star,-,-,2,2,0,1.000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-25,All+Star,-,-,1,0,1,.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-25,All+Star,-,-,1,0,1,.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-25,IST,ATL,Atlanta Hawks,6,4,2,.667,6,0,0,0,0,0,4,0,0,0,0,6,1,1,0,2,0,0,6
2024-25,IST,BOS,Boston Celtics,4,3,1,.750,3,0,0,0,0,0,0,0,0,0,0,9,1,2,2,2,0,0,1
2024-25,IST,BKN,Brooklyn Nets,4,1,3,.250,0,0,0,0,0,0,2,0,0,0,0,6,1,2,2,0,0,0,0
2024-25,IST,CHA,Charlotte Hornets,4,0,4,.000,4,2,0,0,0,0,8,0,0,0,0,14,3,3,3,3,0,0,1
2024-25,IST,CHI,Chicago Bulls,4,2,2,.500,4,0,0,0,0,0,1,0,1,0,0,3,0,1,1,2,0,0,2
2024-25,IST,CLE,Cleveland Cavaliers,4,2,2,.500,4,0,0,0,0,0,0,0,0,0,0,5,1,1,1,1,0,0,4
2024-25,IST,DAL,Dallas Mavericks,5,3,2,.600,0,0,0,0,0,0,3,0,2,0,0,11,1,3,0,1,0,0,4
2024-25,IST,DEN,Denver Nuggets,4,2,2,.500,2,0,0,0,0,0,4,0,0,1,0,6,0,3,1,2,0,0,2
2024-25,IST,DET,Detroit Pistons,4,3,1,.750,2,0,0,0,0,0,1,0,3,0,0,7,0,1,0,2,0,0,1
2024-25,IST,GSW,Golden State Warriors,5,3,2,.600,2,0,0,0,0,1,9,0,0,0,0,9,1,2,1,1,0,0,2
2024-25,IST,HOU,Houston Rockets,6,4,2,.667,3,0,0,0,0,1,3,0,1,0,0,14,0,5,3,0,0,0,2
2024-25,IST,IND,Indiana Pacers,4,0,4,.000,4,0,0,0,0,1,1,0,1,1,0,7,1,1,0,0,0,0,0
2024-25,IST,LAC,LA Clippers,4,2,2,.500,4,1,0,0,0,0,2,0,0,1,0,10,0,3,1,0,0,0,0
2024-25,IST,LAL,Los Angeles Lakers,4,2,2,.500,2,1,0,0,0,0,2,0,1,1,0,4,0,1,1,0,1,0,1
2024-25,IST,MEM,Memphis Grizzlies,4,1,3,.250,2,0,0,0,0,0,1,1,0,0,1,10,0,5,0,0,0,0,2
2024-25,IST,MIA,Miami Heat,4,2,2,.500,2,0,0,0,0,0,3,1,0,0,0,4,0,2,1,2,0,0,4
2024-25,IST,MIL,Milwaukee Bucks,7,7,0,1.000,8,0,0,1,0,0,10,0,0,0,0,13,1,2,1,2,0,0,3
2024-25,IST,MIN,Minnesota Timberwolves,4,2,2,.500,1,0,0,0,0,1,2,0,0,0,0,8,0,3,1,1,0,0,2
2024-25,IST,NOP,New Orleans Pelicans,4,1,3,.250,1,0,0,1,0,0,3,0,1,0,0,6,0,0,0,2,0,0,0
2024-25,IST,NYK,New York Knicks,5,4,1,.800,8,0,0,0,0,0,7,0,0,1,0,9,0,0,1,0,0,0,1
2024-25,IST,OKC,Oklahoma City Thunder,7,5,2,.714,5,0,0,0,0,0,4,0,0,1,0,5,1,0,2,0,0,0,1
2024-25,IST,ORL,Orlando Magic,5,3,2,.600,5,0,0,1,0,0,3,0,0,1,1,13,1,2,2,3,0,0,2
2024-25,IST,PHI,Philadelphia 76ers,4,2,2,.500,3,0,0,0,1,0,4,0,0,0,0,11,1,4,0,0,0,1,0
2024-25,IST,PHX,Phoenix Suns,4,3,1,.750,2,0,0,0,0,0,7,0,0,0,0,7,2,2,0,0,0,0,1
2024-25,IST,POR,Portland Trail Blazers,4,2,2,.500,3,0,0,0,0,0,6,0,0,0,0,3,0,1,1,3,0,0,1
2024-25,IST,SAC,Sacramento Kings,4,1,3,.250,3,0,0,0,0,0,0,0,0,0,0,5,0,1,1,2,0,0,1
2024-25,IST,SAS,San Antonio Spurs,4,2,2,.500,1,0,0,0,0,0,0,0,0,1,0,5,2,3,0,1,0,0,1
2024-25,IST,TOR,Toronto Raptors,4,1,3,.250,5,1,0,1,0,0,3,0,1,0,0,8,0,2,2,1,0,0,2
2024-25,IST,UTA,Utah Jazz,4,0,4,.000,3,0,0,0,0,0,5,1,0,0,0,7,0,2,1,2,0,0,2
2024-25,IST,WAS,Washington Wizards,4,0,4,.000,7,0,0,1,0,0,5,0,0,0,0,7,0,1,0,1,0,0,0
2025-26,Pre+Season,ATL,Atlanta Hawks,4,2,2,.500,3,0,0,0,0,0,3,1,2,0,0,9,0,2,2,1,0,0,2
2025-26,Pre+Season,BOS,Boston Celtics,4,3,1,.750,3,0,1,0,1,1,3,1,1,0,0,13,0,0,1,1,0,0,3
2025-26,Pre+Season,BKN,Brooklyn Nets,4,2,2,.500,6,1,0,0,0,0,5,0,1,0,1,10,0,2,3,2,1,0,0
2025-26,Pre+Season,CHA,Charlotte Hornets,5,2,3,.400,3,0,0,0,0,0,1,0,1,2,0,16,0,4,1,0,0,0,5
2025-26,Pre+Season,CHI,Chicago Bulls,5,3,2,.600,9,0,1,0,0,0,3,0,0,0,0,10,0,4,0,0,0,0,4
2025-26,Pre+Season,CLE,Cleveland Cavaliers,4,1,3,.250,4,0,0,0,0,0,3,0,2,0,0,3,0,0,2,0,0,0,4
2025-26,Pre+Season,DAL,Dallas Mavericks,4,3,1,.750,4,0,0,0,0,0,4,0,1,0,0,7,1,1,1,0,0,0,0
2025-26,Pre+Season,DEN,Denver Nuggets,5,3,2,.600,1,0,0,0,0,0,3,0,1,0,0,22,1,6,1,0,0,1,2
2025-26,Pre+Season,DET,Detroit Pistons,4,2,2,.500,6,0,0,1,0,1,2,0,0,0,1,12,0,2,1,0,0,0,4
2025-26,Pre+Season,GSW,Golden State Warriors,5,3,2,.600,9,0,0,0,0,0,5,0,2,0,0,12,0,1,2,1,0,0,1
2025-26,Pre+Season,Guangzhou Loong-Lions,Guangzhou Loong-Lions,3,0,3,.000,3,0,1,0,0,0,4,0,1,1,0,5,1,0,0,0,0,1,2
2025-26,Pre+Season,Hapoel Jerusalem B.C.,Hapoel Jerusalem B.C.,1,0,1,.000,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
2025-26,Pre+Season,HOU,Houston Rockets,4,4,0,1.000,1,0,0,0,0,0,2,0,0,0,1,7,0,1,0,1,0,0,4
2025-26,Pre+Season,IND,Indiana Pacers,4,2,2,.500,1,0,1,2,0,0,2,0,1,0,0,10,0,3,3,5,0,0,1
2025-26,Pre+Season,LAC,LA Clippers,4,3,1,.750,5,1,0,1,0,0,0,0,0,1,0,8,2,1,2,0,0,0,2
2025-26,Pre+Season,LAL,Los Angeles Lakers,6,1,5,.167,8,0,1,1,1,0,5,0,1,1,0,13,0,2,1,2,0,0,2
2025-26,Pre+Season,Melbourne United,Melbourne United,1,0,1,.000,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0
2025-26,Pre+Season,MEM,Memphis Grizzlies,5,1,4,.200,4,1,0,1,0,0,3,0,2,0,0,16,2,2,5,0,0,0,2
2025-26,Pre+Season,MIA,Miami Heat,6,0,6,.000,6,0,1,0,0,0,2,0,1,0,0,10,0,4,1,1,1,0,5
2025-26,Pre+Season,MIL,Milwaukee Bucks,4,3,1,.750,2,0,0,0,0,0,4,0,0,0,0,8,1,3,1,2,0,0,0
2025-26,Pre+Season,MIN,Minnesota Timberwolves,6,2,4,.333,4,0,0,0,0,0,3,0,1,1,0,18,1,7,4,0,0,0,2
2025-26,Pre+Season,NOP,New Orleans Pelicans,4,2,2,.500,3,0,0,0,0,0,0,0,0,1,0,9,0,5,2,1,0,0,4
2025-26,Pre+Season,NYK,New York Knicks,5,4,1,.800,2,1,0,0,0,0,3,2,1,0,0,9,1,1,3,1,1,0,0
2025-26,Pre+Season,OKC,Oklahoma City Thunder,6,4,2,.667,5,0,0,0,0,0,6,0,0,0,0,12,3,5,1,2,0,0,3
2025-26,Pre+Season,ORL,Orlando Magic,4,4,0,1.000,5,0,0,0,0,0,3,0,0,0,1,12,1,0,1,0,0,0,2
2025-26,Pre+Season,PHI,Philadelphia 76ers,4,1,3,.250,3,1,0,0,0,0,4,0,0,0,0,10,0,2,1,0,0,0,1
2025-26,Pre+Season,PHX,Phoenix Suns,4,3,1,.750,4,0,0,0,1,0,3,0,2,0,0,12,0,3,1,1,0,0,1
2025-26,Pre+Season,POR,Portland Trail Blazers,4,1,3,.250,4,0,0,0,1,0,2,0,1,0,1,15,1,4,1,1,0,0,0
2025-26,Pre+Season,SAC,Sacramento Kings,4,1,3,.250,4,0,0,0,0,0,4,0,0,0,0,13,0,1,2,1,0,0,1
2025-26,Pre+Season,SAS,San Antonio Spurs,5,5,0,1.000,7,1,0,0,0,0,2,0,2,0,0,12,1,4,1,1,0,0,4
2025-26,Pre+Season,South East Melbourne Phoenix,South East Melbourne Phoenix,1,0,1,.000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
2025-26,Pre+Season,TOR,Toronto Raptors,6,4,2,.667,3,0,0,0,1,0,5,0,0,0,0,13,1,4,2,2,0,0,1
2025-26,Pre+Season,UTA,Utah Jazz,4,1,3,.250,6,0,0,0,0,0,2,0,1,0,0,4,4,2,0,3,0,0,1
2025-26,Pre+Season,WAS,Washington Wizards,3,1,2,.333,4,0,0,0,0,0,2,0,0,0,0,7,1,3,2,0,0,0,3
2025-26,Regular+Season,ATL,Atlanta Hawks,39,18,21,.462,37,0,2,1,2,0,38,0,6,2,0,53,4,11,9,5,2,0,22
2025-26,Regular+Season,BOS,Boston Celtics,36,23,13,.639,26,0,3,2,3,1,24,0,6,2,0,68,4,11,4,3,1,0,7
2025-26,Regular+Season,BKN,Brooklyn Nets,34,11,23,.324,33,3,1,4,0,1,28,0,1,2,2,51,19,10,12,10,1,1,7
2025-26,Regular+Season,CHA,Charlotte Hornets,37,13,24,.351,24,4,2,4,1,0,30,1,6,3,2,73,3,10,8,15,3,0,14
2025-26,Regular+Season,CHI,Chicago Bulls,37,17,20,.459,25,1,1,1,1,1,23,0,3,0,0,36,4,12,4,11,1,0,21
2025-26,Regular+Season,CLE,Cleveland Cavaliers,38,21,17,.553,19,1,0,2,0,1,22,0,4,2,1,47,6,6,9,5,4,0,14
2025-26,Regular+Season,DAL,Dallas Mavericks,37,14,23,.378,21,1,0,4,0,1,21,1,4,1,0,56,6,9,9,16,2,0,15
2025-26,Regular+Season,DEN,Denver Nuggets,37,25,12,.676,20,0,1,3,1,1,27,0,4,1,1,56,16,14,3,4,0,1,14
2025-26,Regular+Season,DET,Detroit Pistons,37,28,9,.757,18,3,0,3,0,0,34,1,8,5,0,59,7,8,9,8,0,0,10
2025-26,Regular+Season,GSW,Golden State Warriors,38,20,18,.526,21,1,0,1,0,1,23,0,4,2,0,74,4,6,12,11,1,0,6
2025-26,Regular+Season,HOU,Houston Rockets,34,22,12,.647,16,1,2,3,2,3,32,0,5,2,0,54,4,11,14,4,5,0,14
2025-26,Regular+Season,IND,Indiana Pacers,37,6,31,.162,26,2,2,0,2,1,20,0,6,3,1,72,3,15,9,10,3,0,9
2025-26,Regular+Season,LAC,LA Clippers,36,13,23,.361,20,2,1,3,3,1,32,1,4,1,0,71,5,10,6,4,1,0,19
2025-26,Regular+Season,LAL,Los Angeles Lakers,35,23,12,.657,13,2,0,8,1,2,20,2,3,4,1,57,1,6,12,7,0,0,10
2025-26,Regular+Season,MEM,Memphis Grizzlies,37,16,21,.432,16,2,0,6,0,2,15,1,8,2,1,72,0,14,12,11,3,0,13
2025-26,Regular+Season,MIA,Miami Heat,37,20,17,.541,25,1,1,2,1,1,20,0,5,5,0,37,1,13,4,16,1,0,14
2025-26,Regular+Season,MIL,Milwaukee Bucks,37,16,21,.432,23,1,0,3,2,1,22,0,4,2,2,71,6,10,10,3,5,0,14
2025-26,Regular+Season,MIN,Minnesota Timberwolves,37,24,13,.649,18,1,3,2,1,1,24,0,6,1,0,56,3,11,17,10,1,1,16
2025-26,Regular+Season,NOP,New Orleans Pelicans,39,8,31,.205,10,2,3,0,1,0,36,0,3,3,1,64,2,30,15,11,1,1,13
2025-26,Regular+Season,NYK,New York Knicks,37,24,13,.649,24,1,0,2,1,1,21,0,7,2,0,78,4,15,9,6,2,0,12
2025-26,Regular+Season,OKC,Oklahoma City Thunder,38,31,7,.816,15,2,0,1,0,0,24,0,4,3,2,58,0,11,5,9,2,0,16
2025-26,Regular+Season,ORL,Orlando Magic,38,21,17,.553,26,0,2,2,0,0,15,0,6,2,2,56,2,17,9,15,1,0,16
2025-26,Regular+Season,PHI,Philadelphia 76ers,35,20,15,.571,24,3,0,2,0,0,20,0,6,5,0,52,4,12,9,15,2,0,8
2025-26,Regular+Season,PHX,Phoenix Suns,37,22,15,.595,21,3,0,1,0,1,29,0,4,3,1,85,6,16,15,16,1,1,22
2025-26,Regular+Season,POR,Portland Trail Blazers,38,18,20,.474,13,0,0,0,1,0,31,2,3,4,2,57,11,15,6,5,1,0,11
2025-26,Regular+Season,SAC,Sacramento Kings,37,8,29,.216,17,2,0,3,0,0,18,0,2,2,2,42,3,8,9,8,1,1,14
2025-26,Regular+Season,SAS,San Antonio Spurs,37,26,11,.703,19,1,2,0,1,0,21,0,1,1,2,57,11,23,8,8,1,0,14
2025-26,Regular+Season,TOR,Toronto Raptors,38,23,15,.605,29,1,1,1,2,1,24,0,2,1,4,55,3,12,4,8,2,0,16
2025-26,Regular+Season,UTA,Utah Jazz,36,12,24,.333,19,2,0,0,0,0,13,0,6,1,1,80,9,17,7,3,0,0,13
2025-26,Regular+Season,WAS,Washington Wizards,36,10,26,.278,20,1,1,0,0,2,12,2,4,2,0,50,8,6,1,18,1,0,14
