SEASON,SEASON_TYPE,TEAM_ABB,TEAM_NAME,GP,W,L,MIN,TOUCHES,ELBOW_TOUCHES,ELBOW_TOUCH_FGM,ELBOW_TOUCH_FGA,ELBOW_TOUCH_FG_PCT,ELBOW_TOUCH_FTM,ELBOW_TOUCH_FTA,ELBOW_TOUCH_FT_PCT,ELBOW_TOUCH_PTS,ELBOW_TOUCH_PTS_PCT,ELBOW_TOUCH_PASSES,ELBOW_TOUCH_PASSES_PCT,ELBOW_TOUCH_AST,ELBOW_TOUCH_AST_PCT,ELBOW_TOUCH_TOV,ELBOW_TOUCH_TOV_PCT,ELBOW_TOUCH_FOULS,ELBOW_TOUCH_FOULS_PCT
2015-16,Regular+Season,ATL,Atlanta Hawks,82,48,34,241.8,442.7,15.7,2.5,4.7,53.6,0.8,1.0,83.8,6.0,38.0,9.4,60.0,1.4,14.6,0.7,4.7,0.4,2.6
2015-16,Regular+Season,BOS,Boston Celtics,81,47,34,241.2,439.4,13.0,2.7,5.1,53.6,0.9,1.3,73.5,6.5,50.5,6.6,50.6,1.0,16.0,0.4,3.2,0.6,4.7
2015-16,Regular+Season,BKN,Brooklyn Nets,82,21,61,240.9,409.9,19.5,4.4,8.4,52.5,1.4,2.0,73.3,10.5,54.0,8.8,44.9,1.4,15.8,1.0,5.2,0.9,4.5
2015-16,Regular+Season,CHA,Charlotte Hornets,82,48,34,242.1,414.1,13.0,2.2,4.1,53.7,1.3,1.7,77.9,5.9,45.5,7.4,56.9,1.0,13.1,0.5,3.6,0.8,5.9
2015-16,Regular+Season,CHI,Chicago Bulls,82,42,40,242.7,428.5,13.9,2.8,5.4,51.4,0.9,1.3,73.1,6.5,47.1,7.1,50.7,1.1,15.2,0.6,4.2,0.5,3.8
2015-16,Regular+Season,CLE,Cleveland Cavaliers,82,57,25,242.1,414.8,12.8,2.2,3.8,57.7,1.0,1.2,77.5,5.5,43.1,7.2,56.3,0.9,13.0,0.7,5.1,0.6,5.0
2015-16,Regular+Season,DAL,Dallas Mavericks,82,42,40,244.0,449.6,17.7,2.4,4.8,50.5,1.3,1.8,69.6,6.2,35.0,10.6,59.9,1.3,12.0,0.9,5.2,0.8,4.4
2015-16,Regular+Season,DEN,Denver Nuggets,82,33,49,241.8,411.1,14.9,3.1,6.0,51.8,1.4,1.9,75.0,7.8,52.3,7.0,47.0,1.1,15.7,0.7,4.5,0.9,5.7
2015-16,Regular+Season,DET,Detroit Pistons,82,44,38,242.4,384.2,12.8,1.8,3.7,48.8,1.1,1.4,77.9,4.8,37.1,7.6,59.5,0.8,10.6,0.5,4.3,0.6,4.8
2015-16,Regular+Season,GSW,Golden State Warriors,82,73,9,242.4,446.4,15.2,3.0,5.8,50.8,0.9,1.2,75.0,7.1,46.9,7.4,48.7,1.5,20.0,0.9,5.9,0.5,3.4
2015-16,Regular+Season,HOU,Houston Rockets,82,41,41,241.8,409.4,12.8,2.6,4.4,57.7,0.8,1.5,51.2,6.1,47.6,6.5,51.0,0.9,14.0,0.8,6.1,0.7,5.6
2015-16,Regular+Season,IND,Indiana Pacers,82,45,37,242.4,425.4,17.0,3.2,6.0,53.0,1.3,1.9,68.4,7.9,46.4,8.8,51.4,1.2,13.9,1.0,5.7,0.9,5.2
2015-16,Regular+Season,LAC,LA Clippers,82,53,29,241.8,405.6,13.9,2.7,5.0,54.0,0.9,1.4,64.6,6.5,46.6,7.0,50.8,1.0,13.7,0.7,5.3,0.6,4.3
2015-16,Regular+Season,LAL,Los Angeles Lakers,82,17,65,240.6,392.7,14.3,2.5,5.1,49.4,0.9,1.1,83.1,6.1,42.6,7.7,53.8,1.1,14.6,0.7,5.0,0.5,3.5
2015-16,Regular+Season,MEM,Memphis Grizzlies,82,42,40,241.8,425.0,20.0,3.0,5.8,51.9,0.9,1.2,75.0,7.1,35.4,12.4,61.8,1.5,12.2,0.9,4.3,0.6,2.8
2015-16,Regular+Season,MIA,Miami Heat,82,48,34,241.8,415.2,17.4,3.2,5.9,53.5,1.3,1.7,77.0,7.7,44.5,9.6,55.3,1.2,12.9,0.8,4.3,0.8,4.7
2015-16,Regular+Season,MIL,Milwaukee Bucks,82,33,49,241.8,407.7,19.3,2.7,5.5,48.8,1.2,1.6,74.4,6.7,34.7,11.7,60.7,1.2,10.6,0.9,4.6,0.7,3.5
2015-16,Regular+Season,MIN,Minnesota Timberwolves,82,29,53,242.4,400.9,19.8,3.6,7.1,51.3,1.7,2.2,78.3,9.3,46.7,10.0,50.7,1.6,15.6,1.1,5.5,1.0,5.1
2015-16,Regular+Season,NOP,New Orleans Pelicans,82,30,52,241.2,412.5,13.9,2.6,5.1,51.8,1.4,1.7,79.7,6.8,48.8,6.8,48.7,1.0,14.1,0.7,5.2,0.8,6.1
2015-16,Regular+Season,NYK,New York Knicks,82,32,50,241.5,458.0,24.4,3.6,8.0,44.6,1.9,2.3,81.8,9.3,38.0,13.5,55.3,1.9,14.1,1.1,4.7,1.1,4.5
2015-16,Regular+Season,OKC,Oklahoma City Thunder,82,55,27,241.8,380.6,15.2,3.3,6.0,55.8,1.1,1.5,71.8,8.0,52.4,7.1,46.8,0.9,12.5,1.0,6.3,0.7,4.6
2015-16,Regular+Season,ORL,Orlando Magic,81,35,46,242.5,425.1,11.9,2.4,4.7,52.0,0.7,1.0,72.8,5.8,48.7,5.8,48.6,0.7,12.4,0.6,5.1,0.5,4.1
2015-16,Regular+Season,PHI,Philadelphia 76ers,82,10,72,241.5,450.4,15.5,2.7,5.8,46.8,1.1,1.5,71.4,6.6,42.5,7.6,49.0,0.9,11.6,1.0,6.5,0.7,4.6
2015-16,Regular+Season,PHX,Phoenix Suns,82,23,59,240.3,435.4,15.8,2.4,4.9,49.9,1.0,1.3,77.9,6.0,37.8,9.0,56.6,1.1,12.8,0.9,5.6,0.5,3.3
2015-16,Regular+Season,POR,Portland Trail Blazers,82,44,38,241.5,401.8,16.4,2.6,4.9,53.6,1.5,2.2,70.6,7.0,42.3,9.1,55.6,1.6,17.6,1.0,6.0,1.0,5.8
2015-16,Regular+Season,SAC,Sacramento Kings,81,33,48,241.5,406.5,13.5,3.5,6.2,56.9,1.0,1.4,71.6,8.3,61.1,5.6,41.3,0.8,14.2,0.8,6.0,0.6,4.7
2015-16,Regular+Season,SAS,San Antonio Spurs,82,67,15,240.3,444.1,17.6,2.3,4.5,52.0,0.7,0.9,78.9,5.5,31.3,11.6,66.0,1.7,14.3,0.7,4.0,0.4,2.3
2015-16,Regular+Season,TOR,Toronto Raptors,81,55,26,240.9,420.9,9.4,2.0,3.3,58.3,0.5,0.8,67.7,4.5,48.1,5.1,54.0,0.5,10.7,0.5,5.4,0.3,3.7
2015-16,Regular+Season,UTA,Utah Jazz,82,40,42,243.4,468.5,23.1,3.0,5.8,51.4,1.6,2.1,72.7,7.8,33.8,14.7,63.8,1.3,8.9,1.0,4.4,0.9,4.1
2015-16,Regular+Season,WAS,Washington Wizards,82,41,41,240.9,414.8,14.9,3.2,5.9,53.8,0.8,1.2,66.7,7.3,49.2,7.3,49.1,0.9,12.0,0.8,5.6,0.6,4.0
2015-16,Playoffs,ATL,Atlanta Hawks,10,4,6,242.5,439.2,12.8,1.9,4.2,45.2,1.1,1.2,91.7,4.9,38.3,7.4,57.8,0.4,5.4,0.5,3.9,0.5,3.9
2015-16,Playoffs,BOS,Boston Celtics,6,2,4,244.2,456.7,12.2,1.3,4.5,29.6,0.8,1.0,83.3,3.8,31.5,5.8,47.9,0.2,2.9,1.0,8.2,0.5,4.1
2015-16,Playoffs,CHA,Charlotte Hornets,7,3,4,240.0,365.4,13.3,2.3,5.7,40.0,1.6,1.7,91.7,6.3,47.3,6.0,45.2,0.7,11.9,0.3,2.2,0.9,6.5
2015-16,Playoffs,CLE,Cleveland Cavaliers,21,16,5,240.0,382.1,10.0,1.5,2.7,57.1,0.9,1.2,73.1,4.1,41.2,6.0,60.2,1.0,16.5,0.3,3.3,0.6,5.7
2015-16,Playoffs,DAL,Dallas Mavericks,5,1,4,240.0,420.8,21.4,3.6,7.6,47.4,1.2,2.0,60.0,8.6,40.2,11.8,55.1,2.8,23.7,0.8,3.7,0.8,3.7
2015-16,Playoffs,DET,Detroit Pistons,4,0,4,240.0,347.8,9.0,1.8,3.5,50.0,0.5,1.0,50.0,4.3,47.2,3.8,41.7,0.5,13.3,0.5,5.6,0.5,5.6
2015-16,Playoffs,GSW,Golden State Warriors,24,15,9,241.0,435.4,12.1,2.4,4.5,53.2,1.3,1.8,70.5,6.3,51.5,5.3,43.6,1.1,20.5,0.9,7.2,0.8,6.9
2015-16,Playoffs,HOU,Houston Rockets,5,1,4,240.0,397.4,13.0,2.2,5.4,40.7,0.8,2.0,40.0,5.2,40.0,4.4,33.8,1.2,27.3,1.4,10.8,1.2,9.2
2015-16,Playoffs,IND,Indiana Pacers,7,3,4,240.0,386.0,11.3,2.6,4.6,56.3,1.1,1.7,66.7,6.6,58.2,5.0,44.3,0.7,14.3,0.6,5.1,0.9,7.6
2015-16,Playoffs,LAC,LA Clippers,6,2,4,240.0,386.2,16.2,2.8,5.7,50.0,1.7,2.7,62.5,7.8,48.5,8.8,54.6,1.5,17.0,0.3,2.1,1.0,6.2
2015-16,Playoffs,MEM,Memphis Grizzlies,4,0,4,240.0,398.0,16.5,2.5,5.8,43.5,1.3,1.5,83.3,6.3,37.9,9.3,56.1,0.8,8.1,0.5,3.0,0.8,4.5
2015-16,Playoffs,MIA,Miami Heat,14,7,7,245.4,385.0,11.4,1.7,3.9,44.4,0.9,1.3,72.2,4.5,39.6,6.1,53.5,0.5,8.2,0.6,5.0,0.6,5.0
2015-16,Playoffs,OKC,Oklahoma City Thunder,18,11,7,240.0,339.3,9.6,2.7,5.0,54.4,0.9,1.2,72.7,6.7,69.9,3.6,37.0,0.4,12.5,0.3,2.9,0.6,5.8
2015-16,Playoffs,POR,Portland Trail Blazers,11,5,6,242.3,388.0,16.3,2.5,5.1,48.2,1.5,2.4,61.5,6.6,40.8,8.6,53.1,2.3,26.3,1.0,6.1,1.1,6.7
2015-16,Playoffs,SAS,San Antonio Spurs,10,6,4,240.0,419.7,19.2,3.1,6.8,45.6,0.7,1.0,70.0,7.2,37.5,10.8,56.3,1.7,15.7,0.8,4.2,0.5,2.6
2015-16,Playoffs,TOR,Toronto Raptors,20,10,10,243.8,392.1,9.7,2.0,3.0,65.0,0.7,1.0,65.0,4.8,49.7,5.5,56.5,0.4,7.3,0.3,3.1,0.5,4.7
2016-17,Regular+Season,ATL,Atlanta Hawks,82,43,39,242.4,431.2,14.0,1.9,3.7,50.3,0.5,0.9,59.5,4.5,31.9,8.7,62.7,1.1,12.7,0.7,4.9,0.4,3.1
2016-17,Regular+Season,BOS,Boston Celtics,82,53,29,240.9,442.4,9.8,1.9,3.4,56.0,0.5,0.7,74.1,4.4,45.3,5.5,55.7,0.7,13.6,0.4,3.7,0.3,3.0
2016-17,Regular+Season,BKN,Brooklyn Nets,81,20,61,240.9,433.3,11.7,2.9,5.1,56.2,1.1,1.4,75.4,7.0,59.3,5.0,42.4,0.6,11.9,0.7,6.2,0.7,5.8
2016-17,Regular+Season,CHA,Charlotte Hornets,82,36,46,241.8,408.1,13.5,2.8,5.0,56.4,1.0,1.3,78.2,6.9,51.0,7.1,52.5,1.1,15.6,0.6,4.1,0.6,4.8
2016-17,Regular+Season,CHI,Chicago Bulls,82,41,41,241.2,424.0,13.5,2.9,5.6,51.8,0.9,1.1,77.8,6.7,49.6,6.4,47.2,0.9,14.5,0.8,5.6,0.5,3.7
2016-17,Regular+Season,CLE,Cleveland Cavaliers,82,51,31,242.4,394.3,12.0,2.4,3.7,65.0,1.0,1.5,66.4,5.9,49.0,6.8,56.3,1.1,15.7,0.5,4.1,0.7,5.7
2016-17,Regular+Season,DAL,Dallas Mavericks,81,32,49,241.2,410.8,11.0,2.1,3.7,57.5,0.7,1.0,73.1,5.0,45.3,6.1,55.5,0.9,13.9,0.5,4.7,0.5,4.1
2016-17,Regular+Season,DEN,Denver Nuggets,81,39,42,240.9,419.4,12.2,2.5,4.5,56.5,1.2,1.5,79.0,6.4,52.5,6.1,50.3,0.9,14.5,0.6,4.6,0.6,5.3
2016-17,Regular+Season,DET,Detroit Pistons,82,37,45,241.5,397.9,11.3,2.4,4.3,55.4,0.6,0.8,77.3,5.5,48.6,5.8,51.2,0.6,9.7,0.5,4.4,0.4,3.4
2016-17,Regular+Season,GSW,Golden State Warriors,82,67,15,241.2,440.1,17.7,3.4,6.1,55.1,1.1,1.5,74.6,8.0,45.3,9.3,52.8,2.1,22.4,1.0,5.7,0.7,4.0
2016-17,Regular+Season,HOU,Houston Rockets,82,55,27,241.2,388.9,12.0,3.1,5.0,62.5,1.0,1.6,61.2,7.6,63.0,5.2,42.8,0.7,14.4,0.7,6.1,0.8,6.7
2016-17,Regular+Season,IND,Indiana Pacers,81,42,39,242.2,405.8,15.7,3.3,6.1,53.8,0.8,1.1,74.4,7.6,48.5,7.9,50.2,1.0,12.8,0.8,5.1,0.5,3.2
2016-17,Regular+Season,LAC,LA Clippers,82,51,31,240.9,419.9,11.5,2.0,3.6,56.7,0.9,1.3,70.5,5.1,44.1,6.5,55.9,1.0,15.1,0.6,5.0,0.6,5.0
2016-17,Regular+Season,LAL,Los Angeles Lakers,82,26,56,240.3,409.3,14.6,3.1,5.8,53.7,1.0,1.4,75.0,7.4,50.5,7.0,48.0,1.0,13.9,0.8,5.6,0.7,4.5
2016-17,Regular+Season,MEM,Memphis Grizzlies,82,43,39,242.7,422.1,18.2,2.8,5.7,48.5,1.0,1.3,82.7,6.8,37.2,10.6,58.4,1.8,16.7,0.7,4.1,0.6,3.3
2016-17,Regular+Season,MIA,Miami Heat,82,41,41,241.2,401.9,12.0,2.2,4.5,49.2,0.7,1.0,66.3,5.2,43.5,6.0,50.4,0.7,11.1,0.6,5.2,0.4,3.2
2016-17,Regular+Season,MIL,Milwaukee Bucks,82,42,40,241.2,403.9,19.9,2.8,5.3,52.8,1.1,1.4,80.2,6.9,34.4,12.5,62.6,1.9,14.8,1.0,5.1,0.6,3.2
2016-17,Regular+Season,MIN,Minnesota Timberwolves,82,31,51,241.5,405.4,13.2,2.9,5.1,57.7,1.2,1.5,81.3,7.3,55.5,6.2,47.1,0.9,14.7,0.8,5.7,0.7,5.5
2016-17,Regular+Season,NOP,New Orleans Pelicans,82,34,48,242.7,418.6,13.0,2.9,5.5,53.0,1.3,1.8,75.3,7.4,57.0,5.6,43.5,0.8,14.3,0.5,3.8,0.9,6.7
2016-17,Regular+Season,NYK,New York Knicks,82,31,51,242.1,447.7,18.7,3.5,6.4,54.2,1.4,2.0,72.7,8.5,45.5,9.9,53.0,1.5,15.0,1.1,5.9,0.9,4.8
2016-17,Regular+Season,OKC,Oklahoma City Thunder,82,47,35,241.5,379.6,15.0,3.4,6.2,54.3,1.1,1.7,68.4,8.2,54.5,6.4,42.5,0.7,10.7,1.1,7.3,0.9,5.8
2016-17,Regular+Season,ORL,Orlando Magic,82,29,53,241.5,414.9,13.1,3.0,5.3,55.9,0.9,1.3,65.4,7.1,54.1,6.4,48.7,0.9,14.8,0.5,4.1,0.6,4.9
2016-17,Regular+Season,PHI,Philadelphia 76ers,82,28,54,241.8,474.9,17.6,3.1,5.5,56.8,0.9,1.2,74.0,7.3,41.4,10.3,58.4,1.0,10.2,0.9,5.1,0.6,3.3
2016-17,Regular+Season,PHX,Phoenix Suns,80,23,57,241.9,422.7,13.7,2.7,5.5,48.7,1.3,1.6,78.1,6.8,49.5,6.3,45.9,0.7,11.4,0.7,4.8,0.8,5.7
2016-17,Regular+Season,POR,Portland Trail Blazers,82,41,41,243.1,397.0,13.3,2.6,4.8,54.4,1.1,1.7,69.1,6.6,49.4,6.4,48.4,1.2,18.2,0.8,6.1,0.7,5.6
2016-17,Regular+Season,SAC,Sacramento Kings,82,32,50,242.4,437.1,21.9,3.5,6.4,54.3,1.1,1.6,70.3,8.1,36.8,13.3,60.7,1.7,12.9,0.9,4.2,0.7,3.1
2016-17,Regular+Season,SAS,San Antonio Spurs,81,61,20,241.5,434.0,15.9,2.4,4.6,52.5,1.0,1.2,78.2,6.0,37.8,9.6,60.7,1.5,16.0,0.5,3.3,0.6,3.5
2016-17,Regular+Season,TOR,Toronto Raptors,81,50,31,241.2,392.1,9.0,1.8,3.0,57.5,0.6,0.7,83.3,4.2,46.2,4.8,53.1,0.5,11.4,0.6,6.3,0.4,4.0
2016-17,Regular+Season,UTA,Utah Jazz,82,51,31,240.9,429.2,15.2,2.4,4.3,54.8,1.4,2.1,66.7,6.4,42.2,8.5,56.1,1.1,13.3,0.9,6.1,1.0,6.4
2016-17,Regular+Season,WAS,Washington Wizards,82,49,33,242.1,386.2,14.7,3.0,5.4,56.6,1.0,1.4,73.0,7.3,49.7,7.6,51.7,1.0,13.7,0.6,4.4,0.7,4.5
2016-17,Playoffs,ATL,Atlanta Hawks,6,2,4,240.0,422.7,13.2,1.2,3.8,30.4,1.0,1.3,75.0,3.3,25.3,6.5,49.4,1.3,20.5,1.3,10.1,0.3,2.5
2016-17,Playoffs,BOS,Boston Celtics,18,9,9,241.4,422.6,8.6,2.1,3.7,57.6,0.5,0.8,60.0,5.0,58.1,3.8,43.9,0.7,19.1,0.4,5.2,0.4,4.5
2016-17,Playoffs,CHI,Chicago Bulls,6,2,4,240.0,380.3,12.3,2.2,3.3,65.0,0.5,0.7,75.0,4.8,39.2,8.0,64.9,1.7,20.8,0.5,4.1,0.2,1.4
2016-17,Playoffs,CLE,Cleveland Cavaliers,18,13,5,240.0,377.3,10.9,2.2,3.4,64.5,0.9,1.3,66.7,5.6,51.3,6.0,54.8,0.8,13.9,0.4,3.6,0.6,5.6
2016-17,Playoffs,GSW,Golden State Warriors,17,16,1,240.0,420.6,11.9,3.1,4.9,61.9,1.2,1.5,80.8,7.6,63.9,5.5,46.0,1.1,19.4,0.5,4.5,0.5,4.0
2016-17,Playoffs,HOU,Houston Rockets,11,6,5,242.3,360.6,9.3,2.0,3.3,61.1,0.9,1.8,50.0,4.9,52.9,4.2,45.1,0.6,15.2,0.5,5.9,0.8,8.8
2016-17,Playoffs,IND,Indiana Pacers,4,0,4,240.0,369.8,19.0,5.3,9.0,58.3,0.0,0.0,0.0,10.5,55.3,9.3,48.7,1.3,13.5,0.5,2.6,0.0,0.0
2016-17,Playoffs,LAC,LA Clippers,7,3,4,240.0,357.9,8.4,1.6,2.7,57.9,0.6,0.9,66.7,3.7,44.1,4.7,55.9,0.6,12.1,0.1,1.7,0.3,3.4
2016-17,Playoffs,MEM,Memphis Grizzlies,6,2,4,244.2,371.5,15.3,3.2,6.3,50.0,1.2,1.3,87.5,7.5,48.9,7.8,51.1,0.7,8.5,0.3,2.2,0.5,3.3
2016-17,Playoffs,MIL,Milwaukee Bucks,6,2,4,240.0,407.8,16.2,2.0,4.5,44.4,0.7,1.0,66.7,4.7,28.9,10.0,61.9,1.2,11.7,0.8,5.2,0.3,2.1
2016-17,Playoffs,OKC,Oklahoma City Thunder,5,1,4,240.0,353.8,10.2,2.0,3.4,58.8,0.4,0.4,100,4.4,43.1,5.6,54.9,1.0,17.9,0.8,7.8,0.2,2.0
2016-17,Playoffs,POR,Portland Trail Blazers,4,0,4,240.0,367.8,7.8,1.8,2.5,70.0,0.8,1.0,75.0,4.3,54.8,4.8,61.3,0.3,5.3,0.0,0.0,0.3,3.2
2016-17,Playoffs,SAS,San Antonio Spurs,16,8,8,243.1,405.8,11.1,2.1,3.8,56.7,1.0,1.4,72.7,5.4,49.2,5.9,53.1,0.8,13.8,0.6,5.1,0.6,5.6
2016-17,Playoffs,TOR,Toronto Raptors,10,4,6,240.0,383.5,7.9,2.2,4.1,53.7,0.8,1.2,66.7,5.3,67.1,2.5,31.6,0.2,8.0,0.4,5.1,0.6,7.6
2016-17,Playoffs,UTA,Utah Jazz,11,4,7,240.0,399.1,11.8,3.1,4.6,66.7,1.2,1.8,65.0,7.6,64.6,5.3,44.6,1.3,24.1,0.7,6.2,0.9,7.7
2016-17,Playoffs,WAS,Washington Wizards,13,7,6,241.9,373.2,14.9,3.2,5.9,54.5,1.2,1.7,68.2,8.0,53.6,7.2,48.5,1.2,16.0,0.7,4.6,0.8,5.2
2017-18,Regular+Season,ATL,Atlanta Hawks,81,24,57,240.3,449.7,15.6,2.6,4.6,55.9,0.7,1.1,62.0,6.0,38.5,9.0,57.9,1.3,14.3,0.8,5.1,0.4,2.8
2017-18,Regular+Season,BOS,Boston Celtics,79,52,27,241.6,422.5,11.6,2.2,4.0,55.1,0.7,0.9,86.8,5.2,45.1,6.1,52.3,0.9,14.6,0.6,5.0,0.4,3.5
2017-18,Regular+Season,BKN,Brooklyn Nets,80,27,53,242.2,449.0,10.3,2.2,4.1,54.0,0.9,1.3,70.6,5.5,53.1,4.7,45.7,0.7,14.1,0.7,6.5,0.6,5.7
2017-18,Regular+Season,CHA,Charlotte Hornets,82,36,46,241.2,402.4,10.5,1.9,3.7,50.8,1.0,1.3,74.1,4.9,46.5,5.4,51.3,1.0,18.5,0.5,4.6,0.6,6.1
2017-18,Regular+Season,CHI,Chicago Bulls,82,27,55,242.1,422.4,12.5,2.4,4.5,54.1,0.9,1.0,83.7,5.8,46.8,6.5,51.7,0.8,11.9,0.6,4.7,0.5,4.0
2017-18,Regular+Season,CLE,Cleveland Cavaliers,82,50,32,240.6,392.8,8.9,2.0,3.2,60.8,0.6,0.9,68.8,4.7,52.6,4.4,49.0,0.7,15.6,0.4,4.0,0.4,4.5
2017-18,Regular+Season,DAL,Dallas Mavericks,82,24,58,241.5,420.8,12.7,2.1,3.5,60.5,0.6,1.0,62.2,5.1,39.8,7.7,60.3,1.1,14.8,0.5,3.7,0.5,3.5
2017-18,Regular+Season,DEN,Denver Nuggets,82,46,36,242.4,424.8,10.0,1.9,3.4,56.4,0.6,0.9,72.2,4.6,46.4,5.2,52.1,0.9,17.1,0.5,5.1,0.4,4.2
2017-18,Regular+Season,DET,Detroit Pistons,82,39,43,241.5,419.1,14.3,1.9,4.0,47.3,0.5,0.7,63.9,4.5,31.3,8.7,61.0,1.3,14.4,0.7,4.6,0.4,2.6
2017-18,Regular+Season,GSW,Golden State Warriors,82,58,24,240.6,443.4,16.0,3.8,6.3,60.5,1.0,1.3,76.9,8.8,55.0,7.8,48.5,1.9,24.7,0.7,4.6,0.6,3.7
2017-18,Regular+Season,HOU,Houston Rockets,82,65,17,240.9,373.5,10.3,2.3,4.0,56.7,0.7,1.3,56.6,5.4,52.5,4.7,45.2,0.6,13.1,0.6,6.1,0.6,6.0
2017-18,Regular+Season,IND,Indiana Pacers,82,48,34,240.9,416.8,13.5,3.2,6.0,52.8,1.2,1.5,76.2,7.8,57.6,5.5,41.0,1.0,18.5,0.8,5.6,0.8,5.6
2017-18,Regular+Season,LAC,LA Clippers,82,42,40,240.3,418.3,9.2,2.2,3.4,63.8,0.5,0.8,60.3,5.1,54.9,4.5,48.8,0.7,14.6,0.6,6.2,0.4,4.4
2017-18,Regular+Season,LAL,Los Angeles Lakers,82,35,47,242.7,405.4,13.0,2.6,4.8,55.0,1.0,1.3,71.8,6.4,49.6,6.4,49.6,0.8,11.8,0.7,5.1,0.6,4.7
2017-18,Regular+Season,MEM,Memphis Grizzlies,82,22,60,240.3,440.9,17.3,2.4,4.8,49.9,0.8,1.1,75.8,5.7,33.0,10.7,62.0,1.3,12.0,0.7,4.0,0.5,3.0
2017-18,Regular+Season,MIA,Miami Heat,81,43,38,243.1,425.6,14.4,2.1,4.3,48.7,0.7,0.9,78.9,5.0,34.9,8.4,58.5,1.2,14.0,0.8,5.8,0.3,2.3
2017-18,Regular+Season,MIL,Milwaukee Bucks,81,44,37,241.9,401.6,15.3,2.3,4.3,54.3,1.0,1.3,75.0,5.7,37.5,9.1,59.9,1.2,13.2,0.6,4.0,0.6,4.0
2017-18,Regular+Season,MIN,Minnesota Timberwolves,82,47,35,241.5,406.1,12.0,2.6,4.5,58.4,1.2,1.6,77.5,6.6,55.5,5.7,47.3,0.9,15.1,0.6,5.0,0.8,6.3
2017-18,Regular+Season,NOP,New Orleans Pelicans,82,48,34,243.4,430.6,12.0,2.7,5.0,54.5,0.9,1.1,78.3,6.5,54.3,5.2,43.6,0.9,16.6,0.7,6.1,0.6,4.7
2017-18,Regular+Season,NYK,New York Knicks,81,28,53,241.9,441.7,17.1,4.0,7.1,55.7,0.9,1.1,82.4,9.1,53.5,7.9,46.4,1.3,16.7,1.0,5.9,0.5,2.9
2017-18,Regular+Season,OKC,Oklahoma City Thunder,80,48,32,241.9,377.0,11.9,3.0,5.1,57.9,0.9,1.4,63.5,7.0,58.9,4.9,41.5,0.7,14.9,0.7,6.0,0.7,5.8
