SEASON,SEASON_TYPE,TEAM_ABB,GP,W,L,MIN,OREB,OREB_CONTEST,OREB_CONTEST_PCT,OREB_CHANCES,OREB_CHANCE_PCT,OREB_CHANCE_DEFER,OREB_CHANCE_PCT_ADJ
2015-16,regular-season,-,48,34,229.5,8.3,5.0,61.0,24.0,34.5,0.6,35.3,0
2015-16,regular-season,-,47,34,232.4,11.6,6.7,57.8,31.8,36.6,1.0,37.8,0
2015-16,regular-season,-,21,61,227.1,10.5,6.4,60.4,28.3,37.2,1.0,38.6,0
2015-16,regular-season,-,48,34,233.6,8.9,5.0,56.5,25.4,35.2,0.9,36.4,0
2015-16,regular-season,-,42,40,231.1,11.0,6.7,60.3,30.1,36.8,0.9,37.9,0
2015-16,regular-season,-,57,25,226.6,10.6,6.3,59.5,28.4,37.4,0.8,38.5,0
2015-16,regular-season,-,42,40,231.9,9.2,5.4,59.3,25.0,36.7,1.0,38.1,0
2015-16,regular-season,-,33,49,232.1,11.5,6.8,59.3,31.5,36.4,0.7,37.2,0
2015-16,regular-season,-,44,38,232.7,12.4,7.6,60.9,29.9,41.5,0.6,42.4,0
2015-16,regular-season,-,73,9,232.8,10.0,5.9,59.2,26.2,38.0,0.7,39.0,0
2015-16,regular-season,-,41,41,225.3,11.3,6.9,61.2,29.8,38.1,0.8,39.1,0
2015-16,regular-season,-,45,37,232.6,10.3,6.0,57.9,27.3,37.9,0.7,38.9,0
2015-16,regular-season,-,53,29,222.5,8.8,4.9,55.8,22.1,39.7,0.9,41.4,0
2015-16,regular-season,-,17,65,229.8,10.7,6.1,56.9,31.5,33.9,1.0,35.1,0
2015-16,regular-season,-,42,40,230.5,11.2,6.9,62.1,29.9,37.3,1.0,38.6,0
2015-16,regular-season,-,48,34,234.4,9.8,6.1,62.2,26.4,37.3,0.7,38.3,0
2015-16,regular-season,-,33,49,230.3,10.5,6.3,60.5,28.0,37.4,1.0,38.7,0
2015-16,regular-season,-,29,53,224.2,10.0,5.9,59.3,26.6,37.7,0.8,38.8,0
2015-16,regular-season,-,30,52,230.7,9.5,5.6,59.4,25.1,37.9,0.5,38.7,0
2015-16,regular-season,-,32,50,231.2,10.4,6.4,61.4,26.6,39.0,0.7,40.1,0
2015-16,regular-season,-,55,27,226.8,13.1,8.1,61.9,32.8,39.8,1.1,41.1,0
2015-16,regular-season,-,35,46,230.1,10.3,5.9,57.0,27.2,37.9,0.8,39.0,0
2015-16,regular-season,-,10,72,229.7,9.5,5.3,56.2,26.5,35.7,0.8,36.8,0
2015-16,regular-season,-,23,59,225.6,11.5,6.5,56.9,31.5,36.5,1.2,37.9,0
2015-16,regular-season,-,44,38,231.9,11.6,6.5,56.6,31.4,36.8,1.0,38.1,0
2015-16,regular-season,-,33,48,228.2,10.6,6.0,56.5,29.4,36.1,1.0,37.3,0
2015-16,regular-season,-,67,15,223.8,9.4,5.4,57.7,23.2,40.3,0.7,41.6,0
2015-16,regular-season,-,55,26,232.1,10.2,6.4,62.5,29.3,34.8,0.7,35.6,0
2015-16,regular-season,-,40,42,230.1,10.7,6.4,59.3,29.2,36.7,0.9,37.9,0
2015-16,regular-season,-,41,41,231.6,9.0,5.0,55.5,26.2,34.5,0.9,35.7,0
2015-16,playoffs,-,4,6,232.6,8.9,5.3,59.6,25.4,35.0,0.5,35.7,0
2015-16,playoffs,-,2,4,237.8,10.7,5.7,53.1,33.5,31.8,0.8,32.7,0
2015-16,playoffs,-,3,4,232.5,7.1,4.0,56.0,28.4,25.1,0.4,25.5,0
2015-16,playoffs,-,16,5,224.4,10.7,6.8,63.8,29.4,36.2,0.9,37.3,0
2015-16,playoffs,-,1,4,237.5,9.2,4.6,50.0,31.2,29.5,1.2,30.7,0
2015-16,playoffs,-,0,4,231.5,7.0,4.5,64.3,16.3,43.1,0.3,43.8,0
2015-16,playoffs,-,15,9,232.5,10.5,5.6,53.2,27.4,38.4,0.8,39.5,0
2015-16,playoffs,-,1,4,227.4,14.4,8.8,61.1,39.6,36.4,1.4,37.7,0
2015-16,playoffs,-,3,4,232.1,9.1,6.0,65.6,25.0,36.6,1.1,38.3,0
2015-16,playoffs,-,2,4,220.3,11.3,6.2,54.4,25.0,45.3,1.3,47.9,0
2015-16,playoffs,-,0,4,232.3,13.8,9.8,70.9,37.0,37.2,1.5,38.7,0
2015-16,playoffs,-,7,7,240.1,9.1,6.4,70.1,26.1,34.7,1.1,36.3,0
2015-16,playoffs,-,11,7,227.9,12.5,7.4,59.1,33.0,37.9,0.9,39.0,0
2015-16,playoffs,-,5,6,232.3,12.9,7.0,54.2,34.5,37.4,1.5,39.0,0
2015-16,playoffs,-,6,4,225.6,7.9,4.2,53.2,25.1,31.5,0.5,32.1,0
2015-16,playoffs,-,10,10,231.4,10.8,6.1,56.0,33.9,31.9,1.0,32.9,0
2016-17,regular-season,-,43,39,230.9,10.3,5.9,57.7,29.8,34.4,0.6,35.1,0
2016-17,regular-season,-,53,29,233.5,9.0,5.1,55.9,29.0,31.2,0.8,32.0,0
2016-17,regular-season,-,20,61,231.7,8.7,5.4,62.1,27.2,32.1,0.7,32.9,0
2016-17,regular-season,-,36,46,232.8,8.8,5.1,58.1,26.4,33.3,0.9,34.4,0
2016-17,regular-season,-,41,41,232.4,12.2,7.3,60.2,33.5,36.3,0.9,37.3,0
2016-17,regular-season,-,51,31,227.5,9.3,5.5,58.7,26.3,35.5,0.9,36.7,0
2016-17,regular-season,-,32,49,228.2,7.9,3.9,49.9,22.0,35.7,0.8,37.1,0
2016-17,regular-season,-,39,42,233.3,11.8,7.5,63.9,30.8,38.2,1.0,39.5,0
2016-17,regular-season,-,37,45,230.8,11.1,7.1,63.9,28.3,39.1,0.7,40.1,0
2016-17,regular-season,-,67,15,229.1,9.4,5.1,54.2,25.5,36.8,1.0,38.3,0
2016-17,regular-season,-,55,27,234.1,10.9,6.2,56.6,29.6,36.7,0.8,37.7,0
2016-17,regular-season,-,42,39,232.8,9.0,5.1,57.0,25.5,35.3,0.8,36.5,0
2016-17,regular-season,-,51,31,223.5,9.0,5.4,60.4,23.0,39.1,0.6,40.3,0
2016-17,regular-season,-,26,56,228.3,11.4,6.5,57.3,32.1,35.4,1.1,36.7,0
2016-17,regular-season,-,43,39,230.8,10.8,6.6,61.3,29.4,36.8,0.9,37.9,0
2016-17,regular-season,-,41,41,233.5,10.6,6.3,59.5,30.5,34.8,1.0,36.0,0
2016-17,regular-season,-,42,40,224.6,8.8,5.4,61.7,24.2,36.5,0.7,37.5,0
2016-17,regular-season,-,31,51,229.8,11.4,6.9,60.0,30.5,37.4,1.0,38.6,0
2016-17,regular-season,-,34,48,230.0,8.6,5.0,58.3,22.9,37.4,0.7,38.6,0
2016-17,regular-season,-,31,51,231.4,12.0,7.0,58.5,31.0,38.7,0.9,39.9,0
2016-17,regular-season,-,47,35,226.2,12.2,7.4,60.5,34.7,35.2,0.9,36.2,0
2016-17,regular-season,-,29,53,225.9,9.8,5.6,57.4,26.1,37.7,0.7,38.8,0
2016-17,regular-season,-,28,54,229.9,9.8,5.6,56.6,29.5,33.3,0.9,34.4,0
2016-17,regular-season,-,23,57,228.5,11.8,6.9,58.2,32.7,36.1,1.1,37.4,0
2016-17,regular-season,-,41,41,235.0,10.1,6.0,59.3,29.8,34.0,0.9,35.1,0
2016-17,regular-season,-,32,50,228.2,8.7,4.7,54.0,26.0,33.6,0.7,34.5,0
2016-17,regular-season,-,61,20,223.9,10.1,6.2,61.7,26.8,37.5,0.8,38.7,0
2016-17,regular-season,-,50,31,232.4,10.6,6.5,61.8,29.8,35.6,1.0,36.8,0
2016-17,regular-season,-,51,31,230.9,9.4,5.7,60.8,24.6,38.3,0.6,39.2,0
2016-17,regular-season,-,49,33,228.3,10.3,5.5,53.8,29.8,34.4,1.3,36.0,0
2016-17,playoffs,-,2,4,234.2,11.3,6.3,55.9,35.0,32.4,1.2,33.5,0
2016-17,playoffs,-,9,9,227.8,9.4,5.4,57.4,26.7,35.2,0.6,36.0,0
2016-17,playoffs,-,2,4,227.3,12.5,8.5,68.0,30.0,41.7,0.7,42.6,0
2016-17,playoffs,-,13,5,220.1,9.2,5.3,57.2,25.8,35.7,0.8,36.8,0
2016-17,playoffs,-,16,1,231.6,9.2,4.9,53.5,24.7,37.4,0.7,38.5,0
2016-17,playoffs,-,6,5,233.4,9.9,5.4,54.1,32.9,30.1,0.7,30.8,0
2016-17,playoffs,-,0,4,236.4,11.8,8.3,70.2,33.3,35.3,1.5,37.0,0
2016-17,playoffs,-,3,4,223.0,7.7,4.3,55.6,23.6,32.7,0.4,33.3,0
2016-17,playoffs,-,2,4,229.8,7.7,3.7,47.8,26.5,28.9,1.0,30.1,0
2016-17,playoffs,-,2,4,228.7,8.2,5.3,65.3,23.0,35.5,0.3,36.0,0
2016-17,playoffs,-,1,4,234.3,12.2,5.6,45.9,31.6,38.6,0.8,39.6,0
2016-17,playoffs,-,0,4,232.1,10.0,4.3,42.5,37.5,26.7,0.8,27.2,0
2016-17,playoffs,-,8,8,232.4,12.8,8.1,63.2,31.2,40.9,1.1,42.3,0
2016-17,playoffs,-,4,6,225.8,6.8,4.7,69.1,24.4,27.9,0.4,28.3,0
2016-17,playoffs,-,4,7,226.0,6.7,3.9,58.1,24.4,27.6,0.5,28.2,0
2016-17,playoffs,-,7,6,233.2,11.2,5.6,50.3,34.8,32.1,1.5,33.5,0
2017-18,regular-season,-,24,57,228.3,9.1,4.7,51.6,30.2,30.1,0.8,30.9,0
2017-18,regular-season,-,52,27,233.7,9.4,5.3,56.7,28.5,32.9,0.8,33.8,0
2017-18,regular-season,-,27,53,231.8,9.7,5.2,53.3,30.5,31.9,1.0,32.9,0
2017-18,regular-season,-,36,46,229.5,10.1,6.1,60.4,29.4,34.3,0.8,35.3,0
2017-18,regular-season,-,27,54,233.3,9.6,5.5,56.8,29.6,32.5,0.6,33.2,0
2017-18,regular-season,-,50,32,224.8,8.5,4.9,58.4,24.7,34.2,0.8,35.3,0
2017-18,regular-season,-,24,58,234.0,8.1,4.5,55.6,26.6,30.4,0.8,31.3,0
2017-18,regular-season,-,45,36,231.7,11.0,6.8,61.2,31.5,35.0,0.6,35.7,0
2017-18,regular-season,-,39,43,225.5,10.1,5.9,58.2,28.9,35.1,0.7,35.9,0
2017-18,regular-season,-,58,24,227.3,8.4,4.7,55.7,24.2,34.8,0.7,35.9,0
2017-18,regular-season,-,65,17,234.7,9.0,5.1,56.9,27.4,32.8,0.7,33.7,0
2017-18,regular-season,-,48,34,231.0,9.6,5.5,57.7,28.9,33.3,0.8,34.2,0
2017-18,regular-season,-,41,40,227.8,10.2,6.0,58.8,29.8,34.1,0.9,35.2,0
2017-18,regular-season,-,35,46,234.5,10.7,6.3,59.1,30.8,34.6,1.0,35.7,0
2017-18,regular-season,-,22,60,228.4,9.5,5.3,55.7,30.4,31.2,0.7,32.0,0
2017-18,regular-season,-,43,38,236.6,9.3,5.2,55.6,28.5,32.7,0.8,33.6,0
2017-18,regular-season,-,44,37,228.4,8.5,4.6,53.8,24.8,34.1,0.6,34.9,0
2017-18,regular-season,-,47,35,227.3,10.3,5.9,57.0,28.6,36.1,0.8,37.1,0
2017-18,regular-season,-,48,34,227.8,8.7,4.7,53.9,24.8,35.0,0.6,35.9,0
2017-18,regular-season,-,28,53,226.5,10.5,6.3,59.8,29.5,35.7,0.7,36.5,0
2017-18,regular-season,-,48,32,230.1,12.4,6.7,54.5,34.2,36.1,1.2,37.4,0
2017-18,regular-season,-,25,57,224.8,8.8,4.9,55.6,27.0,32.5,0.6,33.2,0
2017-18,regular-season,-,52,29,230.1,11.0,6.1,56.0,31.7,34.6,1.0,35.7,0
2017-18,regular-season,-,21,61,225.2,10.3,6.0,58.7,31.2,32.9,0.8,33.8,0
2017-18,regular-season,-,49,33,229.9,10.2,5.9,58.1,31.7,32.1,0.8,33.0,0
2017-18,regular-season,-,27,55,229.5,9.5,5.5,57.9,27.4,34.6,0.6,35.4,0
2017-18,regular-season,-,47,35,224.7,10.3,6.1,58.8,28.3,36.6,0.8,37.6,0
2017-18,regular-season,-,59,23,231.2,9.7,5.7,58.6,30.3,32.2,1.0,33.3,0
2017-18,regular-season,-,48,34,231.6,9.0,5.0,55.0,27.5,32.8,0.7,33.6,0
2017-18,regular-season,-,43,39,233.1,10.0,5.3,53.3,31.2,32.1,1.2,33.4,0
2017-18,playoffs,-,11,8,233.5,8.8,5.2,58.9,29.1,30.4,0.7,31.2,0
2017-18,playoffs,-,12,10,223.3,9.8,5.7,58.6,27.2,35.9,0.8,37.0,0
2017-18,playoffs,-,16,5,229.4,9.1,5.0,55.2,25.3,36.1,0.9,37.4,0
2017-18,playoffs,-,11,6,233.5,8.7,5.5,62.8,30.2,28.8,0.6,29.4,0
2017-18,playoffs,-,3,4,227.6,8.1,4.9,59.6,27.6,29.5,0.4,30.0,0
2017-18,playoffs,-,1,4,228.6,9.6,6.0,62.5,29.8,32.2,0.8,33.1,0
2017-18,playoffs,-,3,4,227.6,5.6,2.4,43.6,19.7,28.3,1.0,29.8,0
2017-18,playoffs,-,1,4,226.9,8.6,5.2,60.5,29.4,29.3,0.4,29.7,0
2017-18,playoffs,-,5,4,228.1,7.9,5.0,63.4,25.9,30.5,1.0,31.7,0
2017-18,playoffs,-,2,4,225.8,9.3,5.2,55.4,38.5,24.2,0.7,24.7,0
2017-18,playoffs,-,5,5,230.8,13.4,7.5,56.0,38.9,34.4,2.2,36.5,0
2017-18,playoffs,-,0,4,233.2,11.3,6.3,55.6,36.8,30.6,1.3,31.7,0
2017-18,playoffs,-,1,4,214.2,8.4,4.0,47.6,27.4,30.7,0.6,31.3,0
2017-18,playoffs,-,4,6,223.7,9.4,6.6,70.2,28.9,32.5,0.8,33.5,0
2017-18,playoffs,-,5,6,236.4,9.4,5.5,58.3,31.0,30.2,0.7,30.9,0
2017-18,playoffs,-,2,4,235.3,8.5,3.7,43.1,30.3,28.0,0.7,28.7,0
2018-19,regular-season,-,29,53,231.9,11.6,7.0,60.3,29.7,39.2,1.0,40.6,0
2018-19,regular-season,-,49,33,236.7,9.8,5.3,54.2,25.2,39.0,0.8,40.2,0
2018-19,regular-season,-,42,40,233.7,11.0,6.1,56.0,28.7,38.2,0.9,39.4,0
2018-19,regular-season,-,39,43,232.5,9.9,6.1,61.3,27.1,36.7,0.9,38.0,0
2018-19,regular-season,-,22,59,232.5,8.9,5.5,61.8,23.4,37.8,0.6,38.9,0
2018-19,regular-season,-,19,63,227.0,10.7,6.3,58.7,27.1,39.5,1.0,41.0,0
2018-19,regular-season,-,33,49,225.0,10.1,5.6,55.5,25.6,39.6,0.9,41.0,0
2018-19,regular-season,-,54,28,228.1,11.8,7.4,62.5,30.2,39.2,1.0,40.6,0
2018-19,regular-season,-,41,41,225.0,11.4,6.9,60.9,27.5,41.5,0.8,42.8,0
2018-19,regular-season,-,57,25,233.6,9.7,5.3,54.4,22.8,42.4,0.9,44.1,0
2018-19,regular-season,-,53,29,231.0,10.2,5.9,58.0,25.5,39.9,0.7,41.1,0
2018-19,regular-season,-,48,34,227.1,9.3,5.6,60.1,25.0,37.2,1.0,38.8,0
2018-19,regular-season,-,48,34,231.6,9.7,5.2,54.0,25.1,38.6,0.9,40.0,0
2018-19,regular-season,-,37,45,231.9,10.2,5.9,58.3,25.4,40.1,0.9,41.6,0
2018-19,regular-season,-,33,49,233.0,8.8,5.2,59.5,23.9,36.8,0.7,37.9,0
2018-19,regular-season,-,39,43,232.9,11.2,6.8,60.2,27.4,41.0,1.1,42.8,0
2018-19,regular-season,-,60,22,235.3,9.3,5.6,60.6,23.8,39.1,0.6,40.1,0
2018-19,regular-season,-,36,46,232.4,11.2,6.7,59.9,28.6,39.3,1.1,40.8,0
2018-19,regular-season,-,33,49,228.5,11.1,6.5,58.5,27.2,40.6,1.0,42.2,0
2018-19,regular-season,-,17,64,231.4,10.5,6.6,62.9,27.4,38.4,0.8,39.5,0
2018-19,regular-season,-,48,33,231.7,12.6,6.5,52.0,31.0,40.6,1.2,42.2,0
2018-19,regular-season,-,40,40,229.3,10.1,6.3,62.1,23.2,43.7,0.9,45.4,0
2018-19,regular-season,-,51,30,229.7,10.9,6.5,60.1,26.9,40.4,1.0,41.9,0
2018-19,regular-season,-,19,63,229.2,9.1,5.4,58.8,23.5,38.8,0.6,39.9,0
2018-19,regular-season,-,53,29,232.0,11.8,7.1,60.2,28.9,40.7,1.2,42.5,0
2018-19,regular-season,-,39,43,229.5,11.0,6.4,57.8,26.5,41.8,1.1,43.7,0
2018-19,regular-season,-,48,34,231.7,9.2,5.6,60.6,22.3,41.4,0.5,42.5,0
2018-19,regular-season,-,58,24,233.6,9.6,5.7,60.0,23.9,40.1,0.7,41.3,0
2018-19,regular-season,-,50,31,227.1,10.0,5.8,57.7,23.8,41.8,0.7,43.0,0
2018-19,regular-season,-,31,50,233.0,9.6,5.3,55.2,24.0,40.0,0.7,41.2,0
2018-19,playoffs,-,5,4,229.9,7.4,5.1,68.7,21.9,34.0,0.2,34.4,0
2018-19,playoffs,-,1,4,226.6,11.2,5.4,48.2,28.2,39.7,1.2,41.5,0
2018-19,playoffs,-,7,7,237.0,13.1,9.1,69.4,32.0,40.8,1.0,42.2,0
2018-19,playoffs,-,0,4,228.6,10.8,5.8,53.5,25.8,41.7,1.0,43.4,0
2018-19,playoffs,-,14,8,233.5,10.1,6.7,65.9,25.0,40.5,1.0,42.1,0
2018-19,playoffs,-,6,5,236.4,9.6,4.7,49.1,27.0,35.7,0.3,36.1,0
2018-19,playoffs,-,0,4,235.0,8.0,4.8,59.4,23.3,34.4,1.0,36.0,0
2018-19,playoffs,-,2,4,225.0,10.0,6.8,68.3,25.7,39.0,0.3,39.5,0
2018-19,playoffs,-,10,5,237.2,10.1,6.1,60.9,25.7,39.1,0.9,40.5,0
2018-19,playoffs,-,1,4,231.9,10.2,5.4,52.9,28.8,35.4,1.4,37.2,0
2018-19,playoffs,-,1,4,231.1,9.6,6.0,62.5,24.6,39.0,1.0,40.7,0
2018-19,playoffs,-,7,5,221.1,11.3,6.8,59.6,27.8,40.8,1.6,43.3,0
2018-19,playoffs,-,8,8,234.8,11.4,7.3,63.4,31.5,36.3,1.6,38.3,0
2018-19,playoffs,-,3,4,227.1,10.7,6.7,62.7,25.6,41.9,1.4,44.4,0
2018-19,playoffs,-,16,8,231.9,8.3,4.0,48.2,22.3,37.1,0.8,38.4,0
2018-19,playoffs,-,1,4,236.5,11.8,7.2,61.0,30.0,39.3,0.6,40.1,0
2019-20,regular-season,-,20,47,234.8,9.9,5.9,59.3,26.7,36.9,0.7,37.9,0
2019-20,regular-season,-,48,24,232.8,10.7,6.8,63.6,26.4,40.3,0.7,41.3,0
2019-20,regular-season,-,35,37,234.9,10.6,6.2,58.1,26.0,41.0,1.0,42.5,0
2019-20,regular-season,-,23,41,233.7,11.0,6.6,59.7,26.0,42.5,0.7,43.7,0
2019-20,regular-season,-,22,43,232.0,10.5,6.0,57.2,25.7,40.7,0.7,41.8,0
2019-20,regular-season,-,19,46,227.2,10.8,6.7,62.1,26.2,41.3,0.9,42.8,0
2019-20,regular-season,-,41,32,232.6,10.6,6.0,56.7,23.9,44.3,0.7,45.6,0
2019-20,regular-season,-,46,27,231.1,10.8,7.0,65.3,24.9,43.2,0.9,44.8,0
2019-20,regular-season,-,20,45,226.7,9.8,5.9,60.0,22.6,43.4,0.7,44.8,0
2019-20,regular-season,-,15,50,233.5,10.0,5.7,57.7,23.4,42.5,0.9,44.2,0
2019-20,regular-season,-,44,28,230.9,9.8,5.2,52.8,24.8,39.4,0.7,40.6,0
