SEASON,SEASON_TYPE,TEAM_ABB,TEAM_NAME,GP,W,L,MIN,TOUCHES,PAINT_TOUCHES,PAINT_TOUCH_FGM,PAINT_TOUCH_FGA,PAINT_TOUCH_FG_PCT,PAINT_TOUCH_FTM,PAINT_TOUCH_FTA,PAINT_TOUCH_FT_PCT,PAINT_TOUCH_PTS,PAINT_TOUCH_PTS_PCT,PAINT_TOUCH_PASSES,PAINT_TOUCH_PASSES_PCT,PAINT_TOUCH_AST,PAINT_TOUCH_AST_PCT,PAINT_TOUCH_TOV,PAINT_TOUCH_TOV_PCT,PAINT_TOUCH_FOULS,PAINT_TOUCH_FOULS_PCT
2017-18,Regular+Season,DET,Detroit Pistons,82,39,43,241.5,419.1,23.1,8.0,13.8,57.7,2.8,4.0,69.8,19.0,82.3,4.9,21.3,0.8,3.3,1.1,4.7,1.9,8.2
2017-18,Regular+Season,GSW,Golden State Warriors,82,58,24,240.6,443.4,26.7,10.0,15.1,66.2,2.3,3.2,72.4,22.7,85.1,7.6,28.7,1.5,5.7,1.4,5.2,1.5,5.6
2017-18,Regular+Season,HOU,Houston Rockets,82,65,17,240.9,373.5,20.7,7.0,11.1,63.3,1.9,3.4,56.6,16.4,79.3,5.8,28.1,0.7,3.4,1.1,5.2,1.6,8.0
2017-18,Regular+Season,IND,Indiana Pacers,82,48,34,240.9,416.8,19.8,6.9,11.4,60.9,2.4,3.1,75.4,16.6,83.5,5.0,25.3,0.7,3.4,0.9,4.3,1.5,7.7
2017-18,Regular+Season,LAC,LA Clippers,82,42,40,240.3,418.3,24.7,9.8,14.7,66.3,2.7,4.5,60.4,22.6,91.8,5.1,20.6,0.8,3.1,1.2,5.0,2.1,8.5
2017-18,Regular+Season,LAL,Los Angeles Lakers,82,35,47,242.7,405.4,23.6,8.9,13.9,63.8,2.4,3.4,70.4,20.6,87.2,5.9,25.1,0.9,3.7,1.1,4.8,1.6,6.6
2017-18,Regular+Season,MEM,Memphis Grizzlies,82,22,60,240.3,440.9,22.9,7.5,12.9,58.4,2.4,3.2,75.8,17.9,78.0,6.2,27.2,0.9,3.8,1.1,4.8,1.5,6.4
2017-18,Regular+Season,MIA,Miami Heat,81,43,38,243.1,425.6,21.5,7.5,12.0,63.0,2.3,3.3,69.9,17.8,82.9,5.7,26.5,0.8,3.6,1.3,6.0,1.6,7.4
2017-18,Regular+Season,MIL,Milwaukee Bucks,81,44,37,241.9,401.6,22.5,8.1,12.7,63.3,2.3,3.7,62.8,18.8,83.8,5.9,26.0,0.8,3.5,1.0,4.7,1.7,7.6
2017-18,Regular+Season,MIN,Minnesota Timberwolves,82,47,35,241.5,406.1,23.7,9.2,13.9,66.1,3.5,4.5,78.1,22.3,94.4,5.4,22.9,0.8,3.6,1.2,5.1,2.1,8.8
2017-18,Regular+Season,NOP,New Orleans Pelicans,82,48,34,243.4,430.6,24.5,9.7,14.8,65.7,3.0,3.9,77.0,23.2,94.7,5.3,21.8,0.9,3.8,0.9,3.5,1.8,7.5
2017-18,Regular+Season,NYK,New York Knicks,81,28,53,241.9,441.7,23.9,9.4,15.0,62.6,2.6,3.4,74.7,21.9,91.9,5.1,21.2,0.9,3.6,1.2,5.0,1.6,6.9
2017-18,Regular+Season,OKC,Oklahoma City Thunder,80,48,32,241.9,377.0,25.7,8.6,14.0,61.2,2.3,3.6,64.3,19.9,77.4,7.3,28.4,1.1,4.3,1.4,5.3,1.6,6.3
2017-18,Regular+Season,ORL,Orlando Magic,82,25,57,240.6,411.2,21.9,7.6,12.8,59.3,2.3,3.3,67.8,17.7,80.8,5.5,25.0,0.7,3.2,1.0,4.5,1.6,7.4
2017-18,Regular+Season,PHI,Philadelphia 76ers,81,52,29,241.2,468.6,27.4,9.3,14.7,63.6,3.1,4.5,70.4,22.1,80.8,7.9,28.8,1.4,5.0,1.2,4.3,2.1,7.5
2017-18,Regular+Season,PHX,Phoenix Suns,82,21,61,240.3,415.7,23.2,8.5,13.7,62.0,2.7,4.0,66.5,20.0,86.5,5.2,22.6,0.7,2.9,1.2,5.0,1.8,7.8
2017-18,Regular+Season,POR,Portland Trail Blazers,82,49,33,240.9,390.5,21.3,7.4,12.2,60.4,2.1,3.3,63.4,17.2,80.8,5.5,25.8,1.0,4.8,1.1,5.0,1.6,7.5
2017-18,Regular+Season,SAC,Sacramento Kings,82,27,55,240.9,434.1,23.5,8.5,14.3,59.0,1.5,2.5,59.3,18.8,79.9,5.7,24.2,0.9,3.8,1.2,5.1,1.2,5.0
2017-18,Regular+Season,SAS,San Antonio Spurs,82,47,35,240.6,432.2,23.9,8.7,14.0,62.4,2.8,3.8,74.0,20.7,86.9,5.8,24.5,0.9,3.6,1.1,4.7,1.8,7.4
2017-18,Regular+Season,TOR,Toronto Raptors,82,59,23,241.8,421.4,22.4,8.8,13.1,67.1,2.0,2.8,71.7,19.8,88.7,5.9,26.4,1.0,4.4,1.1,5.0,1.3,5.8
2017-18,Regular+Season,UTA,Utah Jazz,82,48,34,240.9,437.7,22.9,8.2,12.2,67.5,2.6,3.9,65.9,19.6,85.5,6.5,28.3,0.7,3.1,1.1,4.8,1.7,7.6
2017-18,Regular+Season,WAS,Washington Wizards,82,43,39,242.1,412.5,23.2,8.0,13.1,61.3,2.3,3.2,72.4,18.7,80.7,6.6,28.6,1.4,6.2,1.0,4.5,1.5,6.6
2017-18,Playoffs,BOS,Boston Celtics,19,11,8,242.6,413.2,19.9,6.8,10.7,64.0,1.8,2.9,62.5,15.9,79.9,5.4,27.2,1.2,5.8,0.6,3.2,1.3,6.3
2017-18,Playoffs,CLE,Cleveland Cavaliers,22,12,10,242.3,365.5,20.1,6.7,11.1,60.0,1.5,2.2,67.3,15.4,76.5,4.9,24.4,1.1,5.7,0.6,2.9,1.0,4.8
2017-18,Playoffs,GSW,Golden State Warriors,21,16,5,241.2,417.9,26.0,9.3,13.6,68.2,1.4,2.2,63.8,20.1,77.6,7.7,29.7,1.5,5.7,1.0,3.7,1.0,3.7
2017-18,Playoffs,HOU,Houston Rockets,17,11,6,240.0,340.8,18.6,6.6,10.6,62.4,1.2,2.4,50.0,14.6,78.5,4.9,26.2,1.0,5.4,0.4,2.2,1.1,5.7
2017-18,Playoffs,IND,Indiana Pacers,7,3,4,240.0,368.0,18.7,6.9,11.3,60.8,1.9,2.9,65.0,15.6,83.2,4.1,22.1,0.4,2.3,0.6,3.1,1.4,7.6
2017-18,Playoffs,MIA,Miami Heat,5,1,4,240.0,387.0,20.6,4.8,11.0,43.6,1.2,2.8,42.9,11.0,53.4,5.6,27.2,0.8,3.9,1.0,4.9,1.4,6.8
2017-18,Playoffs,MIL,Milwaukee Bucks,7,3,4,243.6,371.0,15.0,6.3,7.7,81.5,0.9,2.0,42.9,13.4,89.5,3.4,22.9,0.7,4.8,0.7,4.8,1.0,6.7
2017-18,Playoffs,MIN,Minnesota Timberwolves,5,1,4,240.0,367.8,24.0,6.6,14.4,45.8,1.4,2.8,50.0,15.2,63.3,6.0,25.0,1.2,5.0,0.4,1.7,1.2,5.0
2017-18,Playoffs,NOP,New Orleans Pelicans,9,5,4,240.0,408.2,25.7,11.4,15.9,72.0,1.9,3.6,53.1,25.6,99.6,5.9,22.9,1.0,3.9,0.3,1.3,1.4,5.6
2017-18,Playoffs,OKC,Oklahoma City Thunder,6,2,4,240.0,347.2,19.2,6.0,10.3,58.1,1.3,2.7,50.0,13.3,69.6,4.2,21.7,0.7,3.5,0.5,2.6,1.3,7.0
2017-18,Playoffs,PHI,Philadelphia 76ers,10,5,5,242.5,449.8,27.8,9.2,16.7,55.1,2.9,4.2,69.0,21.6,77.7,5.7,20.5,1.0,3.6,0.5,1.8,1.6,5.8
2017-18,Playoffs,POR,Portland Trail Blazers,4,0,4,240.0,392.0,18.3,6.8,11.3,60.0,1.8,2.5,70.0,15.3,83.6,4.5,24.7,0.8,4.1,0.3,1.4,1.0,5.5
2017-18,Playoffs,SAS,San Antonio Spurs,5,1,4,240.0,415.8,22.4,7.4,11.4,64.9,3.2,3.6,88.9,19.0,84.8,5.0,22.3,1.4,6.3,0.8,3.6,1.6,7.1
2017-18,Playoffs,TOR,Toronto Raptors,10,4,6,242.5,389.8,22.6,7.6,14.0,54.3,2.4,2.8,85.7,17.9,79.2,4.2,18.6,0.8,3.5,0.6,2.7,1.4,6.2
2017-18,Playoffs,UTA,Utah Jazz,11,5,6,240.0,391.7,25.1,9.0,13.9,64.7,1.5,3.3,47.2,19.6,78.3,5.3,21.0,0.8,3.3,0.7,2.9,1.4,5.4
2017-18,Playoffs,WAS,Washington Wizards,6,2,4,240.0,372.8,21.5,8.8,12.5,70.7,1.3,1.7,80.0,18.8,87.6,6.2,28.7,1.0,4.7,0.7,3.1,0.7,3.1
2018-19,Regular+Season,ATL,Atlanta Hawks,82,29,53,242.1,431.7,27.4,10.7,17.0,62.7,3.5,4.9,70.4,25.1,91.7,5.4,19.7,0.9,3.2,1.6,5.9,2.3,8.2
2018-19,Regular+Season,BOS,Boston Celtics,82,49,33,241.2,419.4,22.5,7.8,12.5,62.7,2.3,3.0,76.3,18.1,80.5,6.6,29.4,1.2,5.2,1.0,4.6,1.3,5.9
2018-19,Regular+Season,BKN,Brooklyn Nets,82,42,40,243.7,436.3,22.2,7.8,12.6,62.3,2.7,3.8,69.7,18.5,83.5,5.6,25.2,0.8,3.7,1.2,5.4,1.8,8.1
2018-19,Regular+Season,CHA,Charlotte Hornets,82,39,43,241.8,412.2,20.1,7.1,11.3,62.5,2.5,3.5,71.6,17.0,84.3,5.6,28.0,0.8,4.2,0.9,4.5,1.6,8.0
2018-19,Regular+Season,CHI,Chicago Bulls,81,22,59,242.8,406.0,18.8,6.8,11.1,61.4,1.9,2.7,72.2,15.6,83.1,4.7,24.7,0.9,4.7,1.1,5.6,1.2,6.2
2018-19,Regular+Season,CLE,Cleveland Cavaliers,82,19,63,240.9,404.9,22.6,7.7,13.1,59.2,2.7,3.6,74.8,18.3,80.8,6.0,26.3,1.1,4.8,1.1,4.8,1.5,6.6
2018-19,Regular+Season,DAL,Dallas Mavericks,82,33,49,241.2,437.5,23.2,8.0,12.2,65.9,3.1,4.3,72.2,19.4,83.6,6.4,27.6,1.2,5.0,1.4,6.0,1.8,7.8
2018-19,Regular+Season,DEN,Denver Nuggets,82,54,28,240.6,436.3,25.9,8.9,14.0,63.5,2.6,3.7,70.0,20.7,80.0,7.5,29.1,1.4,5.6,1.4,5.2,1.5,6.0
2018-19,Regular+Season,DET,Detroit Pistons,82,41,41,242.1,431.0,24.4,8.4,14.7,57.2,3.1,4.5,67.7,20.2,82.9,5.0,20.6,0.7,2.8,1.4,5.9,2.0,8.3
2018-19,Regular+Season,GSW,Golden State Warriors,82,57,25,241.5,444.8,23.2,8.5,12.6,67.1,2.4,3.1,75.4,19.5,84.3,7.0,30.3,1.5,6.5,1.3,5.6,1.5,6.4
2018-19,Regular+Season,HOU,Houston Rockets,82,53,29,241.8,366.7,21.0,7.7,12.2,63.0,2.2,3.3,65.9,17.9,85.5,5.3,25.4,0.8,3.8,0.9,4.3,1.5,7.3
2018-19,Regular+Season,IND,Indiana Pacers,82,48,34,240.3,428.4,23.1,8.8,13.7,64.3,2.3,3.3,71.4,20.2,87.5,5.7,24.6,1.1,4.9,1.3,5.5,1.4,6.2
2018-19,Regular+Season,LAC,LA Clippers,82,48,34,241.8,429.2,24.6,9.4,15.3,61.8,3.7,5.1,72.1,22.9,93.2,4.6,18.8,0.6,2.6,1.2,4.9,2.2,9.0
2018-19,Regular+Season,LAL,Los Angeles Lakers,82,37,45,241.2,404.2,25.4,10.0,15.5,64.5,2.7,3.9,68.7,22.8,90.0,5.6,22.1,1.0,3.7,1.5,5.9,1.6,6.4
2018-19,Regular+Season,MEM,Memphis Grizzlies,82,33,49,242.4,449.9,26.4,8.9,14.7,60.8,3.5,4.7,73.3,21.5,81.5,6.8,25.8,1.0,3.9,1.3,4.8,2.1,7.9
2018-19,Regular+Season,MIA,Miami Heat,82,39,43,240.6,425.2,26.2,10.0,15.8,63.2,2.5,4.0,61.7,22.7,86.6,6.1,23.2,1.0,3.7,1.2,4.7,1.7,6.5
2018-19,Regular+Season,MIL,Milwaukee Bucks,82,60,22,241.2,410.2,20.6,8.0,12.5,64.0,2.3,3.0,76.4,18.5,90.0,4.7,22.7,0.7,3.4,0.9,4.1,1.3,6.3
2018-19,Regular+Season,MIN,Minnesota Timberwolves,82,36,46,241.8,417.3,23.1,8.6,13.8,62.5,3.5,4.4,79.8,21.1,91.0,5.0,21.5,1.0,4.1,1.3,5.6,2.0,8.5
2018-19,Regular+Season,NOP,New Orleans Pelicans,82,33,49,240.9,439.0,27.1,10.8,16.4,65.9,3.6,4.6,78.3,25.4,93.9,5.9,21.9,1.0,3.8,1.7,6.2,1.9,7.0
2018-19,Regular+Season,NYK,New York Knicks,81,17,64,241.2,418.3,19.0,7.4,11.8,63.2,2.7,3.6,74.1,17.8,93.9,3.5,18.4,0.5,2.8,1.2,6.2,1.6,8.3
2018-19,Regular+Season,OKC,Oklahoma City Thunder,81,48,33,242.2,372.3,27.8,9.7,15.7,61.7,2.8,4.1,67.6,22.5,81.0,7.1,25.5,1.1,4.0,1.5,5.5,1.7,6.3
2018-19,Regular+Season,ORL,Orlando Magic,80,40,40,241.3,405.5,24.7,9.4,15.0,62.5,2.3,3.1,74.7,21.4,86.6,5.9,24.0,0.9,3.7,1.3,5.3,1.4,5.7
2018-19,Regular+Season,PHI,Philadelphia 76ers,81,51,30,241.5,443.0,25.3,9.1,14.5,62.3,3.8,4.8,79.2,22.2,87.7,6.1,24.3,1.2,4.7,1.1,4.3,2.0,8.0
2018-19,Regular+Season,PHX,Phoenix Suns,82,19,63,242.4,429.6,23.4,9.6,14.6,65.8,2.7,3.9,70.5,22.4,95.5,4.7,20.1,0.9,3.9,1.2,4.9,1.6,6.8
2018-19,Regular+Season,POR,Portland Trail Blazers,82,53,29,242.1,407.0,23.7,8.8,14.2,61.7,3.3,4.1,80.3,21.0,88.7,5.3,22.2,0.9,3.9,1.3,5.3,1.7,7.3
2018-19,Regular+Season,SAC,Sacramento Kings,82,39,43,240.6,420.0,27.2,10.5,16.8,62.8,2.9,4.2,69.4,24.2,88.7,5.9,21.5,1.1,4.2,1.6,5.9,1.8,6.5
2018-19,Regular+Season,SAS,San Antonio Spurs,82,48,34,241.5,400.2,20.9,7.7,12.2,62.9,2.8,3.6,77.9,18.5,88.2,5.1,24.5,1.0,4.8,1.1,5.3,1.6,7.6
2018-19,Regular+Season,TOR,Toronto Raptors,82,58,24,242.4,422.2,21.4,7.6,11.9,63.6,2.4,3.2,74.0,17.8,83.3,6.0,27.9,1.2,5.5,1.2,5.5,1.4,6.4
2018-19,Regular+Season,UTA,Utah Jazz,81,50,31,240.9,434.5,26.6,10.5,15.0,69.9,4.1,6.5,63.5,25.3,95.2,6.3,23.6,1.0,3.7,1.4,5.4,2.8,10.7
2018-19,Regular+Season,WAS,Washington Wizards,81,31,50,243.1,418.1,21.2,8.3,12.5,66.5,2.8,3.7,75.1,19.7,92.9,5.2,24.5,1.0,4.5,1.0,4.5,1.6,7.6
2018-19,Playoffs,BOS,Boston Celtics,9,5,4,240.0,393.9,15.3,4.6,8.1,56.2,2.3,2.6,91.3,11.4,74.6,4.1,26.8,0.6,3.6,0.9,5.8,1.1,7.2
2018-19,Playoffs,BKN,Brooklyn Nets,5,1,4,240.0,380.2,24.8,8.0,14.2,56.3,4.4,5.0,88.0,20.2,81.5,6.6,26.6,1.4,5.6,1.0,4.0,2.2,8.9
2018-19,Playoffs,DEN,Denver Nuggets,14,7,7,247.1,433.4,24.1,8.0,13.9,57.7,3.9,4.9,79.4,19.7,81.7,6.4,26.3,1.0,4.1,0.7,3.0,1.8,7.4
2018-19,Playoffs,DET,Detroit Pistons,4,0,4,240.0,405.3,25.3,9.0,14.8,61.0,2.3,5.3,42.9,20.3,80.2,5.3,20.8,1.3,5.0,0.8,3.0,2.3,8.9
2018-19,Playoffs,GSW,Golden State Warriors,22,14,8,242.3,434.2,24.8,8.7,13.0,66.8,3.5,4.8,73.3,20.9,84.1,7.6,30.6,1.4,5.5,1.4,5.5,2.0,7.9
2018-19,Playoffs,HOU,Houston Rockets,11,6,5,242.3,355.4,20.8,7.1,11.0,64.5,2.7,4.8,56.6,17.0,81.7,5.7,27.5,1.1,5.2,1.0,4.8,1.9,9.2
2018-19,Playoffs,IND,Indiana Pacers,4,0,4,240.0,394.8,18.3,3.8,9.8,38.5,1.8,2.5,70.0,9.3,50.7,6.0,32.9,1.0,5.5,1.0,5.5,1.3,6.8
2018-19,Playoffs,LAC,LA Clippers,6,2,4,240.0,441.8,21.0,8.2,12.5,65.3,2.8,3.7,77.3,19.2,91.3,5.2,24.6,0.8,4.0,0.7,3.2,1.3,6.3
2018-19,Playoffs,MIL,Milwaukee Bucks,15,10,5,243.3,403.4,17.5,7.3,11.0,66.1,2.2,3.4,64.7,16.7,95.8,3.5,20.2,0.6,3.4,0.7,4.2,1.2,6.9
2018-19,Playoffs,OKC,Oklahoma City Thunder,5,1,4,240.0,349.2,20.6,7.6,11.4,66.7,1.0,2.0,50.0,16.2,78.6,6.6,32.0,1.2,5.8,1.2,5.8,0.8,3.9
2018-19,Playoffs,ORL,Orlando Magic,5,1,4,240.0,399.8,20.2,5.2,11.0,47.3,1.4,2.6,53.8,11.8,58.4,6.2,30.7,0.6,3.0,1.4,6.9,1.0,5.0
2018-19,Playoffs,PHI,Philadelphia 76ers,12,7,5,240.0,411.4,22.9,8.6,13.5,63.6,3.0,3.9,76.6,20.2,88.0,5.5,24.0,1.2,5.1,1.3,5.5,1.3,5.5
2018-19,Playoffs,POR,Portland Trail Blazers,16,8,8,247.8,373.2,21.8,7.9,13.6,58.3,2.2,2.8,77.8,18.3,83.7,4.8,22.1,1.2,5.4,1.1,5.2,1.2,5.4
2018-19,Playoffs,SAS,San Antonio Spurs,7,3,4,240.0,368.4,19.6,7.6,12.3,61.6,2.6,3.7,69.2,17.6,89.8,4.9,24.8,0.3,1.5,0.1,0.7,1.6,8.0
2018-19,Playoffs,TOR,Toronto Raptors,24,16,8,242.1,415.2,17.3,5.4,8.9,61.0,3.0,3.7,82.0,13.7,78.8,5.4,31.0,1.2,7.0,0.8,4.3,1.2,7.0
2018-19,Playoffs,UTA,Utah Jazz,5,1,4,240.0,395.8,27.6,10.6,15.8,67.1,5.0,6.8,73.5,26.2,94.9,5.4,19.6,0.6,2.2,1.8,6.5,2.8,10.1
2019-20,Regular+Season,ATL,Atlanta Hawks,67,20,47,243.0,398.7,23.5,10.0,14.7,68.1,2.5,3.7,68.0,22.9,97.3,4.7,20.0,0.9,3.7,1.5,6.4,1.8,7.6
2019-20,Regular+Season,BOS,Boston Celtics,72,48,24,242.1,406.0,22.5,8.7,14.1,61.6,2.2,3.0,74.2,19.9,88.2,5.2,22.9,0.8,3.7,1.1,4.7,1.4,6.4
2019-20,Regular+Season,BKN,Brooklyn Nets,72,35,37,242.8,402.2,22.1,8.5,12.9,65.8,2.2,3.3,66.9,19.7,89.2,5.4,24.3,0.9,4.3,1.2,5.2,1.6,7.1
2019-20,Regular+Season,CHA,Charlotte Hornets,64,23,41,242.3,427.8,23.8,8.5,13.9,60.9,2.5,3.6,69.0,19.6,82.4,5.9,25.0,1.0,4.3,1.2,4.9,1.6,6.8
2019-20,Regular+Season,CHI,Chicago Bulls,65,22,43,241.2,408.3,21.8,7.5,11.8,63.2,2.9,3.9,73.8,18.1,83.2,5.4,25.0,0.9,4.3,1.4,6.3,1.8,8.1
2019-20,Regular+Season,CLE,Cleveland Cavaliers,65,19,46,241.9,412.9,27.9,10.2,16.2,63.2,2.5,3.7,68.6,23.3,83.4,6.6,23.6,1.1,4.1,1.6,5.8,1.7,6.0
2019-20,Regular+Season,DAL,Dallas Mavericks,73,41,32,242.1,413.4,19.9,7.9,11.7,67.6,2.4,3.0,78.2,18.6,93.3,4.9,24.7,0.8,4.3,0.8,4.0,1.4,7.1
2019-20,Regular+Season,DEN,Denver Nuggets,73,46,27,243.1,427.3,24.7,9.6,14.0,68.1,2.8,3.9,72.9,22.5,90.9,6.3,25.3,1.3,5.3,1.2,5.0,1.7,6.9
2019-20,Regular+Season,DET,Detroit Pistons,65,20,45,241.9,409.6,23.1,8.4,13.8,61.1,2.9,4.3,68.0,20.2,87.7,4.4,19.1,0.8,3.5,1.6,6.8,1.9,8.4
2019-20,Regular+Season,GSW,Golden State Warriors,65,15,50,241.9,456.5,21.3,7.6,12.3,61.6,2.2,3.0,73.2,17.8,83.8,5.6,26.3,1.0,4.8,1.0,4.8,1.4,6.8
2019-20,Regular+Season,HOU,Houston Rockets,72,44,28,241.4,369.0,17.6,6.2,9.4,65.3,1.3,2.0,65.5,13.9,78.9,5.3,30.3,0.9,5.0,1.2,7.0,1.0,5.6
2019-20,Regular+Season,IND,Indiana Pacers,73,45,28,241.4,416.0,19.8,7.5,11.7,64.0,2.5,3.2,77.4,17.8,89.7,4.6,23.2,1.0,5.0,1.1,5.4,1.5,7.7
2019-20,Regular+Season,LAC,LA Clippers,72,49,23,241.4,396.7,21.1,7.9,12.8,62.0,2.6,3.6,71.2,18.7,88.6,4.6,21.7,0.9,4.1,1.0,4.9,1.7,8.0
2019-20,Regular+Season,LAL,Los Angeles Lakers,71,52,19,240.7,407.4,26.5,11.1,15.9,70.1,2.6,3.9,66.1,25.3,95.4,6.0,22.6,1.1,4.0,1.6,6.1,1.8,6.9
2019-20,Regular+Season,MEM,Memphis Grizzlies,73,34,39,240.7,431.0,25.2,10.3,15.5,66.7,2.6,3.4,75.3,23.8,94.4,5.5,21.6,1.1,4.3,1.5,6.0,1.6,6.4
2019-20,Regular+Season,MIA,Miami Heat,72,44,28,243.1,413.5,22.8,7.9,11.7,67.6,3.3,4.4,74.7,19.4,85.1,6.6,29.1,1.2,5.4,1.2,5.2,2.1,9.4
2019-20,Regular+Season,MIL,Milwaukee Bucks,72,55,17,241.0,406.9,20.7,7.9,12.6,62.6,2.3,3.0,76.1,18.6,89.7,4.7,22.6,0.9,4.6,1.0,5.0,1.4,6.7
2019-20,Regular+Season,MIN,Minnesota Timberwolves,64,19,45,243.1,433.3,19.8,7.0,11.3,61.6,2.8,3.9,71.8,17.1,86.6,4.6,23.3,0.8,4.2,1.0,5.2,1.8,9.2
