SEASON,SEASON_TYPE,TEAM_ABB,TEAM_NAME,GP,W,L,MIN,TOUCHES,PAINT_TOUCHES,PAINT_TOUCH_FGM,PAINT_TOUCH_FGA,PAINT_TOUCH_FG_PCT,PAINT_TOUCH_FTM,PAINT_TOUCH_FTA,PAINT_TOUCH_FT_PCT,PAINT_TOUCH_PTS,PAINT_TOUCH_PTS_PCT,PAINT_TOUCH_PASSES,PAINT_TOUCH_PASSES_PCT,PAINT_TOUCH_AST,PAINT_TOUCH_AST_PCT,PAINT_TOUCH_TOV,PAINT_TOUCH_TOV_PCT,PAINT_TOUCH_FOULS,PAINT_TOUCH_FOULS_PCT
2021-22,Regular+Season,MIN,Minnesota Timberwolves,82,46,36,241.2,404.9,20.4,6.7,11.3,59.9,2.2,2.9,75.6,16.0,78.3,5.6,27.3,1.2,5.8,1.4,6.8,1.4,7.0
2021-22,Regular+Season,NOP,New Orleans Pelicans,81,35,46,240.9,422.6,24.3,8.9,14.2,62.1,3.3,4.4,74.7,21.4,88.2,5.8,23.8,1.0,4.2,1.2,5.0,2.1,8.5
2021-22,Regular+Season,NYK,New York Knicks,81,36,45,241.2,399.8,20.2,7.4,11.2,66.3,2.3,3.6,63.6,17.4,86.2,5.2,25.6,0.9,4.5,1.3,6.3,1.7,8.4
2021-22,Regular+Season,OKC,Oklahoma City Thunder,82,24,58,241.5,419.4,20.2,7.1,11.4,62.2,2.3,3.2,72.8,16.6,82.5,5.4,26.9,0.8,4.1,1.0,5.1,1.5,7.5
2021-22,Regular+Season,ORL,Orlando Magic,82,22,60,241.2,405.7,18.6,7.1,11.0,64.2,2.0,2.6,76.1,16.5,88.5,4.6,24.6,0.8,4.4,0.9,4.6,1.2,6.4
2021-22,Regular+Season,PHI,Philadelphia 76ers,82,51,31,241.5,416.4,16.6,6.4,10.0,64.0,2.2,3.0,74.1,15.5,93.6,3.7,22.1,0.6,3.8,1.0,6.0,1.4,8.4
2021-22,Regular+Season,PHX,Phoenix Suns,81,63,18,240.6,378.6,25.3,10.7,15.8,67.6,2.6,3.6,72.8,24.4,96.5,5.3,21.1,0.9,3.4,1.3,5.3,1.7,6.8
2021-22,Regular+Season,POR,Portland Trail Blazers,82,27,55,240.6,398.0,18.8,7.0,11.0,63.6,2.0,2.7,74.4,16.3,86.5,4.7,24.9,0.9,4.9,1.2,6.4,1.3,7.1
2021-22,Regular+Season,SAC,Sacramento Kings,81,29,52,241.5,401.7,21.3,8.3,13.0,64.4,2.8,3.7,77.4,19.9,93.4,4.7,22.1,0.9,4.0,1.1,5.1,1.6,7.5
2021-22,Regular+Season,SAS,San Antonio Spurs,82,34,48,241.5,413.0,23.8,8.7,13.7,63.8,2.1,3.2,65.6,19.9,83.4,6.6,27.6,1.3,5.3,1.0,4.1,1.4,6.0
2021-22,Regular+Season,TOR,Toronto Raptors,82,48,34,242.1,403.2,26.0,8.8,14.7,59.9,2.6,3.7,71.3,20.6,79.5,7.4,28.5,1.3,5.2,1.2,4.7,1.7,6.7
2021-22,Regular+Season,UTA,Utah Jazz,82,49,33,240.6,386.6,21.9,9.0,12.5,71.6,3.6,5.2,68.7,21.9,100,4.4,20.1,0.9,4.0,1.2,5.4,2.3,10.5
2021-22,Regular+Season,WAS,Washington Wizards,82,35,47,241.8,407.8,21.9,9.3,13.5,69.2,3.3,4.1,79.0,22.6,102.9,4.2,19.3,0.9,4.1,1.1,5.1,2.0,8.9
2021-22,Playoffs,ATL,Atlanta Hawks,5,1,4,240.0,378.8,17.8,7.4,11.2,66.1,2.4,3.4,70.6,18.2,102.2,3.0,16.9,0.6,3.4,1.0,5.6,1.8,10.1
2021-22,Playoffs,BOS,Boston Celtics,24,14,10,240.0,403.9,19.6,7.0,11.0,63.3,2.1,2.9,72.9,16.4,83.4,5.8,29.5,0.6,3.0,0.8,3.8,1.4,7.0
2021-22,Playoffs,BKN,Brooklyn Nets,4,0,4,240.0,383.0,21.0,7.8,11.5,67.4,1.8,3.0,58.3,17.3,82.1,5.8,27.4,2.0,9.5,1.5,7.1,1.5,7.1
2021-22,Playoffs,CHI,Chicago Bulls,5,1,4,240.0,415.2,15.2,5.0,9.0,55.6,0.6,0.8,75.0,11.0,72.4,5.4,35.5,0.6,3.9,0.4,2.6,0.4,2.6
2021-22,Playoffs,DAL,Dallas Mavericks,18,9,9,240.0,367.2,10.9,3.3,5.2,64.5,1.4,2.0,72.2,8.1,74.5,3.9,35.7,0.4,4.1,0.5,4.6,0.8,7.1
2021-22,Playoffs,DEN,Denver Nuggets,5,1,4,240.0,437.0,25.8,9.4,15.4,61.0,3.6,5.0,72.0,22.8,88.4,5.8,22.5,0.4,1.6,1.2,4.7,2.2,8.5
2021-22,Playoffs,GSW,Golden State Warriors,22,16,6,240.0,396.0,20.2,7.5,11.2,67.1,2.0,2.7,74.6,17.2,84.9,6.5,32.1,1.4,7.0,0.5,2.7,1.3,6.3
2021-22,Playoffs,MEM,Memphis Grizzlies,12,6,6,240.0,404.2,22.6,8.7,13.0,66.7,3.0,4.5,66.7,20.9,92.6,5.5,24.4,1.4,6.3,1.0,4.4,2.1,9.2
2021-22,Playoffs,MIA,Miami Heat,18,11,7,240.0,391.7,18.9,7.6,10.9,69.5,1.6,2.5,64.4,17.3,91.5,5.2,27.3,0.9,5.0,0.9,4.7,1.1,5.9
2021-22,Playoffs,MIL,Milwaukee Bucks,12,7,5,240.0,361.4,18.9,6.8,11.4,59.9,1.9,2.7,71.9,15.7,82.8,4.2,22.0,0.9,4.8,0.9,4.8,1.3,7.0
2021-22,Playoffs,MIN,Minnesota Timberwolves,6,2,4,240.0,405.7,19.3,5.8,10.2,57.4,3.5,4.0,87.5,15.5,80.2,5.3,27.6,0.8,4.3,1.2,6.0,2.0,10.3
2021-22,Playoffs,NOP,New Orleans Pelicans,6,2,4,240.0,396.2,22.0,8.7,14.5,59.8,2.7,3.3,80.0,20.5,93.2,4.7,21.2,1.0,4.5,0.7,3.0,1.5,6.8
2021-22,Playoffs,PHI,Philadelphia 76ers,12,6,6,242.1,387.5,15.3,5.4,8.4,64.4,2.0,2.5,80.0,13.3,86.4,3.3,21.7,0.9,6.0,1.6,10.3,1.1,7.1
2021-22,Playoffs,PHX,Phoenix Suns,13,7,6,240.0,360.6,21.8,10.5,14.9,70.1,1.8,2.6,70.6,23.0,105.3,3.1,14.1,0.3,1.4,1.4,6.3,1.2,5.3
2021-22,Playoffs,TOR,Toronto Raptors,6,2,4,244.2,368.0,20.5,8.5,11.5,73.9,2.2,2.7,81.3,19.7,95.9,5.3,26.0,1.0,4.9,1.5,7.3,1.3,6.5
2021-22,Playoffs,UTA,Utah Jazz,6,2,4,240.0,340.5,18.8,6.2,9.8,62.7,4.2,6.3,65.8,17.2,91.2,3.8,20.4,0.3,1.8,0.7,3.5,2.7,14.2
2021-22,PlayIn,ATL,Atlanta Hawks,2,2,0,240.0,367.5,20.0,10.0,12.5,80.0,3.0,4.0,75.0,24.0,120.0,4.5,22.5,0.5,2.5,1.0,5.0,1.5,7.5
2021-22,PlayIn,BKN,Brooklyn Nets,1,1,0,240.0,425.0,26.0,13.0,15.0,86.7,2.0,6.0,33.3,28.0,107.7,4.0,15.4,1.0,3.8,3.0,11.5,3.0,11.5
2021-22,PlayIn,CHA,Charlotte Hornets,1,0,1,240.0,381.0,18.0,3.0,6.0,50.0,4.0,6.0,66.7,10.0,55.6,7.0,38.9,1.0,5.6,2.0,11.1,3.0,16.7
2021-22,PlayIn,CLE,Cleveland Cavaliers,2,0,2,240.0,389.5,21.5,7.0,14.0,50.0,3.5,4.0,87.5,18.0,83.7,4.0,18.6,0.5,2.3,0.5,2.3,2.0,9.3
2021-22,PlayIn,LAC,LA Clippers,2,0,2,240.0,367.5,13.0,3.0,5.5,54.5,1.0,2.0,50.0,7.0,53.8,5.0,38.5,0.5,3.8,1.0,7.7,1.0,7.7
2021-22,PlayIn,MIN,Minnesota Timberwolves,1,1,0,240.0,396.0,13.0,4.0,8.0,50.0,3.0,4.0,75.0,11.0,84.6,2.0,15.4,0.0,0.0,0.0,0.0,2.0,15.4
2021-22,PlayIn,NOP,New Orleans Pelicans,2,2,0,240.0,371.0,20.5,8.0,12.5,64.0,3.0,4.0,75.0,19.0,92.7,5.0,24.4,1.0,4.9,1.0,4.9,2.0,9.8
2021-22,PlayIn,SAS,San Antonio Spurs,1,0,1,240.0,379.0,21.0,6.0,10.0,60.0,3.0,4.0,75.0,16.0,76.2,7.0,33.3,1.0,4.8,1.0,4.8,2.0,9.5
2022-23,Regular+Season,ATL,Atlanta Hawks,82,41,41,242.1,375.8,23.7,10.2,15.1,67.6,2.6,3.4,75.1,23.4,98.7,4.9,20.8,0.7,3.0,1.0,4.3,1.7,7.0
2022-23,Regular+Season,BOS,Boston Celtics,82,57,25,243.7,397.7,19.5,7.1,10.7,66.7,1.6,2.0,78.0,16.2,82.8,6.3,32.1,1.4,7.4,0.9,4.7,1.0,4.9
2022-23,Regular+Season,BKN,Brooklyn Nets,82,45,37,240.6,395.5,18.4,7.5,10.7,70.5,1.4,2.2,65.0,16.8,91.3,5.2,28.0,1.0,5.4,0.9,4.8,1.0,5.6
2022-23,Regular+Season,CHA,Charlotte Hornets,82,27,55,241.8,409.4,22.8,9.0,14.0,63.8,3.0,4.2,70.9,21.5,94.2,4.6,20.2,0.8,3.6,1.2,5.4,2.0,8.9
2022-23,Regular+Season,CHI,Chicago Bulls,81,39,42,242.8,405.9,17.8,7.4,11.1,66.3,1.8,2.6,67.9,16.8,94.9,3.8,21.6,0.8,4.2,0.9,5.0,1.3,7.1
2022-23,Regular+Season,CLE,Cleveland Cavaliers,82,51,31,242.4,387.2,25.5,9.9,14.4,68.2,2.9,4.0,70.8,23.0,90.3,6.6,26.1,1.4,5.4,1.4,5.4,1.9,7.6
2022-23,Regular+Season,DAL,Dallas Mavericks,82,38,44,243.1,389.0,16.6,6.2,8.8,70.1,2.0,2.9,68.6,14.7,88.5,4.9,29.5,0.8,5.0,0.9,5.4,1.3,8.1
2022-23,Regular+Season,DEN,Denver Nuggets,82,53,29,240.9,413.7,26.3,11.6,16.5,70.5,3.2,4.5,70.5,26.9,102.4,5.5,20.9,1.2,4.7,1.1,4.4,2.1,8.0
2022-23,Regular+Season,DET,Detroit Pistons,81,17,64,241.5,386.6,21.1,8.1,13.0,62.4,2.7,3.8,70.3,19.2,91.0,4.5,21.2,0.9,4.1,1.2,5.8,1.8,8.6
2022-23,Regular+Season,GSW,Golden State Warriors,81,43,38,241.9,446.5,22.5,7.8,12.1,64.8,2.3,3.1,74.5,18.4,81.7,6.8,30.2,1.4,6.3,1.2,5.4,1.5,6.6
2022-23,Regular+Season,HOU,Houston Rockets,82,22,60,240.9,410.8,24.7,9.0,14.5,61.8,2.4,3.3,72.3,20.8,84.2,6.0,24.2,1.3,5.2,1.6,6.4,1.6,6.3
2022-23,Regular+Season,IND,Indiana Pacers,82,35,47,240.9,428.8,20.6,7.9,12.3,64.3,3.0,4.0,74.8,19.2,93.2,4.5,21.9,0.6,3.1,1.1,5.2,1.9,9.0
2022-23,Regular+Season,LAC,LA Clippers,82,44,38,241.8,392.6,19.9,7.3,11.3,64.8,2.7,3.7,72.0,17.7,89.1,4.7,23.5,0.7,3.6,1.4,6.8,1.7,8.5
2022-23,Regular+Season,LAL,Los Angeles Lakers,82,43,39,242.4,380.4,24.5,9.8,14.5,67.3,3.8,4.8,78.7,23.9,97.7,5.2,21.3,0.9,3.7,1.4,5.5,2.2,8.9
2022-23,Regular+Season,MEM,Memphis Grizzlies,82,51,31,241.2,397.6,23.0,9.3,13.9,67.0,2.6,4.0,66.4,21.6,94.0,5.3,23.0,0.8,3.3,1.0,4.2,1.9,8.1
2022-23,Regular+Season,MIA,Miami Heat,82,44,38,241.5,410.4,23.0,7.9,12.6,62.3,2.7,3.3,81.4,18.9,81.9,6.8,29.5,1.2,5.2,1.1,4.8,1.6,6.8
2022-23,Regular+Season,MIL,Milwaukee Bucks,82,58,24,241.8,396.2,21.8,8.4,12.4,67.9,2.4,3.1,75.1,19.5,89.6,6.0,27.7,1.0,4.6,1.0,4.5,1.5,6.8
2022-23,Regular+Season,MIN,Minnesota Timberwolves,81,41,40,241.9,421.6,21.1,8.3,12.2,68.6,2.8,4.1,69.4,20.0,94.5,4.9,23.1,1.0,4.9,1.2,5.8,1.9,8.9
2022-23,Regular+Season,NOP,New Orleans Pelicans,82,42,40,242.1,419.1,21.2,8.9,13.3,66.5,2.6,3.5,75.3,20.7,97.8,4.4,20.5,0.8,3.9,1.1,5.0,1.6,7.6
2022-23,Regular+Season,NYK,New York Knicks,82,47,35,243.4,390.6,21.0,7.9,11.8,66.9,1.6,2.7,60.3,17.7,84.3,6.0,28.8,1.0,4.8,1.2,5.6,1.3,6.3
2022-23,Regular+Season,OKC,Oklahoma City Thunder,82,40,42,242.1,403.1,21.4,7.3,12.3,59.3,2.3,3.1,74.6,17.0,79.4,5.8,27.3,1.1,5.0,1.1,5.1,1.5,6.9
2022-23,Regular+Season,ORL,Orlando Magic,82,34,48,241.2,389.2,19.6,7.8,11.6,67.3,3.1,3.9,78.4,19.2,97.7,4.3,21.8,0.8,4.1,1.0,5.2,1.8,9.2
2022-23,Regular+Season,PHI,Philadelphia 76ers,82,54,28,242.4,402.3,17.5,6.2,9.5,65.6,2.8,3.6,79.0,15.6,88.9,4.6,26.3,0.7,4.0,1.0,5.6,1.7,9.5
2022-23,Regular+Season,PHX,Phoenix Suns,82,45,37,241.2,399.1,26.4,9.6,15.6,61.7,2.8,3.8,72.1,22.4,84.7,6.7,25.6,1.1,4.3,1.2,4.6,1.7,6.6
2022-23,Regular+Season,POR,Portland Trail Blazers,81,33,48,240.6,396.3,18.0,6.7,10.5,63.9,1.7,2.3,70.5,15.3,84.9,4.9,27.1,0.7,3.6,0.9,5.1,1.1,6.4
2022-23,Regular+Season,SAC,Sacramento Kings,82,48,34,241.8,420.9,22.9,8.7,13.0,67.4,2.8,3.7,77.4,20.7,90.5,6.0,26.4,1.3,5.8,1.1,4.8,1.7,7.2
2022-23,Regular+Season,SAS,San Antonio Spurs,79,21,58,242.2,414.1,23.2,8.7,13.1,66.1,2.3,3.2,73.2,20.0,86.3,6.5,28.1,0.9,3.9,1.3,5.6,1.5,6.3
2022-23,Regular+Season,TOR,Toronto Raptors,82,41,41,241.5,413.3,25.3,9.9,15.5,63.7,2.7,3.8,72.7,23.0,91.1,5.8,23.1,1.1,4.4,1.2,4.8,1.8,7.1
2022-23,Regular+Season,UTA,Utah Jazz,82,37,45,241.5,395.5,23.1,9.6,14.0,68.5,2.4,3.4,71.7,21.9,94.8,5.4,23.2,1.1,4.7,1.2,5.1,1.6,6.9
2022-23,Regular+Season,WAS,Washington Wizards,82,35,47,240.9,406.3,20.0,8.3,12.2,67.5,2.5,3.3,77.2,19.6,98.2,4.4,21.8,0.8,4.2,1.1,5.3,1.6,7.9
2022-23,Playoffs,ATL,Atlanta Hawks,6,2,4,240.0,353.3,20.0,8.2,12.8,63.6,1.5,2.3,64.3,18.0,90.0,4.3,21.7,1.0,5.0,0.7,3.3,1.2,5.8
2022-23,Playoffs,BOS,Boston Celtics,20,11,9,241.3,370.1,18.8,7.3,10.3,71.2,2.1,2.6,80.8,17.1,90.9,6.0,32.0,1.4,7.2,0.6,3.2,1.0,5.3
2022-23,Playoffs,BKN,Brooklyn Nets,4,0,4,240.0,371.8,13.8,5.0,7.0,71.4,1.3,2.0,62.5,12.0,87.3,4.3,30.9,1.0,7.3,1.0,7.3,1.0,7.3
2022-23,Playoffs,CLE,Cleveland Cavaliers,5,1,4,240.0,349.8,19.6,7.2,9.8,73.5,2.0,2.8,71.4,16.4,83.7,6.0,30.6,2.0,10.2,1.4,7.1,1.4,7.1
2022-23,Playoffs,DEN,Denver Nuggets,20,16,4,241.3,400.9,24.5,9.8,15.4,63.6,2.9,4.2,67.9,22.9,93.3,4.9,19.8,1.0,3.9,1.1,4.3,1.8,7.3
2022-23,Playoffs,GSW,Golden State Warriors,13,6,7,240.0,427.3,24.5,8.5,12.5,67.5,2.5,3.7,66.7,19.9,81.4,7.8,32.1,1.5,6.0,1.4,5.7,1.8,7.2
2022-23,Playoffs,LAC,LA Clippers,5,1,4,240.0,363.0,24.0,8.2,13.0,63.1,2.8,3.6,77.8,20.0,83.3,6.8,28.3,2.0,8.3,1.8,7.5,1.8,7.5
2022-23,Playoffs,LAL,Los Angeles Lakers,16,8,8,241.6,380.3,20.2,7.7,12.3,62.8,3.3,4.5,73.6,19.1,94.7,3.7,18.3,1.1,5.6,1.0,5.0,2.1,10.2
2022-23,Playoffs,MEM,Memphis Grizzlies,6,2,4,244.2,395.7,22.3,8.7,14.5,59.8,2.2,3.0,72.2,20.0,89.6,4.5,20.1,0.8,3.7,1.0,4.5,1.5,6.7
2022-23,Playoffs,MIA,Miami Heat,23,13,10,241.1,392.7,19.2,6.1,10.6,57.4,1.4,1.7,80.0,13.8,72.1,5.8,30.4,1.1,5.9,1.1,5.9,0.8,4.1
2022-23,Playoffs,MIL,Milwaukee Bucks,5,1,4,245.0,400.4,24.4,9.8,14.0,70.0,2.0,2.4,83.3,22.0,90.2,5.8,23.8,0.8,3.3,2.0,8.2,1.2,4.9
2022-23,Playoffs,MIN,Minnesota Timberwolves,5,1,4,245.0,405.2,18.2,6.4,10.6,60.4,4.2,6.0,70.0,17.6,96.7,3.8,20.9,0.6,3.3,0.8,4.4,3.0,16.5
2022-23,Playoffs,NYK,New York Knicks,11,6,5,240.0,356.5,18.8,6.2,9.6,64.2,2.1,4.0,52.3,14.6,77.8,5.3,28.0,0.7,3.9,0.9,4.8,1.9,10.1
2022-23,Playoffs,PHI,Philadelphia 76ers,11,7,4,242.3,367.9,15.1,5.3,8.3,63.7,1.5,1.6,94.4,12.5,82.5,4.6,30.7,1.3,8.4,0.7,4.8,0.6,4.2
2022-23,Playoffs,PHX,Phoenix Suns,11,6,5,240.0,360.2,23.6,7.6,13.1,58.3,2.5,3.8,64.3,18.2,76.9,6.9,29.2,1.2,5.0,1.1,4.6,1.8,7.7
2022-23,Playoffs,SAC,Sacramento Kings,7,3,4,240.0,380.0,21.7,5.7,10.6,54.1,3.1,4.3,73.3,14.9,68.4,6.3,28.9,1.1,5.3,1.7,7.9,2.0,9.2
2022-23,PlayIn,ATL,Atlanta Hawks,1,1,0,240.0,395.0,29.0,12.0,17.0,70.6,2.0,6.0,33.3,26.0,89.7,7.0,24.1,0.0,0.0,0.0,0.0,3.0,10.3
2022-23,PlayIn,CHI,Chicago Bulls,2,1,1,240.0,358.0,12.0,5.0,9.0,55.6,0.0,0.0,0.0,10.0,83.3,1.5,12.5,0.0,0.0,1.0,8.3,0.0,0.0
2022-23,PlayIn,LAL,Los Angeles Lakers,1,1,0,265.0,443.0,27.0,11.0,16.0,68.8,2.0,2.0,100,25.0,92.6,6.0,22.2,1.0,3.7,4.0,14.8,1.0,3.7
2022-23,PlayIn,MIA,Miami Heat,2,1,1,240.0,379.5,21.5,6.5,13.5,48.1,2.0,2.0,100,16.0,74.4,4.0,18.6,0.5,2.3,0.5,2.3,0.5,2.3
2022-23,PlayIn,MIN,Minnesota Timberwolves,2,1,1,252.5,432.0,19.0,8.0,12.0,66.7,3.0,4.0,75.0,19.0,100,3.0,15.8,1.0,5.3,1.0,5.3,2.0,10.5
2022-23,PlayIn,NOP,New Orleans Pelicans,1,0,1,240.0,419.0,21.0,13.0,14.0,92.9,5.0,6.0,83.3,31.0,147.6,2.0,9.5,1.0,4.8,2.0,9.5,3.0,14.3
2022-23,PlayIn,OKC,Oklahoma City Thunder,2,1,1,240.0,379.0,17.0,4.5,8.0,56.3,3.0,3.0,100,12.5,73.5,6.0,35.3,0.5,2.9,0.5,2.9,1.0,5.9
2022-23,PlayIn,TOR,Toronto Raptors,1,0,1,240.0,394.0,27.0,7.0,13.0,53.8,5.0,6.0,83.3,19.0,70.4,10.0,37.0,3.0,11.1,1.0,3.7,3.0,11.1
2023-24,Regular+Season,ATL,Atlanta Hawks,82,36,46,242.1,394.2,23.8,9.3,15.2,61.3,2.8,4.0,71.3,21.9,92.1,4.6,19.4,1.0,4.1,1.1,4.6,2.0,8.3
2023-24,Regular+Season,BOS,Boston Celtics,81,63,18,241.9,387.8,22.2,8.6,12.7,67.5,2.3,2.9,79.5,19.7,88.8,6.2,27.9,1.4,6.4,1.1,4.8,1.4,6.1
2023-24,Regular+Season,BKN,Brooklyn Nets,79,32,47,241.6,404.7,21.1,7.9,12.3,64.6,1.8,2.8,63.8,18.0,85.5,5.3,25.2,1.1,5.4,1.1,5.2,1.3,6.1
2023-24,Regular+Season,CHA,Charlotte Hornets,81,20,61,240.6,392.5,18.6,7.8,11.3,69.2,2.2,3.0,74.0,18.1,97.2,4.2,22.5,0.9,4.9,1.0,5.4,1.4,7.5
2023-24,Regular+Season,CHI,Chicago Bulls,81,39,42,243.7,406.9,20.4,7.1,12.1,58.3,1.8,2.7,67.3,16.3,79.7,5.1,24.8,0.8,3.9,0.8,4.1,1.3,6.3
2023-24,Regular+Season,CLE,Cleveland Cavaliers,82,48,34,241.5,417.5,23.6,9.2,13.6,67.8,2.9,4.0,72.6,21.7,92.1,6.1,25.8,1.2,5.3,1.0,4.3,1.8,7.6
2023-24,Regular+Season,DAL,Dallas Mavericks,81,49,32,240.3,380.6,20.2,8.0,11.3,70.5,1.9,3.0,65.0,18.2,89.8,5.8,28.5,1.2,5.7,1.0,5.0,1.4,6.8
2023-24,Regular+Season,DEN,Denver Nuggets,80,55,25,240.3,406.7,26.1,10.6,16.2,65.5,2.6,3.7,71.8,24.3,92.9,6.1,23.2,1.5,5.7,1.0,3.9,1.8,6.7
2023-24,Regular+Season,DET,Detroit Pistons,81,14,67,240.9,387.9,21.9,8.7,13.0,66.9,2.3,2.9,79.6,20.0,91.5,5.0,22.7,0.7,3.4,1.4,6.2,1.4,6.4
2023-24,Regular+Season,GSW,Golden State Warriors,81,46,35,241.9,421.2,25.0,8.7,13.7,63.8,2.3,3.2,73.0,20.2,80.6,7.5,30.0,1.2,4.9,1.3,5.2,1.5,6.1
2023-24,Regular+Season,HOU,Houston Rockets,82,41,41,242.1,383.0,20.5,7.5,12.0,62.7,2.4,3.1,76.3,17.7,86.3,5.4,26.4,1.0,4.9,0.7,3.6,1.5,7.3
2023-24,Regular+Season,IND,Indiana Pacers,82,47,35,240.3,430.8,22.6,9.8,14.0,69.8,3.2,4.1,76.8,23.2,102.9,5.0,21.9,0.9,4.0,0.8,3.7,2.0,8.8
2023-24,Regular+Season,LAC,LA Clippers,81,50,31,240.3,373.4,22.6,8.8,13.2,66.2,2.3,3.2,73.9,20.2,89.5,5.9,26.1,1.2,5.1,1.1,4.8,1.5,6.8
