SEASON,SEASON_TYPE,TEAM_ABB,TEAM_NAME,GP,W,L,MIN,TOUCHES,PAINT_TOUCHES,PAINT_TOUCH_FGM,PAINT_TOUCH_FGA,PAINT_TOUCH_FG_PCT,PAINT_TOUCH_FTM,PAINT_TOUCH_FTA,PAINT_TOUCH_FT_PCT,PAINT_TOUCH_PTS,PAINT_TOUCH_PTS_PCT,PAINT_TOUCH_PASSES,PAINT_TOUCH_PASSES_PCT,PAINT_TOUCH_AST,PAINT_TOUCH_AST_PCT,PAINT_TOUCH_TOV,PAINT_TOUCH_TOV_PCT,PAINT_TOUCH_FOULS,PAINT_TOUCH_FOULS_PCT
2023-24,Regular+Season,LAL,Los Angeles Lakers,81,46,35,242.2,388.1,20.6,9.4,13.2,71.2,2.4,3.1,77.0,21.8,106.1,4.0,19.2,0.9,4.4,1.0,5.0,1.5,7.2
2023-24,Regular+Season,MEM,Memphis Grizzlies,82,27,55,241.2,407.2,18.6,6.3,10.3,61.0,1.6,2.3,71.1,14.6,78.4,5.4,29.2,0.9,4.8,1.0,5.5,1.1,5.8
2023-24,Regular+Season,MIA,Miami Heat,82,46,36,240.9,397.4,22.3,7.8,12.3,63.7,2.6,3.3,78.1,18.5,82.8,6.7,30.0,1.4,6.2,0.9,3.9,1.5,6.9
2023-24,Regular+Season,MIL,Milwaukee Bucks,82,49,33,241.5,386.8,18.4,7.8,11.1,70.0,1.6,2.3,69.5,17.5,95.2,4.2,23.0,0.9,4.7,1.1,5.9,1.1,6.0
2023-24,Regular+Season,MIN,Minnesota Timberwolves,82,56,26,241.5,409.6,20.5,7.5,11.3,66.5,2.8,4.2,67.4,18.2,88.5,5.2,25.2,1.0,4.7,1.2,5.8,1.9,9.1
2023-24,Regular+Season,NOP,New Orleans Pelicans,81,49,32,240.3,418.4,19.8,7.5,11.4,65.6,2.2,2.9,77.1,17.5,88.4,5.3,26.6,1.2,6.0,1.0,5.1,1.4,7.0
2023-24,Regular+Season,NYK,New York Knicks,82,50,32,240.6,404.6,20.0,6.8,10.5,64.5,1.9,2.8,67.3,15.8,78.8,6.4,31.8,0.9,4.3,1.2,5.8,1.3,6.3
2023-24,Regular+Season,OKC,Oklahoma City Thunder,82,57,25,241.5,391.2,19.5,7.1,10.8,65.8,1.9,2.4,79.9,16.4,84.0,5.8,29.7,1.2,6.4,1.1,5.7,1.2,6.2
2023-24,Regular+Season,ORL,Orlando Magic,82,47,35,241.2,399.0,22.3,8.6,12.9,66.5,3.0,4.0,76.1,20.6,92.7,5.5,24.5,1.0,4.3,1.1,5.1,1.8,8.2
2023-24,Regular+Season,PHI,Philadelphia 76ers,81,46,35,241.2,407.9,19.9,7.4,11.8,62.4,2.6,3.3,78.6,17.8,89.3,4.5,22.8,0.9,4.7,1.1,5.6,1.6,8.0
2023-24,Regular+Season,PHX,Phoenix Suns,81,49,32,241.2,401.1,19.0,6.5,10.6,61.3,2.2,3.0,74.3,15.5,81.3,5.5,28.6,1.0,5.1,1.0,5.1,1.4,7.5
2023-24,Regular+Season,POR,Portland Trail Blazers,81,20,61,242.2,397.0,21.3,8.2,13.8,59.4,2.0,2.7,71.5,18.7,87.4,4.3,20.0,0.7,3.5,1.1,5.2,1.3,6.2
2023-24,Regular+Season,SAC,Sacramento Kings,82,46,36,242.1,427.6,22.8,8.2,12.4,66.4,2.4,3.5,68.6,19.2,84.2,6.6,28.8,1.4,6.2,1.1,5.0,1.7,7.6
2023-24,Regular+Season,SAS,San Antonio Spurs,81,21,60,241.9,417.9,23.8,8.8,13.3,66.0,2.4,3.2,76.3,20.4,85.5,6.3,26.7,1.4,6.0,1.3,5.4,1.4,6.0
2023-24,Regular+Season,TOR,Toronto Raptors,81,25,56,241.2,420.2,24.6,9.7,14.8,65.4,2.3,3.4,68.2,22.1,89.9,6.0,24.3,1.5,5.9,1.1,4.4,1.6,6.5
2023-24,Regular+Season,UTA,Utah Jazz,81,31,50,241.5,408.2,24.0,10.1,14.8,68.0,2.8,3.5,81.1,23.4,97.7,5.0,21.0,0.9,3.8,1.4,5.7,1.6,6.7
2023-24,Regular+Season,WAS,Washington Wizards,82,15,67,240.6,399.4,18.2,7.7,11.8,65.4,2.1,2.9,72.8,18.0,98.6,3.5,19.1,0.5,3.0,0.9,5.1,1.4,7.8
2023-24,Playoffs,BOS,Boston Celtics,19,16,3,241.3,382.2,16.7,5.9,8.8,66.7,1.3,1.7,75.8,13.2,78.9,5.3,31.5,1.3,7.9,0.9,5.7,0.8,5.0
2023-24,Playoffs,CLE,Cleveland Cavaliers,12,5,7,240.0,358.6,17.3,6.3,10.0,63.3,1.8,2.7,68.8,14.7,85.0,3.9,22.7,0.8,4.8,1.0,5.8,1.3,7.2
2023-24,Playoffs,DAL,Dallas Mavericks,22,13,9,240.0,358.6,21.6,8.2,12.4,66.5,1.8,3.1,58.8,18.8,87.2,6.0,27.8,1.0,4.8,0.7,3.4,1.5,6.7
2023-24,Playoffs,DEN,Denver Nuggets,12,7,5,240.0,403.0,22.9,8.4,13.6,62.0,1.9,2.5,76.7,19.4,84.7,6.3,27.3,1.3,5.5,0.7,2.9,1.2,5.1
2023-24,Playoffs,IND,Indiana Pacers,17,8,9,242.9,431.8,22.6,8.9,13.6,65.5,2.4,3.1,76.9,20.5,90.4,5.6,24.9,1.4,6.0,0.7,3.1,1.5,6.8
2023-24,Playoffs,LAC,LA Clippers,6,2,4,240.0,364.8,25.8,8.5,15.0,56.7,3.0,4.7,64.3,20.2,78.1,6.5,25.2,1.2,4.5,0.7,2.6,2.3,9.0
2023-24,Playoffs,LAL,Los Angeles Lakers,5,1,4,240.0,370.4,17.8,8.6,12.0,71.7,2.2,2.4,91.7,20.4,114.6,3.4,19.1,0.8,4.5,0.8,4.5,1.0,5.6
2023-24,Playoffs,MIA,Miami Heat,5,1,4,240.0,374.2,10.4,4.2,6.8,61.8,0.6,0.8,75.0,9.4,90.4,2.8,26.9,0.6,5.8,0.2,1.9,0.4,3.8
2023-24,Playoffs,MIL,Milwaukee Bucks,6,2,4,244.2,387.8,17.0,6.3,9.3,67.9,1.5,2.0,75.0,14.3,84.3,5.2,30.4,0.5,2.9,1.0,5.9,1.0,5.9
2023-24,Playoffs,MIN,Minnesota Timberwolves,16,9,7,240.0,390.0,20.3,6.4,11.0,58.5,3.1,4.3,72.5,16.5,81.5,4.8,23.5,1.1,5.2,1.3,6.5,2.0,9.9
2023-24,Playoffs,NOP,New Orleans Pelicans,4,0,4,240.0,408.8,20.3,6.5,10.8,60.5,3.0,4.0,75.0,16.0,79.0,5.0,24.7,1.3,6.2,1.5,7.4,1.5,7.4
2023-24,Playoffs,NYK,New York Knicks,13,7,6,241.9,387.9,22.8,6.4,10.2,62.9,1.8,2.8,66.7,14.7,64.5,9.4,41.2,1.8,8.1,1.2,5.1,1.2,5.4
2023-24,Playoffs,OKC,Oklahoma City Thunder,10,6,4,240.0,382.6,16.6,5.8,7.9,73.4,0.9,1.6,56.3,12.8,77.1,6.0,36.1,0.6,3.6,1.3,7.8,0.7,4.2
2023-24,Playoffs,ORL,Orlando Magic,7,3,4,240.0,390.7,18.7,5.6,9.7,57.4,2.1,2.9,75.0,13.9,74.0,6.1,32.8,0.7,3.8,1.0,5.3,1.4,7.6
2023-24,Playoffs,PHI,Philadelphia 76ers,6,2,4,244.2,374.2,15.7,5.0,8.8,56.6,2.2,3.3,65.0,12.2,77.7,3.5,22.3,0.3,2.1,1.5,9.6,1.5,9.6
2023-24,Playoffs,PHX,Phoenix Suns,4,0,4,240.0,377.5,15.3,5.8,9.0,63.9,2.3,3.0,75.0,14.0,91.8,4.3,27.9,0.5,3.3,0.5,3.3,1.5,9.8
2023-24,PlayIn,ATL,Atlanta Hawks,1,0,1,240.0,375.0,25.0,14.0,19.0,73.7,4.0,4.0,100,33.0,132.0,3.0,12.0,1.0,4.0,0.0,0.0,2.0,8.0
2023-24,PlayIn,CHI,Chicago Bulls,2,1,1,240.0,409.0,19.0,9.0,13.0,69.2,1.0,1.0,100,19.0,100,3.5,18.4,1.5,7.9,1.0,5.3,0.5,2.6
2023-24,PlayIn,GSW,Golden State Warriors,1,0,1,240.0,396.0,23.0,7.0,14.0,50.0,3.0,4.0,75.0,17.0,73.9,7.0,30.4,1.0,4.3,0.0,0.0,2.0,8.7
2023-24,PlayIn,LAL,Los Angeles Lakers,1,1,0,240.0,408.0,19.0,7.0,11.0,63.6,6.0,8.0,75.0,20.0,105.3,3.0,15.8,1.0,5.3,0.0,0.0,4.0,21.1
2023-24,PlayIn,MIA,Miami Heat,2,1,1,240.0,393.0,18.5,6.0,10.0,60.0,4.5,5.0,90.0,17.0,91.9,6.0,32.4,1.0,5.4,0.0,0.0,2.5,13.5
2023-24,PlayIn,NOP,New Orleans Pelicans,2,1,1,240.0,410.0,23.0,9.5,15.0,63.3,3.5,4.0,87.5,22.5,97.8,5.5,23.9,3.0,13.0,0.0,0.0,2.0,8.7
2023-24,PlayIn,PHI,Philadelphia 76ers,1,1,0,240.0,490.0,28.0,8.0,18.0,44.4,0.0,0.0,0.0,18.0,64.3,8.0,28.6,0.0,0.0,1.0,3.6,0.0,0.0
2023-24,PlayIn,SAC,Sacramento Kings,2,1,1,240.0,397.5,20.5,5.5,8.5,64.7,4.5,5.0,90.0,15.5,75.6,7.0,34.1,3.0,14.6,1.5,7.3,2.5,12.2
2023-24,IST,ATL,Atlanta Hawks,4,1,3,240.0,397.5,24.0,9.8,16.3,60.0,4.0,5.0,80.0,24.5,102.1,3.5,14.6,0.5,2.1,1.0,4.2,2.5,10.4
2023-24,IST,BOS,Boston Celtics,5,3,2,240.0,390.8,20.2,8.0,11.6,69.0,2.2,2.8,78.6,18.4,91.1,4.8,23.8,1.6,7.9,1.2,5.9,1.2,5.9
2023-24,IST,BKN,Brooklyn Nets,4,3,1,240.0,397.3,17.5,5.8,11.0,52.3,1.5,2.0,75.0,13.3,75.7,3.8,21.4,0.5,2.9,1.0,5.7,0.8,4.3
2023-24,IST,CHA,Charlotte Hornets,4,1,3,240.0,402.3,30.8,12.0,19.0,63.2,3.8,6.0,62.5,28.0,91.1,6.5,21.1,2.3,7.3,1.5,4.9,2.8,8.9
2023-24,IST,CHI,Chicago Bulls,4,0,4,240.0,378.3,15.5,5.0,9.5,52.6,2.3,3.0,75.0,12.3,79.0,3.5,22.6,0.5,3.2,0.5,3.2,1.5,9.7
2023-24,IST,CLE,Cleveland Cavaliers,4,3,1,246.3,391.3,25.5,11.5,16.8,68.7,1.5,2.5,60.0,25.0,98.0,5.0,19.6,1.0,3.9,1.5,5.9,1.3,4.9
2023-24,IST,DAL,Dallas Mavericks,4,2,2,240.0,382.5,19.5,6.3,10.8,58.1,2.8,3.5,78.6,15.3,78.2,5.0,25.6,0.8,3.8,1.0,5.1,1.8,9.0
2023-24,IST,DEN,Denver Nuggets,4,2,2,240.0,416.3,29.3,12.3,16.3,75.4,3.3,4.0,81.3,28.3,96.6,7.8,26.5,1.8,6.0,2.0,6.8,2.0,6.8
2023-24,IST,DET,Detroit Pistons,4,0,4,240.0,401.5,26.3,11.3,16.3,69.2,3.0,3.5,85.7,25.5,97.1,5.8,21.9,0.8,2.9,2.0,7.6,1.8,6.7
2023-24,IST,GSW,Golden State Warriors,4,2,2,240.0,451.0,21.0,6.5,9.5,68.4,2.5,4.0,62.5,16.0,76.2,8.0,38.1,1.5,7.1,1.0,4.8,1.8,8.3
2023-24,IST,HOU,Houston Rockets,4,2,2,240.0,392.5,18.0,5.3,10.8,48.8,1.5,1.5,100,12.0,66.7,4.8,26.4,1.3,6.9,1.0,5.6,0.8,4.2
2023-24,IST,IND,Indiana Pacers,6,6,0,240.0,396.3,21.0,9.8,14.3,68.6,3.8,5.0,76.7,23.8,113.5,3.2,15.1,0.8,4.0,0.5,2.4,2.3,11.1
2023-24,IST,LAC,LA Clippers,4,1,3,240.0,358.5,23.5,6.5,11.3,57.8,1.3,2.5,50.0,14.8,62.8,8.5,36.2,2.0,8.5,1.3,5.3,1.3,5.3
2023-24,IST,LAL,Los Angeles Lakers,5,5,0,240.0,378.6,24.2,9.4,15.8,59.5,2.0,2.4,83.3,21.6,89.3,5.4,22.3,1.2,5.0,1.4,5.8,1.0,4.1
2023-24,IST,MEM,Memphis Grizzlies,4,0,4,246.2,416.5,17.3,6.3,11.3,55.6,2.0,3.0,66.7,14.8,85.5,2.5,14.5,0.5,2.9,1.0,5.8,1.3,7.2
2023-24,IST,MIA,Miami Heat,4,2,2,240.0,412.3,22.3,7.8,12.0,64.6,2.0,2.5,80.0,17.8,79.8,8.3,37.1,1.8,7.9,0.0,0.0,1.3,5.6
2023-24,IST,MIL,Milwaukee Bucks,6,5,1,240.0,384.3,18.0,6.5,10.0,65.0,2.0,2.7,75.0,15.2,84.3,4.7,25.9,1.3,7.4,0.8,4.6,1.3,7.4
2023-24,IST,MIN,Minnesota Timberwolves,4,3,1,240.0,411.0,20.0,7.0,10.8,65.1,1.3,1.5,83.3,16.3,81.3,6.5,32.5,0.8,3.8,1.3,6.3,0.8,3.8
2023-24,IST,NOP,New Orleans Pelicans,5,4,1,240.0,416.6,20.0,8.6,13.0,66.2,2.2,2.8,78.6,19.8,99.0,4.2,21.0,0.6,3.0,1.0,5.0,1.4,7.0
2023-24,IST,NYK,New York Knicks,5,3,2,240.0,395.2,18.6,5.6,10.0,56.0,1.6,2.0,80.0,12.8,68.8,6.0,32.3,1.4,7.5,1.0,5.4,1.0,5.4
2023-24,IST,OKC,Oklahoma City Thunder,4,1,3,240.0,411.0,17.3,6.3,9.3,67.6,1.8,2.0,87.5,14.3,82.6,5.0,29.0,0.8,4.3,1.3,7.2,1.0,5.8
2023-24,IST,ORL,Orlando Magic,4,3,1,240.0,409.8,18.8,9.8,12.0,81.3,2.8,3.5,78.6,22.8,121.3,4.5,24.0,1.3,6.7,0.3,1.3,1.8,9.3
2023-24,IST,PHI,Philadelphia 76ers,4,2,2,246.3,410.0,19.8,5.8,10.0,57.5,4.0,4.0,100,16.0,81.0,4.8,24.1,0.8,3.8,2.5,12.7,1.8,8.9
2023-24,IST,PHX,Phoenix Suns,5,3,2,240.0,397.2,19.8,5.8,9.0,64.4,3.8,4.4,86.4,16.0,80.8,6.8,34.3,0.8,4.0,1.2,6.1,2.2,11.1
2023-24,IST,POR,Portland Trail Blazers,4,1,3,246.3,382.3,24.5,8.5,15.5,54.8,2.0,2.5,80.0,19.5,79.6,6.0,24.5,1.3,5.1,1.0,4.1,1.3,5.1
2023-24,IST,SAC,Sacramento Kings,5,4,1,240.0,439.8,22.4,7.2,11.0,65.5,3.0,4.4,68.2,17.6,78.6,6.8,30.4,1.2,5.4,1.0,4.5,2.2,9.8
2023-24,IST,SAS,San Antonio Spurs,4,0,4,240.0,435.8,24.5,10.8,15.3,70.5,2.3,3.0,75.0,24.5,100,4.0,16.3,0.5,2.0,1.3,5.1,1.5,6.1
2023-24,IST,TOR,Toronto Raptors,4,1,3,240.0,420.8,25.3,8.5,12.5,68.0,1.8,3.0,58.3,19.0,75.2,8.8,34.7,2.0,7.9,1.3,5.0,1.3,5.0
2023-24,IST,UTA,Utah Jazz,4,2,2,240.0,368.3,22.3,9.8,14.3,68.4,3.3,4.0,81.3,23.0,103.4,3.5,15.7,0.8,3.4,1.0,4.5,2.0,9.0
2023-24,IST,WAS,Washington Wizards,4,0,4,240.0,410.0,16.8,6.0,10.0,60.0,1.0,1.0,100,13.3,79.1,4.8,28.4,1.0,6.0,1.0,6.0,0.5,3.0
2024-25,Regular+Season,ATL,Atlanta Hawks,82,40,42,241.2,408.7,28.0,10.3,16.6,62.2,2.6,3.9,67.3,23.5,83.9,7.1,25.2,1.3,4.7,1.4,5.1,1.8,6.4
2024-25,Regular+Season,BOS,Boston Celtics,82,61,21,241.8,393.3,22.2,7.7,11.7,65.8,2.7,3.4,78.6,18.4,83.0,7.0,31.3,1.4,6.3,1.0,4.3,1.7,7.5
2024-25,Regular+Season,BKN,Brooklyn Nets,82,26,56,241.2,426.0,20.9,7.4,12.0,61.6,1.6,2.3,70.2,16.6,79.5,5.9,28.4,1.1,5.1,1.0,4.8,1.1,5.2
2024-25,Regular+Season,CHA,Charlotte Hornets,82,19,63,240.9,406.9,22.9,8.0,12.4,64.0,2.7,3.6,74.7,19.1,83.6,6.4,28.0,1.2,5.3,1.4,5.9,1.6,7.2
2024-25,Regular+Season,CHI,Chicago Bulls,82,39,43,240.9,434.1,19.5,7.1,10.9,65.2,1.5,1.9,80.1,16.1,82.5,5.8,29.7,1.0,5.2,1.1,5.7,0.9,4.8
2024-25,Regular+Season,CLE,Cleveland Cavaliers,82,64,18,240.9,390.9,23.9,9.3,12.9,72.2,2.6,3.6,71.1,21.6,90.4,7.4,31.1,1.5,6.2,0.9,3.6,1.8,7.4
2024-25,Regular+Season,DAL,Dallas Mavericks,82,39,43,240.6,387.4,21.7,8.3,11.8,70.8,2.3,3.5,66.5,19.3,89.0,6.4,29.5,1.2,5.4,1.1,4.9,1.7,7.6
2024-25,Regular+Season,DEN,Denver Nuggets,82,50,32,242.1,407.7,31.0,12.8,18.8,67.8,3.7,5.0,73.4,29.8,96.0,7.2,23.1,1.7,5.5,1.4,4.6,2.4,7.6
2024-25,Regular+Season,DET,Detroit Pistons,82,44,38,241.5,392.1,21.8,8.8,13.0,67.6,2.3,3.2,71.8,20.2,92.8,5.1,23.6,1.1,5.3,0.9,4.2,1.5,6.8
2024-25,Regular+Season,GSW,Golden State Warriors,82,48,34,240.6,456.1,25.1,8.2,13.2,62.2,2.6,3.4,74.5,19.4,77.4,8.0,32.1,1.6,6.5,1.2,4.7,1.7,6.7
2024-25,Regular+Season,HOU,Houston Rockets,82,52,30,241.2,388.0,24.6,8.5,13.9,61.2,2.4,3.5,68.4,19.7,80.2,6.9,27.9,1.5,6.2,1.1,4.6,1.6,6.6
2024-25,Regular+Season,IND,Indiana Pacers,82,50,32,242.1,451.8,21.7,8.5,12.8,66.7,2.6,3.5,73.8,20.0,92.3,5.2,24.2,1.0,4.4,1.0,4.7,1.7,7.7
2024-25,Regular+Season,LAC,LA Clippers,82,50,32,241.5,388.1,22.8,9.2,14.1,65.4,1.8,2.4,73.2,20.5,89.9,5.6,24.8,1.2,5.4,1.1,5.0,1.1,5.0
2024-25,Regular+Season,LAL,Los Angeles Lakers,82,50,32,240.6,409.8,21.7,8.4,12.2,69.1,2.2,3.1,70.5,19.4,89.4,6.0,27.8,1.2,5.5,1.0,4.7,1.4,6.6
2024-25,Regular+Season,MEM,Memphis Grizzlies,82,48,34,240.3,403.0,24.2,9.0,13.5,66.3,2.5,3.2,78.0,21.0,86.7,7.0,28.9,1.1,4.6,1.3,5.2,1.5,6.0
2024-25,Regular+Season,MIA,Miami Heat,82,37,45,243.1,408.9,20.8,7.7,12.1,63.3,2.2,2.9,76.1,17.9,85.8,5.4,26.0,0.8,4.0,1.1,5.4,1.4,6.6
2024-25,Regular+Season,MIL,Milwaukee Bucks,82,48,34,240.9,395.6,18.0,6.9,10.2,68.0,1.7,2.4,71.0,15.9,88.3,4.9,27.1,0.9,4.9,0.9,5.1,1.1,6.2
2024-25,Regular+Season,MIN,Minnesota Timberwolves,82,49,33,241.8,408.4,19.4,7.5,11.3,66.3,2.8,3.8,72.4,18.1,93.2,4.4,22.7,1.0,5.4,1.0,5.2,1.8,9.1
2024-25,Regular+Season,NOP,New Orleans Pelicans,82,21,61,240.9,408.7,21.6,7.4,11.8,63.1,2.4,3.5,69.0,17.7,81.9,6.2,28.6,1.2,5.7,1.1,5.1,1.7,8.0
2024-25,Regular+Season,NYK,New York Knicks,82,51,31,242.4,401.4,22.3,8.5,12.9,66.3,1.9,2.5,75.6,19.2,86.3,5.8,26.0,1.4,6.3,1.6,7.0,1.2,5.3
2024-25,Regular+Season,OKC,Oklahoma City Thunder,82,68,14,240.3,392.0,20.2,7.3,10.7,68.0,1.6,2.1,75.9,16.5,81.5,6.8,33.5,1.5,7.4,1.0,4.8,1.0,4.9
2024-25,Regular+Season,ORL,Orlando Magic,82,41,41,240.6,398.3,21.8,8.0,12.0,66.4,2.7,3.9,70.8,19.0,87.4,5.8,26.5,1.0,4.6,1.2,5.7,1.8,8.4
2024-25,Regular+Season,PHI,Philadelphia 76ers,82,24,58,241.5,407.0,17.4,6.0,9.7,61.4,2.2,3.1,71.8,14.4,82.5,4.5,26.2,0.8,4.6,1.1,6.4,1.4,8.2
2024-25,Regular+Season,PHX,Phoenix Suns,82,36,46,241.8,428.5,18.3,5.7,9.0,63.8,2.1,2.7,77.2,13.7,75.0,6.6,36.2,1.1,5.8,0.9,4.9,1.3,7.1
2024-25,Regular+Season,POR,Portland Trail Blazers,82,36,46,241.2,402.8,23.9,8.3,13.3,62.5,2.2,3.0,72.0,19.1,79.9,6.5,27.2,1.1,4.6,1.6,6.6,1.4,5.9
2024-25,Regular+Season,SAC,Sacramento Kings,82,40,42,242.4,408.7,22.5,8.3,12.6,66.0,2.6,3.2,82.3,19.6,87.2,6.3,28.1,1.2,5.5,1.2,5.5,1.5,6.8
2024-25,Regular+Season,SAS,San Antonio Spurs,82,34,48,240.6,411.0,22.0,8.4,12.8,65.5,1.7,2.4,71.4,18.8,85.6,6.1,27.7,1.2,5.5,1.2,5.3,1.1,5.0
2024-25,Regular+Season,TOR,Toronto Raptors,82,30,52,241.5,425.9,28.7,10.4,16.8,62.2,3.1,4.1,75.3,24.4,84.9,7.7,26.9,1.4,5.0,1.3,4.6,2.0,7.0
2024-25,Regular+Season,UTA,Utah Jazz,82,17,65,241.5,402.6,22.5,8.9,13.5,66.1,2.4,3.4,69.4,20.8,92.5,4.9,21.7,0.9,4.0,1.4,6.1,1.6,7.1
2024-25,Regular+Season,WAS,Washington Wizards,82,18,64,240.6,417.1,20.3,7.5,12.1,62.1,2.3,2.9,77.7,17.6,86.8,5.0,24.7,0.9,4.5,1.2,6.0,1.4,6.9
2024-25,Playoffs,BOS,Boston Celtics,11,6,5,242.3,352.2,20.1,7.2,11.2,64.2,2.0,2.5,78.6,16.7,83.3,5.8,29.0,1.4,6.8,1.0,5.0,1.2,5.9
2024-25,Playoffs,CLE,Cleveland Cavaliers,9,5,4,240.0,373.3,21.4,6.6,10.4,62.8,2.8,2.9,96.2,16.1,75.1,7.4,34.7,1.7,7.8,1.4,6.7,1.3,6.2
2024-25,Playoffs,DEN,Denver Nuggets,14,7,7,243.6,396.6,25.9,8.4,15.4,54.4,3.3,4.9,67.6,20.1,77.4,5.5,21.2,0.9,3.6,1.1,4.1,2.3,8.8
2024-25,Playoffs,DET,Detroit Pistons,6,2,4,240.0,360.2,22.2,7.2,10.8,66.2,4.0,6.0,66.7,18.8,85.0,5.8,26.3,1.5,6.8,2.0,9.0,2.8,12.8
2024-25,Playoffs,GSW,Golden State Warriors,12,5,7,240.0,434.6,22.1,6.2,10.5,58.7,2.3,3.3,67.5,14.9,67.5,8.3,37.7,1.0,4.5,1.1,4.9,1.4,6.4
