SEASON,SEASON_TYPE,TEAM_ABB,GP,W,L,MIN,PTS,DRIVE_PTS,DRIVE_FG_PCT,CATCH_SHOOT_PTS,CATCH_SHOOT_FG_PCT,PULL_UP_PTS,PULL_UP_FG_PCT,PAINT_TOUCH_PTS,PAINT_TOUCH_FG_PCT,POST_TOUCH_PTS,POST_TOUCH_FG_PCT,ELBOW_TOUCH_PTS,ELBOW_TOUCH_FG_PCT,EFF_FG_PCT
2018-19,regular-season,-,22,59,242.8,105.1,29.1,46.3,23.3,35.8,18.5,36.8,15.6,61.4,6.0,47.1,6.3,55.9,50.5,0
2018-19,regular-season,-,19,63,240.9,104.5,25.4,45.1,22.8,36.4,22.7,37.9,18.3,59.2,3.6,37.0,5.4,50.3,50.3,0
2018-19,regular-season,-,33,49,241.2,108.9,24.9,48.2,28.2,34.7,20.3,36.0,19.4,65.9,5.2,46.4,4.8,55.3,51.9,0
2018-19,regular-season,-,54,28,240.6,110.7,22.1,46.3,29.6,37.7,18.4,37.9,20.7,63.5,7.9,48.0,7.1,57.8,52.7,0
2018-19,regular-season,-,41,41,242.1,107.0,20.8,46.2,27.6,35.6,19.0,37.1,20.2,57.2,6.3,43.5,4.2,52.1,50.9,0
2018-19,regular-season,-,57,25,241.5,117.7,15.7,49.6,34.7,40.7,26.6,43.2,19.5,67.1,6.5,52.5,7.4,59.3,56.5,0
2018-19,regular-season,-,53,29,241.8,113.9,25.7,49.0,27.9,37.3,26.5,35.8,17.9,63.0,2.3,51.7,5.7,62.2,54.2,0
2018-19,regular-season,-,48,34,240.3,108.0,19.4,45.7,28.2,40.5,17.7,37.1,20.2,64.3,6.8,48.8,10.3,60.6,53.0,0
2018-19,regular-season,-,48,34,241.8,115.1,26.9,46.6,25.5,39.9,21.2,40.4,22.9,61.8,6.6,47.6,7.1,56.8,52.9,0
2018-19,regular-season,-,37,45,241.2,111.8,22.9,47.3,25.4,34.4,18.1,36.4,22.8,64.5,4.3,48.2,8.3,59.2,52.7,0
2018-19,regular-season,-,33,49,242.4,103.5,21.2,45.1,26.4,37.0,16.5,34.8,21.5,60.8,7.5,48.6,8.4,52.7,50.8,0
2018-19,regular-season,-,39,43,240.6,105.7,22.5,43.3,29.2,36.9,16.1,35.0,22.7,63.2,3.5,44.3,5.1,49.3,51.5,0
2018-19,regular-season,-,60,22,241.2,118.1,29.7,55.0,31.5,35.9,18.2,36.4,18.5,64.0,4.6,49.8,5.5,62.3,55.0,0
2018-19,regular-season,-,36,46,241.8,112.5,23.3,44.5,29.0,37.7,17.5,35.6,21.1,62.5,10.6,49.1,7.2,57.0,51.1,0
2018-19,regular-season,-,33,49,240.9,115.4,25.7,50.3,26.3,36.2,16.9,35.9,25.4,65.9,7.9,46.3,8.5,54.1,52.9,0
2018-19,regular-season,-,17,64,241.2,104.6,24.7,42.6,24.1,34.3,22.5,37.8,17.8,63.2,4.3,45.8,4.3,55.2,48.9,0
2018-19,regular-season,-,48,33,242.2,114.4,24.0,46.3,28.8,36.4,19.7,35.6,22.5,61.7,6.2,50.5,7.5,54.8,51.4,0
2018-19,regular-season,-,40,40,241.3,107.6,19.5,45.0,32.0,37.8,19.0,36.8,21.4,62.5,6.6,45.2,7.9,56.7,51.8,0
2018-19,regular-season,-,51,30,241.5,115.2,21.5,50.3,29.7,37.6,18.6,37.6,22.2,62.3,9.2,47.6,7.3,54.2,53.2,0
2018-19,regular-season,-,19,63,242.4,107.5,24.2,44.8,24.5,35.3,20.2,37.0,22.4,65.8,5.0,51.7,7.3,57.1,51.4,0
2018-19,regular-season,-,53,29,242.1,114.7,22.5,48.1,23.3,35.7,26.8,41.6,21.0,61.7,6.8,50.0,6.4,53.2,52.8,0
2018-19,regular-season,-,39,43,240.6,114.2,21.3,44.3,27.3,40.0,22.5,36.9,24.2,62.8,7.0,43.0,7.7,51.8,52.4,0
2018-19,regular-season,-,48,34,241.5,111.7,23.4,51.0,28.5,42.1,26.2,40.7,18.5,62.9,11.4,47.6,5.5,56.6,53.4,0
2018-19,regular-season,-,58,24,242.4,114.4,25.0,49.5,34.7,40.5,17.0,36.7,17.8,63.6,6.4,49.4,8.1,59.4,54.3,0
2018-19,regular-season,-,50,31,240.9,112.0,26.5,47.8,28.8,37.3,17.1,35.7,25.3,69.9,1.1,47.9,6.2,55.6,54.0,0
2018-19,regular-season,-,31,50,243.1,114.2,25.8,49.6,29.9,36.0,18.2,36.6,19.7,66.5,3.7,46.3,6.1,56.6,53.2,0
2018-19,playoffs,-,5,4,240.0,102.1,23.8,43.3,30.7,36.7,23.1,38.8,11.4,56.2,3.8,44.8,4.8,50.0,49.1,0
2018-19,playoffs,-,1,4,240.0,111.4,33.2,40.4,14.6,25.7,29.6,40.1,20.2,56.3,0.0,0.0,6.6,46.4,48.0,0
2018-19,playoffs,-,7,7,247.1,109.1,23.6,41.0,23.0,36.1,21.9,39.6,19.7,57.7,6.3,45.7,7.7,46.8,49.6,0
2018-19,playoffs,-,0,4,240.0,98.0,21.3,35.1,28.8,34.2,22.8,38.7,20.3,61.0,1.3,22.2,8.5,52.0,44.4,0
2018-19,playoffs,-,14,8,242.3,114.1,15.8,49.2,30.1,36.6,25.3,42.1,20.9,66.8,5.0,44.9,6.6,61.2,54.8,0
2018-19,playoffs,-,6,5,242.3,108.5,24.7,43.9,26.1,39.3,27.9,37.5,17.0,64.5,0.4,28.6,3.5,54.2,53.7,0
2018-19,playoffs,-,0,4,240.0,91.8,19.5,46.3,26.3,34.2,13.8,26.8,9.3,38.5,5.3,52.9,6.3,29.6,46.1,0
2018-19,playoffs,-,2,4,240.0,114.7,28.5,43.1,30.7,40.4,18.2,34.8,19.2,65.3,4.5,35.7,9.3,69.7,51.1,0
2018-19,playoffs,-,10,5,243.3,112.8,27.6,50.5,30.1,34.4,17.6,34.1,16.7,66.1,2.9,44.1,4.2,51.0,52.3,0
2018-19,playoffs,-,1,4,240.0,105.2,24.4,44.3,30.2,38.6,18.6,35.9,16.2,66.7,6.2,40.7,8.4,60.0,50.0,0
2018-19,playoffs,-,1,4,240.0,92.0,19.6,44.4,26.6,29.2,18.2,37.5,11.8,47.3,2.8,33.3,6.8,58.3,45.1,0
2018-19,playoffs,-,7,5,240.0,108.7,24.5,50.4,26.4,36.9,18.7,38.2,20.2,63.6,7.1,44.9,9.2,64.2,51.4,0
2018-19,playoffs,-,8,8,247.8,109.7,25.3,45.0,23.4,38.2,28.3,38.1,18.3,58.3,3.2,36.2,4.6,50.0,50.1,0
2018-19,playoffs,-,3,4,240.0,103.3,27.9,50.7,22.0,40.0,21.9,36.8,17.6,61.6,5.6,29.2,4.3,58.3,50.3,0
2018-19,playoffs,-,16,8,242.1,106.6,25.2,49.2,30.6,35.8,19.6,38.4,13.7,61.0,4.8,46.2,5.5,51.4,51.5,0
2018-19,playoffs,-,1,4,240.0,97.8,25.2,37.4,22.2,27.0,13.2,28.7,26.2,67.1,1.2,50.0,5.4,76.9,45.5,0
2019-20,regular-season,-,20,47,243.0,111.8,26.2,45.9,25.9,34.6,20.8,35.8,22.9,68.1,2.7,58.1,5.5,53.3,51.5,0
2019-20,regular-season,-,48,24,242.1,113.7,26.9,45.7,24.0,37.9,27.3,39.3,19.9,61.6,3.6,45.8,5.4,54.3,53.1,0
2019-20,regular-season,-,35,37,242.8,111.8,29.4,45.1,27.8,36.5,19.8,34.5,19.7,65.8,0.6,48.3,5.4,60.5,52.0,0
2019-20,regular-season,-,23,41,242.3,102.9,22.3,41.2,25.5,36.7,17.9,33.2,19.6,60.9,4.6,50.2,5.8,55.3,50.5,0
2019-20,regular-season,-,22,43,241.2,106.8,25.8,43.8,28.4,35.5,16.4,35.0,18.1,63.2,2.4,47.7,5.8,55.4,51.5,0
2019-20,regular-season,-,19,46,241.9,106.9,24.2,46.1,27.0,38.0,18.8,36.1,23.3,63.2,5.7,48.2,6.1,53.5,52.2,0
2019-20,regular-season,-,41,32,242.1,116.8,28.1,49.3,34.6,38.3,21.9,36.8,18.6,67.6,3.4,43.4,5.2,62.6,54.4,0
2019-20,regular-season,-,46,27,243.1,111.3,20.1,43.4,29.0,39.3,20.5,38.3,22.5,68.1,7.3,51.5,8.4,58.7,53.5,0
2019-20,regular-season,-,20,45,241.9,107.2,24.6,47.2,29.8,38.1,14.5,35.4,20.2,61.1,5.2,52.8,6.4,53.2,52.8,0
2019-20,regular-season,-,15,50,241.9,106.3,22.9,44.1,26.4,34.9,21.6,37.4,17.8,61.6,4.7,47.3,5.7,49.0,49.7,0
2019-20,regular-season,-,44,28,241.4,117.8,29.6,52.3,29.5,34.9,23.1,35.7,13.9,65.3,1.0,38.8,4.1,59.3,53.7,0
2019-20,regular-season,-,45,28,241.4,109.4,24.8,48.8,27.6,39.0,22.0,40.7,17.8,64.0,4.3,47.5,9.1,57.4,53.4,0
2019-20,regular-season,-,49,23,241.4,116.3,25.3,48.3,29.5,38.5,23.0,38.8,18.7,62.0,6.3,45.9,5.8,58.6,53.5,0
2019-20,regular-season,-,52,19,240.7,113.4,20.7,49.6,28.0,37.0,17.6,34.9,25.3,70.1,6.7,47.1,6.5,58.9,54.2,0
2019-20,regular-season,-,34,39,240.7,112.6,26.9,45.8,28.5,37.6,18.4,37.7,23.8,66.7,5.2,49.7,7.9,62.4,52.8,0
2019-20,regular-season,-,44,28,243.1,112.1,22.8,47.6,33.3,39.8,18.6,36.8,19.4,67.6,3.1,48.2,7.8,60.5,54.8,0
2019-20,regular-season,-,55,17,241.0,118.7,22.6,53.4,31.9,37.4,22.7,39.2,18.6,62.6,7.0,52.3,7.8,56.7,55.2,0
2019-20,regular-season,-,19,45,243.1,113.3,29.7,47.5,30.5,34.1,16.6,34.9,17.1,61.6,3.7,46.7,4.4,55.4,51.4,0
2019-20,regular-season,-,30,41,241.8,115.7,24.0,44.9,32.6,38.6,19.2,36.0,18.9,67.4,3.1,49.2,6.8,61.2,53.9,0
2019-20,regular-season,-,21,45,241.9,105.8,22.7,42.3,25.5,35.8,18.5,36.4,22.2,64.7,6.7,50.6,6.1,55.8,50.1,0
2019-20,regular-season,-,44,28,242.1,110.4,30.3,49.0,26.1,37.9,24.7,42.9,16.8,63.8,3.9,46.4,5.7,60.7,53.0,0
2019-20,regular-season,-,33,40,240.7,107.3,21.7,46.8,29.5,36.4,19.8,37.1,19.6,57.5,5.2,45.1,6.8,52.4,50.6,0
2019-20,regular-season,-,43,30,241.0,110.7,21.7,48.2,33.4,38.5,16.3,37.7,19.4,63.4,10.7,50.9,6.1,51.0,53.4,0
2019-20,regular-season,-,34,38,240.7,113.5,22.2,46.7,31.8,37.3,18.5,39.9,23.1,62.2,5.0,51.2,8.0,54.6,53.3,0
2019-20,regular-season,-,34,39,241.0,115.0,24.8,48.5,26.0,39.8,30.9,40.0,17.7,61.4,5.9,45.2,5.8,57.4,53.2,0
2019-20,regular-season,-,31,40,242.5,110.1,23.8,46.4,30.6,38.5,21.3,38.0,19.9,64.4,4.3,47.0,6.1,55.7,53.5,0
2019-20,regular-season,-,31,39,242.1,114.0,28.9,50.7,30.4,40.4,26.1,41.7,13.9,62.2,6.3,46.6,5.0,59.4,53.3,0
2019-20,regular-season,-,52,19,241.4,112.7,20.7,45.6,33.0,38.8,15.8,34.1,17.4,63.0,3.8,45.1,6.6,57.1,53.5,0
2019-20,regular-season,-,44,28,241.0,111.3,30.5,47.7,27.3,40.4,23.6,38.2,18.2,68.6,1.4,47.7,5.0,58.0,54.9,0
2019-20,regular-season,-,25,47,241.0,114.4,25.7,46.8,29.7,38.5,22.1,37.4,18.0,61.6,1.7,44.8,7.0,56.3,52.3,0
2019-20,playoffs,-,10,7,244.4,109.4,25.6,48.4,26.7,37.9,24.1,36.3,17.2,62.6,3.2,60.0,5.4,70.2,52.7,0
2019-20,playoffs,-,0,4,240.0,105.8,21.5,39.5,43.0,37.3,17.0,31.2,12.5,61.1,1.3,100,3.8,60.0,48.2,0
2019-20,playoffs,-,2,4,244.2,117.0,34.7,51.9,28.7,38.1,29.5,40.8,15.0,67.3,4.0,50.0,1.8,33.3,54.9,0
2019-20,playoffs,-,9,10,241.3,107.4,22.2,48.9,30.5,39.1,23.9,43.5,15.2,66.0,5.3,48.7,6.1,62.7,54.5,0
2019-20,playoffs,-,5,7,242.1,107.7,31.3,52.0,37.7,38.6,17.3,32.6,7.9,59.2,1.7,53.8,2.9,61.5,53.5,0
2019-20,playoffs,-,0,4,240.0,100.8,27.3,44.4,30.5,43.4,18.0,32.6,12.5,63.9,0.5,25.0,3.0,45.5,53.0,0
2019-20,playoffs,-,7,6,241.9,114.0,31.8,55.6,29.2,39.3,23.9,40.2,18.8,58.6,5.5,50.0,4.3,62.2,54.4,0
2019-20,playoffs,-,16,5,240.0,112.8,19.3,53.1,32.7,38.2,14.2,34.3,22.6,70.3,6.0,51.5,4.9,59.2,56.1,0
2019-20,playoffs,-,14,7,242.4,110.0,24.3,49.2,33.4,39.4,18.2,37.2,16.8,67.7,3.1,40.4,7.4,58.2,53.7,0
2019-20,playoffs,-,5,5,242.5,111.1,22.7,49.7,31.9,39.4,21.4,35.9,18.2,66.7,3.1,41.2,5.2,52.5,53.7,0
2019-20,playoffs,-,3,4,243.6,104.0,26.3,49.2,25.6,32.5,25.6,41.4,14.6,58.1,4.0,54.5,2.3,55.6,50.0,0
2019-20,playoffs,-,1,4,240.0,107.0,16.6,38.8,41.0,40.0,25.6,40.4,13.2,55.3,4.4,52.4,5.4,37.9,50.5,0
2019-20,playoffs,-,0,4,240.0,100.5,23.3,43.2,23.0,31.3,20.0,35.0,14.8,51.2,15.5,53.8,5.5,42.9,44.3,0
2019-20,playoffs,-,1,4,240.0,106.6,18.8,44.8,20.6,35.4,29.4,35.7,17.6,58.6,5.2,38.5,6.0,41.7,49.2,0
2019-20,playoffs,-,7,4,244.5,109.4,21.5,43.6,35.6,41.3,19.2,35.3,13.5,63.0,6.9,60.7,4.8,53.7,52.5,0
2019-20,playoffs,-,3,4,243.6,113.4,33.1,52.3,24.7,37.7,30.4,46.2,16.0,63.9,0.0,0.0,5.1,69.6,58.3,0
2019-20,play-in,-,0,1,240.0,122.0,33.0,38.7,29.0,55.0,25.0,42.9,22.0,56.3,6.0,66.7,8.0,80.0,56.5,0
2019-20,play-in,-,1,0,240.0,126.0,14.0,71.4,25.0,33.3,44.0,52.9,14.0,50.0,11.0,60.0,6.0,66.7,54.2,0
2019-20,ist,-,0,1,265.0,122.0,20.0,42.1,41.0,41.2,25.0,34.5,22.0,53.8,2.0,33.3,5.0,50.0,51.5,0
2019-20,ist,-,1,0,265.0,130.0,32.0,52.0,36.0,34.3,6.0,16.7,13.0,37.5,6.0,25.0,4.0,100,47.6,0
2020-21,regular-season,-,41,31,241.7,113.7,23.9,45.5,29.7,39.1,21.7,40.0,24.2,64.2,4.7,47.5,6.0,54.5,53.9,0
2020-21,regular-season,-,36,36,241.4,112.6,25.3,47.6,28.3,40.3,25.4,36.9,20.1,65.5,3.5,45.0,4.8,53.4,54.3,0
2020-21,regular-season,-,48,24,241.7,118.6,26.0,50.2,32.8,41.9,23.7,40.6,19.3,67.9,2.8,49.3,6.5,64.5,57.5,0
2020-21,regular-season,-,33,39,241.0,109.5,25.8,47.2,31.9,38.9,20.1,37.5,18.1,61.7,1.9,53.0,5.4,56.7,53.2,0
2020-21,regular-season,-,31,41,241.4,110.7,21.4,47.4,31.9,37.7,19.0,39.9,19.7,66.3,5.9,52.2,7.4,55.0,54.7,0
2020-21,regular-season,-,22,50,242.1,103.8,24.1,43.9,24.8,35.1,15.8,35.3,23.3,62.7,3.8,39.9,6.8,53.0,50.8,0
2020-21,regular-season,-,42,30,240.3,112.4,28.7,55.2,31.0,37.7,25.6,41.1,16.7,64.4,4.0,50.7,3.2,52.5,55.0,0
2020-21,regular-season,-,47,25,242.8,115.1,18.9,48.3,33.7,40.5,19.2,38.6,23.1,65.9,7.7,54.2,9.1,56.1,55.7,0
2020-21,regular-season,-,20,52,242.1,106.6,25.1,45.0,28.8,36.0,14.7,34.8,18.7,66.2,4.0,45.2,4.5,53.7,51.9,0
2020-21,regular-season,-,39,33,240.3,113.7,23.8,49.8,33.1,38.1,21.1,38.2,15.8,65.3,3.3,46.6,4.6,63.5,55.1,0
2020-21,regular-season,-,17,55,240.3,108.8,25.5,48.5,31.4,34.8,15.4,32.5,18.0,67.0,2.9,49.0,4.8,63.3,52.1,0
2020-21,regular-season,-,34,38,242.4,115.3,29.4,48.0,28.7,36.8,20.5,40.8,20.4,65.3,3.3,47.1,6.7,59.0,54.2,0
2020-21,regular-season,-,47,25,240.0,114.0,23.1,48.7,36.6,43.8,24.1,40.8,17.6,63.4,6.1,51.0,5.6,55.4,56.4,0
2020-21,regular-season,-,42,30,242.4,109.5,21.6,48.8,30.0,37.4,16.2,35.5,19.9,67.7,8.3,49.1,6.5,62.9,53.6,0
2020-21,regular-season,-,38,34,241.7,113.3,28.4,46.2,29.0,38.0,19.4,38.9,23.1,64.1,4.1,55.7,6.9,53.4,52.8,0
2020-21,regular-season,-,40,32,241.4,108.1,20.1,47.7,32.6,37.5,17.9,37.0,20.3,69.0,3.4,50.8,5.9,57.5,54.6,0
2020-21,regular-season,-,46,26,240.7,120.1,23.4,52.9,32.5,40.1,26.5,41.3,20.5,67.0,6.1,48.6,6.9,61.0,56.6,0
2020-21,regular-season,-,23,49,241.7,112.1,25.4,45.9,31.0,35.9,16.6,34.0,19.4,63.0,4.3,46.8,6.4,61.4,52.0,0
2020-21,regular-season,-,31,41,242.1,114.6,27.4,48.3,27.1,37.1,17.4,37.5,21.9,64.1,4.4,57.2,7.1,60.1,53.7,0
2020-21,regular-season,-,41,31,242.1,107.0,27.4,45.0,29.2,40.5,22.3,38.8,15.7,63.2,3.4,51.7,3.6,51.5,52.4,0
2020-21,regular-season,-,22,50,241.0,105.0,29.8,45.7,28.4,35.1,17.3,36.9,17.1,61.5,2.1,49.6,4.0,55.4,50.9,0
2020-21,regular-season,-,21,51,240.7,104.0,24.3,43.7,29.3,37.0,20.9,36.4,15.9,60.6,4.8,44.6,5.4,46.4,49.0,0
2020-21,regular-season,-,49,23,242.1,113.6,26.0,48.7,30.4,39.7,21.7,41.9,16.7,62.3,9.6,54.9,4.2,52.9,54.1,0
2020-21,regular-season,-,51,21,242.8,115.3,24.2,53.4,34.3,39.7,25.9,44.7,21.2,66.6,5.3,47.9,6.3,59.3,56.4,0
2020-21,regular-season,-,42,30,240.3,116.1,20.4,47.6,27.8,40.3,33.2,39.0,15.4,59.4,5.2,47.7,4.1,52.1,54.0,0
2020-21,regular-season,-,31,41,240.3,113.7,29.3,52.2,28.3,39.9,21.7,38.4,20.7,66.2,3.7,50.0,8.4,58.4,54.9,0
2020-21,regular-season,-,33,39,242.8,111.1,30.9,48.3,27.5,37.7,23.5,41.4,16.0,63.6,2.9,49.7,5.1,57.1,51.7,0
2020-21,regular-season,-,27,45,240.3,111.3,24.2,46.4,32.9,38.0,19.9,35.8,16.1,62.3,2.2,39.3,5.4,58.2,52.9,0
2020-21,regular-season,-,52,20,241.0,116.4,28.5,49.9,33.0,40.4,25.8,38.4,19.1,68.8,1.3,41.8,5.8,62.8,56.3,0
2020-21,regular-season,-,34,38,241.7,116.6,25.2,47.4,26.8,36.9,19.9,38.8,23.2,65.8,5.0,55.0,6.8,60.3,53.1,0
2020-21,playoffs,-,10,8,240.0,106.3,24.8,48.4,24.7,36.6,29.8,39.0,17.9,61.9,5.8,56.3,3.8,51.9,51.6,0
2020-21,playoffs,-,1,4,240.0,112.2,26.6,43.7,26.2,38.8,26.6,35.9,20.4,56.2,3.4,38.5,5.8,52.4,50.8,0
2020-21,playoffs,-,7,5,242.1,112.5,23.7,46.5,27.0,42.0,32.9,43.3,14.2,59.1,4.3,46.2,5.7,57.1,55.1,0
2020-21,playoffs,-,3,4,240.0,106.0,27.9,50.6,25.4,38.5,32.1,42.2,16.6,54.3,4.1,40.0,4.3,50.0,53.4,0
2020-21,playoffs,-,4,6,245.0,114.8,21.5,48.6,39.4,41.4,16.7,32.2,19.5,64.1,5.6,41.0,9.6,59.5,53.6,0
2020-21,playoffs,-,10,9,240.0,111.6,28.5,52.9,33.1,42.4,24.5,39.8,13.1,65.3,3.9,52.4,4.5,53.4,56.2,0
2020-21,playoffs,-,2,4,240.0,97.5,24.7,48.6,22.3,26.5,13.5,30.3,20.7,66.7,3.7,33.3,4.7,55.0,47.3,0
2020-21,playoffs,-,1,4,240.0,115.0,33.4,47.1,25.6,35.8,20.4,37.5,19.2,60.6,4.0,52.9,3.4,33.3,52.3,0
2020-21,playoffs,-,0,4,246.2,98.0,18.5,41.4,28.5,33.1,25.5,38.4,15.8,54.9,3.0,38.5,7.3,50.0,46.2,0
2020-21,playoffs,-,16,7,242.2,110.3,23.1,48.7,26.1,35.6,23.2,35.3,22.3,68.3,5.4,44.4,5.7,60.9,52.4,0
2020-21,playoffs,-,1,4,240.0,97.0,30.6,43.0,22.2,36.8,23.0,31.2,14.4,62.0,0.4,33.3,3.0,46.2,45.8,0
2020-21,playoffs,-,7,5,240.0,116.3,24.3,50.2,28.2,42.1,26.2,43.3,17.0,63.6,10.3,57.6,3.3,37.5,56.1,0
2020-21,playoffs,-,14,8,240.0,109.0,26.5,48.5,28.1,41.0,29.3,42.2,17.8,64.7,2.2,47.9,7.1,60.2,54.7,0
2020-21,playoffs,-,2,4,248.3,119.5,25.5,54.5,26.7,39.7,33.8,40.9,14.5,57.8,2.0,23.1,4.5,66.7,56.7,0
2020-21,playoffs,-,6,5,240.0,116.9,27.2,46.4,28.0,38.7,34.5,44.5,16.0,73.0,0.7,42.9,2.6,50.0,57.9,0
2020-21,playoffs,-,1,4,240.0,110.0,29.6,46.3,21.0,34.3,21.2,40.5,23.8,65.4,4.8,66.7,5.8,72.2,49.8,0
2020-21,play-in,-,1,0,240.0,118.0,34.0,47.8,29.0,40.0,26.0,30.3,18.0,46.7,4.0,100,3.0,50.0,47.4,0
2020-21,play-in,-,0,1,240.0,117.0,31.0,50.0,19.0,30.4,25.0,36.0,19.0,66.7,0.0,0.0,10.0,83.3,52.1,0
2020-21,play-in,-,0,2,252.5,106.0,21.5,43.2,34.5,42.1,17.0,33.3,12.5,52.4,1.0,20.0,2.0,50.0,52.3,0
2020-21,play-in,-,1,1,240.0,129.5,22.5,38.0,36.0,45.5,23.5,37.3,31.0,74.3,3.0,50.0,10.0,66.7,55.9,0
2020-21,play-in,-,1,0,240.0,103.0,14.0,35.7,38.0,40.0,0.0,0.0,23.0,55.6,7.0,33.3,11.0,44.4,46.2,0
2020-21,play-in,-,2,0,252.5,108.5,29.5,38.1,30.5,46.7,17.5,29.6,17.5,53.8,4.5,44.4,8.5,71.4,48.4,0
2020-21,play-in,-,0,1,240.0,96.0,26.0,32.3,25.0,47.4,21.0,23.8,21.0,66.7,0.0,0.0,7.0,100,39.2,0
2020-21,play-in,-,1,1,240.0,121.0,33.0,55.1,25.0,39.1,13.5,27.9,34.0,73.2,6.0,66.7,3.0,37.5,55.4,0
