SEASON,SEASON_TYPE,TEAM_ABB,GP,W,L,MIN,DIST_FEET,DIST_MILES,DIST_MILES_OFF,DIST_MILES_DEF,AVG_SPEED,AVG_SPEED_OFF,AVG_SPEED_DEF
2023-24,regular-season,-,47,35,240.3,100517.9,19.00,10.10,8.90,4.42,4.82,4.04,0
2023-24,regular-season,-,50,31,240.3,91534.4,17.30,9.30,8.00,4.05,4.29,3.81,0
2023-24,regular-season,-,46,35,242.2,90558.2,17.20,9.00,8.10,4.02,4.26,3.79,0
2023-24,regular-season,-,27,55,241.2,97825.8,18.50,10.00,8.60,4.29,4.53,4.05,0
2023-24,regular-season,-,46,36,240.9,96572.1,18.30,9.90,8.40,4.31,4.66,3.95,0
2023-24,regular-season,-,49,33,241.5,94887.3,18.00,9.50,8.40,4.15,4.44,3.86,0
2023-24,regular-season,-,56,26,241.5,96124.7,18.20,9.70,8.50,4.20,4.46,3.94,0
2023-24,regular-season,-,49,32,240.3,96518.6,18.30,9.70,8.60,4.24,4.54,3.95,0
2023-24,regular-season,-,50,32,240.6,94907.4,18.00,9.90,8.00,4.19,4.42,3.93,0
2023-24,regular-season,-,57,25,241.5,98768.7,18.70,10.10,8.60,4.32,4.75,3.91,0
2023-24,regular-season,-,47,35,241.2,96629.0,18.30,9.90,8.40,4.23,4.47,3.98,0
2023-24,regular-season,-,46,35,241.2,97250.5,18.40,10.00,8.40,4.25,4.56,3.94,0
2023-24,regular-season,-,49,32,241.2,91941.3,17.40,9.40,8.10,4.08,4.32,3.83,0
2023-24,regular-season,-,20,61,242.2,97457.2,18.50,9.90,8.60,4.25,4.50,4.00,0
2023-24,regular-season,-,46,36,242.1,100116.1,19.00,10.10,8.80,4.40,4.79,4.02,0
2023-24,regular-season,-,21,60,241.9,101175.5,19.20,10.30,8.80,4.42,4.84,4.02,0
2023-24,regular-season,-,25,56,241.2,97733.9,18.50,9.70,8.80,4.27,4.61,3.95,0
2023-24,regular-season,-,31,50,241.5,97303.2,18.40,10.10,8.30,4.23,4.53,3.93,0
2023-24,regular-season,-,15,67,240.6,98592.8,18.70,10.00,8.70,4.34,4.75,3.94,0
2023-24,playoffs,-,16,3,241.3,90081.3,17.10,9.00,8.10,3.98,4.08,3.87,0
2023-24,playoffs,-,5,7,240.0,92617.9,17.50,9.40,8.20,4.10,4.49,3.73,0
2023-24,playoffs,-,13,9,240.0,90608.0,17.20,9.00,8.20,4.01,4.29,3.75,0
2023-24,playoffs,-,7,5,240.0,89141.2,16.90,9.10,7.70,3.95,4.22,3.68,0
2023-24,playoffs,-,8,9,242.9,99253.9,18.80,9.50,9.30,4.34,4.68,4.05,0
2023-24,playoffs,-,2,4,240.0,88108.7,16.70,9.00,7.70,3.88,4.08,3.67,0
2023-24,playoffs,-,1,4,240.0,87709.8,16.60,8.60,8.00,3.90,4.14,3.65,0
2023-24,playoffs,-,1,4,240.0,96084.4,18.20,10.00,8.20,4.28,4.68,3.87,0
2023-24,playoffs,-,2,4,244.2,94207.3,17.80,9.70,8.10,4.12,4.25,3.98,0
2023-24,playoffs,-,9,7,240.0,93125.2,17.60,9.30,8.30,4.11,4.29,3.93,0
2023-24,playoffs,-,0,4,240.0,93994.8,17.80,9.40,8.40,4.17,4.39,3.94,0
2023-24,playoffs,-,7,6,241.9,94913.2,18.00,9.90,8.10,4.14,4.33,3.94,0
2023-24,playoffs,-,6,4,240.0,94953.6,18.00,9.70,8.30,4.21,4.52,3.90,0
2023-24,playoffs,-,3,4,240.0,94847.7,18.00,9.50,8.40,4.19,4.37,4.01,0
2023-24,playoffs,-,2,4,244.2,92180.2,17.50,9.00,8.50,3.97,4.24,3.73,0
2023-24,playoffs,-,0,4,240.0,91314.8,17.30,8.90,8.40,3.98,4.39,3.63,0
2023-24,play-in,-,0,1,240.0,93708.0,17.70,9.60,8.20,4.18,4.57,3.84,0
2023-24,play-in,-,1,1,240.0,93234.0,17.70,9.20,8.50,4.15,4.37,3.96,0
2023-24,play-in,-,0,1,240.0,95073.0,18.00,9.70,8.40,4.16,4.61,3.79,0
2023-24,play-in,-,1,0,240.0,90080.0,17.10,9.30,7.70,3.99,4.07,3.84,0
2023-24,play-in,-,1,1,240.0,97795.0,18.50,10.10,8.40,4.30,4.67,3.93,0
2023-24,play-in,-,1,1,240.0,95421.0,18.10,9.50,8.60,4.19,4.41,3.97,0
2023-24,play-in,-,1,0,240.0,92476.0,17.50,9.40,8.10,4.03,4.22,3.83,0
2023-24,play-in,-,1,1,240.0,96145.0,18.20,9.50,8.70,4.21,4.48,3.95,0
2023-24,ist,-,1,3,240.0,96567.0,18.30,9.80,8.50,4.26,4.53,3.99,0
2023-24,ist,-,3,2,240.0,92691.2,17.60,9.50,8.10,4.09,4.39,3.79,0
2023-24,ist,-,3,1,240.0,93557.3,17.70,9.80,7.90,4.14,4.57,3.71,0
2023-24,ist,-,1,3,240.0,99257.8,18.80,10.20,8.60,4.33,4.77,3.90,0
2023-24,ist,-,0,4,240.0,92424.3,17.50,9.20,8.40,4.13,4.45,3.83,0
2023-24,ist,-,3,1,246.3,99250.3,18.80,10.10,8.70,4.23,4.60,3.86,0
2023-24,ist,-,2,2,240.0,94391.5,17.90,9.50,8.30,4.14,4.44,3.84,0
2023-24,ist,-,2,2,240.0,92109.8,17.40,9.50,8.00,4.04,4.37,3.71,0
2023-24,ist,-,0,4,240.0,96588.3,18.30,9.90,8.40,4.22,4.61,3.83,0
2023-24,ist,-,2,2,240.0,97710.5,18.50,10.10,8.40,4.26,4.64,3.87,0
2023-24,ist,-,2,2,240.0,93065.5,17.60,9.40,8.20,4.00,4.26,3.73,0
2023-24,ist,-,6,0,240.0,100455.0,19.00,10.20,8.80,4.43,4.84,4.02,0
2023-24,ist,-,1,3,240.0,89897.0,17.00,9.20,7.90,4.09,4.35,3.83,0
2023-24,ist,-,5,0,240.0,89546.8,17.00,8.80,8.10,3.97,4.25,3.71,0
2023-24,ist,-,0,4,246.2,97962.8,18.60,10.30,8.20,4.18,4.50,3.85,0
2023-24,ist,-,2,2,240.0,96315.3,18.20,9.90,8.30,4.26,4.63,3.89,0
2023-24,ist,-,5,1,240.0,95418.5,18.10,9.60,8.50,4.24,4.47,4.00,0
2023-24,ist,-,3,1,240.0,97077.5,18.40,9.80,8.60,4.22,4.44,3.98,0
2023-24,ist,-,4,1,240.0,97704.8,18.50,10.10,8.40,4.26,4.58,3.93,0
2023-24,ist,-,3,2,240.0,96451.8,18.30,10.10,8.20,4.27,4.57,3.95,0
2023-24,ist,-,1,3,240.0,99881.8,18.90,10.20,8.80,4.32,4.69,3.94,0
2023-24,ist,-,3,1,240.0,96569.8,18.30,10.20,8.10,4.24,4.53,3.92,0
2023-24,ist,-,2,2,246.3,100338.3,19.00,10.30,8.70,4.26,4.55,3.96,0
2023-24,ist,-,3,2,240.0,91710.0,17.40,9.50,7.80,4.05,4.36,3.73,0
2023-24,ist,-,1,3,246.3,96203.0,18.20,9.80,8.40,4.13,4.39,3.86,0
2023-24,ist,-,4,1,240.0,101962.0,19.30,10.30,9.00,4.50,4.89,4.13,0
2023-24,ist,-,0,4,240.0,102656.5,19.40,10.50,8.90,4.48,4.85,4.11,0
2023-24,ist,-,1,3,240.0,96372.8,18.30,9.70,8.50,4.25,4.51,4.00,0
2023-24,ist,-,2,2,240.0,95035.8,18.00,9.70,8.30,4.14,4.58,3.73,0
2023-24,ist,-,0,4,240.0,98112.5,18.60,10.00,8.60,4.25,4.66,3.85,0
2024-25,regular-season,-,40,42,241.2,99116.9,18.80,9.90,8.80,4.36,4.82,3.93,0
2024-25,regular-season,-,61,21,241.8,91069.9,17.20,9.20,8.00,4.05,4.20,3.88,0
2024-25,regular-season,-,26,56,241.2,98635.8,18.70,10.10,8.60,4.31,4.52,4.10,0
2024-25,regular-season,-,19,63,240.9,98180.6,18.60,10.00,8.60,4.32,4.58,4.05,0
2024-25,regular-season,-,39,43,240.9,98286.5,18.60,9.80,8.80,4.34,4.77,3.94,0
2024-25,regular-season,-,64,18,240.9,97393.2,18.40,9.70,8.70,4.28,4.70,3.90,0
2024-25,regular-season,-,39,43,240.6,94829.5,18.00,9.60,8.40,4.19,4.48,3.91,0
2024-25,regular-season,-,50,32,242.1,92722.8,17.60,9.30,8.30,4.10,4.42,3.80,0
2024-25,regular-season,-,44,38,241.5,96874.2,18.30,9.70,8.70,4.25,4.52,3.98,0
2024-25,regular-season,-,48,34,240.6,98992.3,18.70,10.10,8.60,4.37,4.71,4.02,0
2024-25,regular-season,-,52,30,241.2,94849.2,18.00,9.60,8.40,4.16,4.37,3.94,0
2024-25,regular-season,-,50,32,242.1,100857.0,19.10,10.00,9.10,4.41,4.71,4.12,0
2024-25,regular-season,-,50,32,241.5,92941.5,17.60,9.40,8.20,4.08,4.27,3.88,0
2024-25,regular-season,-,50,32,240.6,92749.8,17.60,9.40,8.10,4.09,4.30,3.87,0
2024-25,regular-season,-,48,34,240.3,100740.8,19.10,10.00,9.10,4.48,4.84,4.15,0
2024-25,regular-season,-,37,45,243.1,98368.8,18.60,10.00,8.60,4.30,4.58,4.01,0
2024-25,regular-season,-,48,34,240.9,94907.8,18.00,9.50,8.40,4.20,4.46,3.93,0
2024-25,regular-season,-,49,33,241.8,96270.7,18.20,9.70,8.50,4.22,4.47,3.97,0
2024-25,regular-season,-,21,61,240.9,98615.8,18.70,9.90,8.70,4.34,4.61,4.06,0
2024-25,regular-season,-,51,31,242.4,94282.5,17.90,9.70,8.20,4.16,4.36,3.95,0
2024-25,regular-season,-,68,14,240.3,97438.5,18.50,9.80,8.70,4.30,4.65,3.96,0
2024-25,regular-season,-,41,41,240.6,95447.4,18.10,9.80,8.30,4.19,4.38,3.98,0
2024-25,regular-season,-,24,58,241.5,95724.4,18.10,9.80,8.30,4.19,4.46,3.90,0
2024-25,regular-season,-,36,46,241.8,95912.8,18.20,10.00,8.20,4.21,4.46,3.95,0
2024-25,regular-season,-,36,46,241.2,97613.1,18.50,9.60,8.90,4.29,4.52,4.06,0
2024-25,regular-season,-,40,42,242.4,98001.9,18.60,9.90,8.70,4.29,4.60,3.98,0
2024-25,regular-season,-,34,48,240.6,96322.3,18.20,9.70,8.60,4.25,4.56,3.95,0
2024-25,regular-season,-,30,52,241.5,100953.2,19.10,9.90,9.20,4.42,4.71,4.14,0
2024-25,regular-season,-,17,65,241.5,97679.1,18.50,10.00,8.50,4.27,4.49,4.04,0
2024-25,regular-season,-,18,64,240.6,98853.2,18.70,10.10,8.70,4.36,4.71,4.01,0
2024-25,playoffs,-,6,5,242.3,90087.6,17.10,9.00,8.10,3.94,4.20,3.68,0
2024-25,playoffs,-,5,4,240.0,98550.9,18.70,9.80,8.90,4.33,4.65,4.03,0
2024-25,playoffs,-,7,7,243.6,90972.8,17.20,9.40,7.80,3.95,4.13,3.76,0
2024-25,playoffs,-,2,4,240.0,94030.0,17.80,9.20,8.60,4.06,4.40,3.75,0
2024-25,playoffs,-,5,7,240.0,96350.7,18.20,9.90,8.40,4.23,4.58,3.87,0
2024-25,playoffs,-,3,4,240.0,92875.7,17.60,9.10,8.40,4.09,4.21,3.97,0
2024-25,playoffs,-,15,8,242.2,101824.1,19.30,10.20,9.10,4.43,4.72,4.15,0
2024-25,playoffs,-,3,4,243.6,88688.1,16.80,8.80,7.90,3.85,4.12,3.58,0
2024-25,playoffs,-,1,4,240.0,87939.4,16.70,8.80,7.90,3.89,4.15,3.63,0
2024-25,playoffs,-,0,4,240.0,98631.5,18.70,10.10,8.60,4.33,4.51,4.16,0
2024-25,playoffs,-,0,4,240.0,95888.3,18.20,9.80,8.30,4.24,4.48,4.01,0
2024-25,playoffs,-,1,4,245.0,97672.4,18.50,9.50,9.00,4.25,4.54,3.98,0
2024-25,playoffs,-,9,6,240.0,93744.5,17.80,9.30,8.40,4.12,4.33,3.91,0
2024-25,playoffs,-,10,8,242.8,94884.2,18.00,9.70,8.20,4.09,4.21,3.95,0
2024-25,playoffs,-,16,7,241.1,97173.0,18.40,9.60,8.80,4.26,4.58,3.95,0
2024-25,playoffs,-,1,4,240.0,93269.0,17.70,9.50,8.10,4.14,4.45,3.82,0
2024-25,play-in,-,0,2,252.5,101705.0,19.30,9.90,9.40,4.30,4.91,3.82,0
2024-25,play-in,-,0,1,240.0,94344.0,17.90,9.10,8.80,4.19,4.69,3.77,0
2024-25,play-in,-,1,1,240.0,93982.5,17.80,9.40,8.40,4.16,4.54,3.81,0
2024-25,play-in,-,1,0,240.0,97783.0,18.50,10.00,8.50,4.27,4.41,4.13,0
2024-25,play-in,-,1,1,240.0,96686.0,18.30,9.50,8.80,4.24,4.45,4.02,0
2024-25,play-in,-,2,0,252.5,100891.5,19.10,10.60,8.50,4.25,4.32,4.17,0
2024-25,play-in,-,1,0,240.0,97254.0,18.40,10.20,8.20,4.35,4.40,4.29,0
2024-25,play-in,-,0,1,240.0,95147.0,18.00,9.70,8.30,4.24,4.44,4.02,0
2024-25,ist,-,4,2,240.0,97679.8,18.50,9.70,8.80,4.37,4.74,4.02,0
2024-25,ist,-,3,1,240.0,92909.3,17.60,9.40,8.20,4.12,4.19,4.05,0
2024-25,ist,-,1,3,240.0,97463.8,18.50,9.60,8.80,4.24,4.41,4.09,0
2024-25,ist,-,0,4,240.0,96708.3,18.30,9.80,8.50,4.24,4.54,3.93,0
2024-25,ist,-,2,2,240.0,99031.8,18.80,9.80,9.00,4.38,4.80,3.99,0
2024-25,ist,-,2,2,240.0,97400.3,18.40,9.70,8.80,4.28,4.58,3.99,0
2024-25,ist,-,3,2,240.0,94611.8,17.90,9.30,8.60,4.18,4.44,3.94,0
2024-25,ist,-,2,2,240.0,94974.5,18.00,9.40,8.60,4.18,4.43,3.94,0
2024-25,ist,-,3,1,246.2,99021.0,18.80,10.10,8.70,4.27,4.51,4.01,0
2024-25,ist,-,3,2,240.0,99362.4,18.80,10.30,8.60,4.38,4.77,3.99,0
2024-25,ist,-,4,2,244.2,96206.5,18.20,9.70,8.50,4.19,4.41,3.97,0
2024-25,ist,-,0,4,240.0,101036.8,19.10,10.00,9.20,4.41,4.73,4.11,0
2024-25,ist,-,2,2,240.0,92253.5,17.50,9.40,8.10,4.08,4.26,3.89,0
2024-25,ist,-,2,2,240.0,92548.0,17.50,9.10,8.40,4.10,4.40,3.81,0
2024-25,ist,-,1,3,240.0,104890.3,19.90,10.30,9.60,4.60,4.91,4.31,0
2024-25,ist,-,2,2,246.3,100661.5,19.10,10.20,8.90,4.30,4.56,4.03,0
2024-25,ist,-,6,0,240.0,93837.5,17.80,9.60,8.20,4.15,4.35,3.93,0
2024-25,ist,-,2,2,252.5,100767.5,19.10,10.20,8.90,4.24,4.51,3.97,0
2024-25,ist,-,1,3,240.0,98563.0,18.70,10.20,8.40,4.36,4.49,4.20,0
2024-25,ist,-,4,1,240.0,94227.6,17.80,9.60,8.20,4.19,4.45,3.92,0
2024-25,ist,-,5,1,240.0,96084.3,18.20,9.70,8.50,4.28,4.64,3.93,0
2024-25,ist,-,3,2,240.0,95634.0,18.10,9.70,8.40,4.18,4.44,3.90,0
2024-25,ist,-,2,2,240.0,93613.0,17.70,9.50,8.20,4.10,4.45,3.75,0
2024-25,ist,-,3,1,240.0,95543.0,18.10,9.90,8.20,4.21,4.58,3.84,0
2024-25,ist,-,2,2,240.0,96646.5,18.30,9.80,8.50,4.27,4.45,4.08,0
2024-25,ist,-,1,3,246.3,99850.3,18.90,9.90,9.00,4.30,4.78,3.89,0
2024-25,ist,-,2,2,240.0,95022.8,18.00,9.60,8.40,4.20,4.45,3.94,0
2024-25,ist,-,1,3,240.0,100597.8,19.10,9.80,9.30,4.41,4.64,4.19,0
2024-25,ist,-,0,4,240.0,96782.0,18.30,10.00,8.30,4.25,4.47,4.01,0
2024-25,ist,-,0,4,240.0,100240.8,19.00,10.50,8.50,4.41,4.76,4.05,0
2025-26,regular-season,-,16,19,241.4,94286.9,17.90,9.40,8.40,4.51,4.95,4.10,0
2025-26,regular-season,-,21,12,240.0,91061.5,17.20,9.40,7.90,4.40,4.64,4.14,0
2025-26,regular-season,-,10,21,240.0,91717.4,17.40,9.40,8.00,4.43,4.67,4.17,0
2025-26,regular-season,-,11,22,242.3,93795.3,17.80,9.80,8.00,4.47,4.78,4.15,0
2025-26,regular-season,-,16,17,241.5,93804.6,17.80,9.50,8.30,4.51,4.92,4.11,0
2025-26,regular-season,-,19,16,241.4,92645.5,17.50,9.10,8.40,4.43,4.81,4.08,0
2025-26,regular-season,-,12,23,243.6,92614.8,17.50,9.40,8.10,4.38,4.70,4.06,0
2025-26,regular-season,-,23,10,242.3,87672.3,16.60,8.90,7.70,4.17,4.36,3.97,0
2025-26,regular-season,-,24,9,241.5,92341.6,17.50,9.20,8.30,4.37,4.62,4.12,0
2025-26,regular-season,-,18,16,241.5,92311.6,17.50,9.60,7.90,4.42,4.68,4.14,0
2025-26,regular-season,-,21,10,244.8,86654.6,16.40,8.90,7.50,4.06,4.16,3.94,0
2025-26,regular-season,-,6,28,241.5,95052.4,18.00,9.50,8.50,4.55,4.89,4.22,0
2025-26,regular-season,-,12,21,241.5,87355.8,16.50,8.90,7.60,4.17,4.28,4.04,0
2025-26,regular-season,-,20,11,240.0,85059.3,16.10,8.70,7.40,4.09,4.31,3.85,0
2025-26,regular-season,-,15,18,241.5,92258.2,17.50,9.10,8.40,4.43,4.70,4.17,0
2025-26,regular-season,-,18,14,240.8,95226.3,18.00,9.50,8.60,4.57,5.17,4.05,0
2025-26,regular-season,-,14,19,241.5,90216.8,17.10,9.00,8.10,4.33,4.55,4.11,0
2025-26,regular-season,-,21,13,242.2,90354.9,17.10,9.00,8.20,4.31,4.56,4.07,0
2025-26,regular-season,-,8,27,242.9,91951.4,17.40,9.30,8.10,4.36,4.63,4.09,0
2025-26,regular-season,-,23,10,240.0,92294.2,17.50,9.60,7.90,4.45,4.68,4.20,0
2025-26,regular-season,-,29,5,242.9,91761.2,17.40,9.10,8.20,4.39,4.73,4.06,0
2025-26,regular-season,-,19,15,241.5,92237.9,17.50,9.30,8.20,4.39,4.66,4.12,0
2025-26,regular-season,-,18,14,243.9,90741.8,17.20,9.30,7.90,4.30,4.52,4.08,0
2025-26,regular-season,-,19,14,240.8,90581.1,17.20,9.10,8.10,4.35,4.66,4.05,0
2025-26,regular-season,-,14,20,241.5,92595.3,17.50,9.10,8.40,4.41,4.71,4.13,0
2025-26,regular-season,-,8,26,242.2,90670.0,17.20,9.10,8.10,4.32,4.57,4.06,0
2025-26,regular-season,-,24,9,240.8,91636.6,17.40,9.10,8.30,4.40,4.66,4.15,0
2025-26,regular-season,-,20,15,241.4,93130.8,17.60,9.10,8.50,4.45,4.73,4.18,0
2025-26,regular-season,-,12,21,243.8,91024.2,17.20,9.20,8.00,4.29,4.56,4.02,0
2025-26,regular-season,-,8,24,241.6,93997.4,17.80,9.50,8.30,4.52,4.89,4.17,0
2025-26,ist,-,2,2,240.0,91344.0,17.30,9.30,8.00,4.59,5.00,4.19,0
2025-26,ist,-,2,2,240.0,88987.0,16.90,9.00,7.90,4.41,4.66,4.15,0
2025-26,ist,-,1,3,240.0,90300.5,17.10,9.20,7.90,4.46,4.69,4.22,0
2025-26,ist,-,1,3,246.3,95222.5,18.00,10.00,8.10,4.57,4.83,4.29,0
2025-26,ist,-,1,3,240.0,92970.3,17.60,9.30,8.40,4.64,5.08,4.23,0
2025-26,ist,-,2,2,240.0,88956.5,16.80,8.80,8.10,4.52,4.82,4.24,0
2025-26,ist,-,1,3,252.5,95110.5,18.00,9.80,8.30,4.39,4.80,3.98,0
2025-26,ist,-,2,2,240.0,83796.5,15.90,8.40,7.50,4.10,4.32,3.88,0
2025-26,ist,-,2,2,240.0,89146.8,16.90,8.80,8.10,4.39,4.66,4.13,0
2025-26,ist,-,1,3,240.0,86710.0,16.40,9.00,7.40,4.31,4.59,4.02,0
2025-26,ist,-,2,2,240.0,82400.8,15.60,8.40,7.20,4.08,4.18,3.98,0
2025-26,ist,-,1,3,240.0,92051.0,17.40,9.40,8.00,4.57,4.80,4.34,0
2025-26,ist,-,2,2,252.5,90005.5,17.00,9.20,7.80,4.16,4.27,4.03,0
2025-26,ist,-,4,1,240.0,82767.6,15.70,8.10,7.50,4.07,4.34,3.81,0
2025-26,ist,-,3,1,246.3,90791.8,17.20,8.90,8.30,4.36,4.61,4.12,0
2025-26,ist,-,2,2,240.0,93318.3,17.70,9.20,8.50,4.63,5.23,4.12,0
2025-26,ist,-,2,1,248.3,91540.7,17.30,9.10,8.20,4.38,4.60,4.16,0
2025-26,ist,-,2,2,240.0,88149.0,16.70,8.80,7.80,4.37,4.59,4.15,0
2025-26,ist,-,0,4,246.3,91666.3,17.40,9.20,8.10,4.37,4.69,4.06,0
2025-26,ist,-,5,1,240.0,89719.3,17.00,9.20,7.80,4.45,4.63,4.25,0
2025-26,ist,-,5,1,240.0,88470.5,16.80,8.80,8.00,4.40,4.74,4.08,0
2025-26,ist,-,5,1,240.0,88537.2,16.80,9.00,7.80,4.37,4.65,4.09,0
2025-26,ist,-,1,3,240.0,87621.5,16.60,8.90,7.70,4.32,4.60,4.02,0
2025-26,ist,-,3,2,240.0,88241.4,16.70,9.00,7.70,4.39,4.64,4.13,0
2025-26,ist,-,2,2,240.0,90303.0,17.10,9.00,8.20,4.46,4.87,4.08,0
2025-26,ist,-,0,4,240.0,87864.3,16.60,8.80,7.80,4.38,4.62,4.13,0
2025-26,ist,-,5,1,240.0,87993.7,16.70,8.90,7.80,4.38,4.70,4.06,0
2025-26,ist,-,4,1,240.0,90514.8,17.10,9.00,8.20,4.52,4.78,4.26,0
2025-26,ist,-,1,3,240.0,88450.3,16.80,9.00,7.70,4.38,4.66,4.09,0
2025-26,ist,-,1,3,240.0,90289.3,17.10,9.20,7.90,4.57,4.92,4.22,0
